"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"MHB Fontane","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish and read",3706.48,"04839sh14_els2023deal_2024"
"MHB Fontane","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",1949.54,"04839sh14_els2023deal_2024"
"MHB Fontane","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",2923.24,"04839sh14_els2023deal_2024"
"MHB Fontane","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",23793.96,"04839sh14_sn2024deal_2024"
"MHB Fontane","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",3244.64,"04839sh14_sn2024deal_2024"
"MHB Fontane","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish and read",6764.05,"04839sh14_sn2024deal_2024"
"MHB Fontane","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish and read",15087.83,"04839sh14_sn2024deal_2024"
"MHB Fontane","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish and read",4922.0,"04839sh14_wiley2024deal_2024"
"MHB Fontane","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",1562.57,"04839sh14_wiley2024deal_2024"
"MHB Fontane","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",7629.07,"04839sh14_wiley2024deal_2024"
"MHB Fontane","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"read",888.8,"04839sh14_hogrefe2024gac_2024"
"MHB Fontane","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"publish",988.49,"04839sh14_hogrefe2024gac_2024"
"MHB Fontane","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",27453.11,"04839sh14_sn2020deal_2023"
"MHB Fontane","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",5940.48,"04839sh14_wiley2019deal_2023"
"MHB Fontane","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",1723.22,"04839sh14_wiley2019deal_2023"
