"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"FZJ - ZB","Helmholtz","ACS (HGF) 2023-2025","acs2023helmholtz",2024,2024,"publish",24844.18,"02nv7yv05_acs2023helmholtz_2024"
"FZJ - ZB","Helmholtz","ACS (HGF) 2023-2025","acs2023helmholtz",2024,2024,"read",105222.91,"02nv7yv05_acs2023helmholtz_2024"
"FZJ - ZB","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"publish",36561.37,"02nv7yv05_aip2024tib_2024"
"FZJ - ZB","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"read",34556.57,"02nv7yv05_aip2024tib_2024"
"FZJ - ZB","TIB Consortium","ECS (TIB) 2024-2024","ecs2024tib",2024,2024,"publish and read",1415.29,"02nv7yv05_ecs2024tib_2024"
"FZJ - ZB","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",117036.67,"02nv7yv05_els2023deal_2024"
"FZJ - ZB","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",175556.01,"02nv7yv05_els2023deal_2024"
"FZJ - ZB","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"service fee",15058.5,"02nv7yv05_els2023deal_2024"
"FZJ - ZB","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"publish",75006.06,"02nv7yv05_iop2022tib_2024"
"FZJ - ZB","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"read",24848.3,"02nv7yv05_iop2022tib_2024"
"FZJ - ZB","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"publish",67714.59,"02nv7yv05_sn2021gac_2024"
"FZJ - ZB","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"read",26722.86,"02nv7yv05_sn2021gac_2024"
"FZJ - ZB","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"publish",67571.52,"02nv7yv05_rsc2024tib_2024"
"FZJ - ZB","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"read",17934.54,"02nv7yv05_rsc2024tib_2024"
"FZJ - ZB","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish and read",1927.07,"02nv7yv05_sage2024gac_2024"
"FZJ - ZB","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",80337.02,"02nv7yv05_sn2024deal_2024"
"FZJ - ZB","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",10955.04,"02nv7yv05_sn2024deal_2024"
"FZJ - ZB","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"service fee",9537.05,"02nv7yv05_sn2024deal_2024"
"FZJ - ZB","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",141067.02,"02nv7yv05_wiley2024deal_2024"
"FZJ - ZB","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",28893.25,"02nv7yv05_wiley2024deal_2024"
"FZJ - ZB","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"service fee",11143.29,"02nv7yv05_wiley2024deal_2024"
"FZJ - ZB","Helmholtz","ACS (Helmholtz) 2023-2025","acs2023helmholtz",2023,2023,"publish",25221.94,"02nv7yv05_acs2023helmholtz_2023"
"FZJ - ZB","Helmholtz","ACS (Helmholtz) 2023-2025","acs2023helmholtz",2023,2023,"read",109754.69,"02nv7yv05_acs2023helmholtz_2023"
"FZJ - ZB","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"publish",7073.15,"02nv7yv05_aip2021tib_2023"
"FZJ - ZB","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"read",44548.6,"02nv7yv05_aip2021tib_2023"
"FZJ - ZB","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"publish",12731.67,"02nv7yv05_aip2021tib_2023"
"FZJ - ZB","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"read",-3790.68,"02nv7yv05_aip2021tib_2023"
"FZJ - ZB","TIB Consortium","ECS (TIB) 2023-2023","ecs2023tib",2023,2023,"publish",1376.05,"02nv7yv05_ecs2023tib_2023"
"FZJ - ZB","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2023,2023,"publish",38649.71,"02nv7yv05_els2023deal_2023"
"FZJ - ZB","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2023,2023,"read",57598.76,"02nv7yv05_els2023deal_2023"
"FZJ - ZB","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2023,2023,"publish",-30566.11,"02nv7yv05_els2023deal_2023"
"FZJ - ZB","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2023,2023,"read",-45551.96,"02nv7yv05_els2023deal_2023"
"FZJ - ZB","TIB Consortium","IOP (TIB) 2022-2024","iop2022tib",2023,2023,"publish",69808.83,"02nv7yv05_iop2022tib_2023"
"FZJ - ZB","TIB Consortium","IOP (TIB) 2022-2024","iop2022tib",2023,2023,"read",23118.76,"02nv7yv05_iop2022tib_2023"
"FZJ - ZB","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2023,2023,"publish",60607.53,"02nv7yv05_sn2021gac_2023"
"FZJ - ZB","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2023,2023,"read",26722.86,"02nv7yv05_sn2021gac_2023"
"FZJ - ZB","TIB Consortium","Royal Society of Chemistry (TIB) 2021-2023","rsc2021tib",2023,2023,"publish",50022.13,"02nv7yv05_rsc2021tib_2023"
"FZJ - ZB","TIB Consortium","Royal Society of Chemistry (TIB) 2021-2023","rsc2021tib",2023,2023,"read",31249.92,"02nv7yv05_rsc2021tib_2023"
"FZJ - ZB","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2023,2023,"publish",1874.66,"02nv7yv05_sage2021gac_2023"
"FZJ - ZB","TIB Consortium","SPIE (TIB) 2021-2023","spie2021tib",2023,2023,"publish",4789.92,"02nv7yv05_spie2021tib_2023"
"FZJ - ZB","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",53907.45,"02nv7yv05_sn2020deal_2023"
"FZJ - ZB","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",7303.36,"02nv7yv05_sn2020deal_2023"
"FZJ - ZB","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",75175.77,"02nv7yv05_wiley2019deal_2023"
"FZJ - ZB","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",71759.5,"02nv7yv05_wiley2019deal_2023"
"FZJ - ZB","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",14112.86,"02nv7yv05_wiley2019deal_2023"
"FZJ - ZB","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",13471.51,"02nv7yv05_wiley2019deal_2023"
"FZJ - ZB","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2022,2022,"read",21081.06,"02nv7yv05_aip2021tib_2022"
"FZJ - ZB","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2022,2022,"publish",44108.63,"02nv7yv05_aip2021tib_2022"
"FZJ - ZB","TIB Consortium","ECS (TIB) 2022-2022","ecs2022tib",2022,2022,"publish",1370.47,"02nv7yv05_ecs2022tib_2022"
"FZJ - ZB","TIB Consortium","IOP (TIB) 2022-2024","iop2022tib",2022,2022,"read",22624.0,"02nv7yv05_iop2022tib_2022"
"FZJ - ZB","TIB Consortium","IOP (TIB) 2022-2024","iop2022tib",2022,2022,"publish",68317.58,"02nv7yv05_iop2022tib_2022"
"FZJ - ZB","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2022,2022,"read",26721.8,"02nv7yv05_sn2021gac_2022"
"FZJ - ZB","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2022,2022,"publish",55871.73,"02nv7yv05_sn2021gac_2022"
"FZJ - ZB","TIB Consortium","Royal Society of Chemistry (TIB) 2021-2023","rsc2021tib",2022,2022,"read",32311.96,"02nv7yv05_rsc2021tib_2022"
"FZJ - ZB","TIB Consortium","Royal Society of Chemistry (TIB) 2021-2023","rsc2021tib",2022,2022,"publish",36902.61,"02nv7yv05_rsc2021tib_2022"
"FZJ - ZB","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"read",7303.07,"02nv7yv05_sn2020deal_2022"
"FZJ - ZB","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"publish",53907.45,"02nv7yv05_sn2020deal_2022"
"FZJ - ZB","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"read",12046.32,"02nv7yv05_sn2020deal_2022"
"FZJ - ZB","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"publish",88919.6,"02nv7yv05_sn2020deal_2022"
"FZJ - ZB","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",76882.12,"02nv7yv05_wiley2019deal_2022"
"FZJ - ZB","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",80545.47,"02nv7yv05_wiley2019deal_2022"
"FZJ - ZB","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",39351.31,"02nv7yv05_wiley2019deal_2022"
"FZJ - ZB","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",41226.36,"02nv7yv05_wiley2019deal_2022"
