"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Alfred-Wegener-Institut","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",1985.36,"032e6b942_tf2024zbw_2024"
"Alfred-Wegener-Institut","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"publish",17815.06,"032e6b942_sn2021gac_2024"
"Alfred-Wegener-Institut","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"read",6363.13,"032e6b942_sn2021gac_2024"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",24289.0,"032e6b942_els2023deal_2024"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",36545.85,"032e6b942_els2023deal_2024"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",50355.27,"032e6b942_wiley2024deal_2024"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",10313.73,"032e6b942_wiley2024deal_2024"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",33112.98,"032e6b942_sn2024deal_2024"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",4515.41,"032e6b942_sn2024deal_2024"
"Alfred-Wegener-Institut","Helmholtz","ACS (HGF) 2023-2025","acs2023helmholtz",2024,2024,"publish",12490.17,"032e6b942_acs2023helmholtz_2024"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",28797.19,"032e6b942_wiley2019deal_2022"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",21870.89,"032e6b942_wiley2019deal_2023"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",18894.22,"032e6b942_wiley2019deal_2023"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",11621.85,"032e6b942_wiley2019deal_2023"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",10040.1,"032e6b942_wiley2019deal_2023"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",49102.13,"032e6b942_sn2020deal_2023"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",6020.55,"032e6b942_sn2020deal_2023"
"Alfred-Wegener-Institut","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2023,2023,"publish",15946.05,"032e6b942_sn2021gac_2023"
"Alfred-Wegener-Institut","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2023,2023,"read",6363.13,"032e6b942_sn2021gac_2023"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2023,2023,"publish",8800.05,"032e6b942_els2023deal_2023"
"Alfred-Wegener-Institut","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2023,2023,"read",11868.98,"032e6b942_els2023deal_2023"
