"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"HS Anhalt","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",1637.1,"0076zct58_els2023deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",1213.8,"0076zct58_els2023deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",1412.4,"0076zct58_els2023deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",1047.2,"0076zct58_els2023deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"service fee",321.0,"0076zct58_els2023deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",450.17,"0076zct58_sn2024deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",4504.45,"0076zct58_sn2024deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"service fee",107.0,"0076zct58_sn2024deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",1002.72,"0076zct58_wiley2024deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",5444.7,"0076zct58_wiley2024deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"service fee",214.0,"0076zct58_wiley2024deal_2024"
"HS Anhalt","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2023-2023","tf2023zbw",2024,2024,"read",5089.54,"0076zct58_tf2023zbw_2024"
"HS Anhalt","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",2181.23,"0076zct58_tf2024zbw_2024"
"HS Anhalt","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"read",2988.45,"0076zct58_acm2021hebis_2024"
"HS Anhalt","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"publish",1379.38,"0076zct58_acm2021hebis_2024"
"HS Anhalt","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2023,2023,"publish",1431.04,"0076zct58_acm2021hebis_2023"
"HS Anhalt","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",2890.37,"0076zct58_wiley2019deal_2022"
"HS Anhalt","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",2496.97,"0076zct58_wiley2019deal_2022"
"HS Anhalt","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",-91.62,"0076zct58_wiley2019deal_2022"
"HS Anhalt","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",-106.06,"0076zct58_wiley2019deal_2022"
"HS Anhalt","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",2520.06,"0076zct58_tf2024zbw_2024"
"HS Anhalt","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",1213.8,"0076zct58_els2023deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",1637.1,"0076zct58_els2023deal_2024"
"HS Anhalt","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",2389.67,"0076zct58_wiley2019deal_2022"
"HS Anhalt","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",2064.43,"0076zct58_wiley2019deal_2022"
"HS Anhalt","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",2230.36,"0076zct58_wiley2019deal_2023"
"HS Anhalt","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",1926.8,"0076zct58_wiley2019deal_2023"
"HS Anhalt","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"publish",9790.53,"0076zct58_sn2020deal_2022"
"HS Anhalt","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"read",1200.44,"0076zct58_sn2020deal_2022"
"HS Anhalt","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",9790.53,"0076zct58_sn2020deal_2023"
"HS Anhalt","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",1200.44,"0076zct58_sn2020deal_2023"
