"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Hamburg TUHH","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"read",9105.76,"04bs1pb34_aip2024tib_2024"
"Hamburg TUHH","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"publish",23183.97,"04bs1pb34_aip2024tib_2024"
"Hamburg TUHH","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"read",3334.59,"04bs1pb34_acm2021hebis_2024"
"Hamburg TUHH","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"publish",1427.75,"04bs1pb34_acm2021hebis_2024"
"Hamburg TUHH","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",70394.02,"04bs1pb34_sn2024deal_2024"
"Hamburg TUHH","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",9599.18,"04bs1pb34_sn2024deal_2024"
"Hamburg TUHH","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",67182.34,"04bs1pb34_wiley2024deal_2024"
"Hamburg TUHH","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",13760.23,"04bs1pb34_wiley2024deal_2024"
"Hamburg TUHH","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",-7340.29,"04bs1pb34_wiley2019deal_2023"
"Hamburg TUHH","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",-8496.71,"04bs1pb34_wiley2019deal_2023"
"Hamburg TUHH","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"read",632.54,"04bs1pb34_tf2024zbw_2024"
"Hamburg TUHH","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",1173.58,"04bs1pb34_tf2024zbw_2024"
"Hamburg TUHH","German library consortium, jointly administered by TIB and MPDL","Nature (MPDL) 2025-2028","sn2025gac",2024,2024,"read",13571.37,"04bs1pb34_sn2025gac_2024"
"Hamburg TUHH","German library consortium, jointly administered by TIB and MPDL","Nature (MPDL) 2025-2028","sn2025gac",2024,2024,"publish",6570.75,"04bs1pb34_sn2025gac_2024"
"Hamburg TUHH","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"read",1296.84,"04bs1pb34_iop2022tib_2024"
"Hamburg TUHH","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"publish",3890.53,"04bs1pb34_iop2022tib_2024"
"Hamburg TUHH","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",78939.25,"04bs1pb34_els2023deal_2024"
"Hamburg TUHH","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",52625.81,"04bs1pb34_els2023deal_2024"
"Hamburg TUHH","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2023,2023,"read",24147.23,"04bs1pb34_els2023deal_2023"
"Hamburg TUHH","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2023,2023,"publish",17903.55,"04bs1pb34_els2023deal_2023"
"Hamburg TUHH","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",12798.91,"04bs1pb34_sn2020deal_2023"
"Hamburg TUHH","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",104384.91,"04bs1pb34_sn2020deal_2023"
