"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"HU Berlin","ZB MED","Rockefeller University Press (ZB MED) 2024-2026","rup2024zbmed",2024,2024,"publish",746.46,"01hcx6992_rup2024zbmed_2024"
"HU Berlin","ZB MED","Rockefeller University Press (ZB MED) 2024-2026","rup2024zbmed",2024,2024,"read",4377.83,"01hcx6992_rup2024zbmed_2024"
"HU Berlin","TIB Consortium","The Royal Society (TIB) 2024-2024","trs2024tib",2024,2024,"read",9225.97,"01hcx6992_trs2024tib_2024"
"HU Berlin","TIB Consortium","The Royal Society (TIB) 2024-2024","trs2024tib",2024,2024,"publish",3939.5,"01hcx6992_trs2024tib_2024"
"HU Berlin","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"read",7318.01,"01hcx6992_acm2021hebis_2024"
"HU Berlin","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"publish",3487.28,"01hcx6992_acm2021hebis_2024"
"HU Berlin","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"publish",6623.99,"01hcx6992_aip2024tib_2024"
"HU Berlin","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"read",18196.89,"01hcx6992_aip2024tib_2024"
"HU Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",23567.95,"01hcx6992_sn2024deal_2024"
"HU Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",172831.59,"01hcx6992_sn2024deal_2024"
"HU Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"service fee",9095.0,"01hcx6992_sn2024deal_2024"
"HU Berlin","Friedrich-Althoff-Konsortium e.V.","ACS (FAK) 2024-2026","acs2024fak",2024,2024,"read",113160.87,"01hcx6992_acs2024fak_2024"
"HU Berlin","Friedrich-Althoff-Konsortium e.V.","ACS (FAK) 2024-2026","acs2024fak",2024,2024,"publish",10943.84,"01hcx6992_acs2024fak_2024"
"HU Berlin","ZB MED","Company of Biologists (ZB MED) 2024-2026","compbio2024zbmed",2024,2024,"read",6665.18,"01hcx6992_compbio2024zbmed_2024"
"HU Berlin","ZB MED","Company of Biologists (ZB MED) 2024-2026","compbio2024zbmed",2024,2024,"publish",2470.89,"01hcx6992_compbio2024zbmed_2024"
"HU Berlin","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"publish and read",30142.41,"01hcx6992_cam2022gac_2024"
"HU Berlin","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"publish",11114.21,"01hcx6992_cam2022gac_2024"
"HU Berlin","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",52625.81,"01hcx6992_els2023deal_2024"
"HU Berlin","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",78939.25,"01hcx6992_els2023deal_2024"
"HU Berlin","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"service fee",9095.0,"01hcx6992_els2023deal_2024"
"HU Berlin","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"read",9624.51,"01hcx6992_iop2022tib_2024"
"HU Berlin","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"publish",32111.71,"01hcx6992_iop2022tib_2024"
"HU Berlin","Humboldt-Universität zu Berlin","John Benjamins (HU Berlin) 2022-2024","jbp2022hub",2024,2024,"read",10297.68,"01hcx6992_jbp2022hub_2024"
"HU Berlin","Humboldt-Universität zu Berlin","John Benjamins (HU Berlin) 2022-2024","jbp2022hub",2024,2024,"publish",295.12,"01hcx6992_jbp2022hub_2024"
"HU Berlin","Humboldt-Universität zu Berlin","OUP (HU Berlin) 2024-2026","oxf2024hub",2024,2024,"read",30403.73,"01hcx6992_oxf2024hub_2024"
"HU Berlin","Humboldt-Universität zu Berlin","OUP (HU Berlin) 2024-2026","oxf2024hub",2024,2024,"publish",49092.26,"01hcx6992_oxf2024hub_2024"
"HU Berlin","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"read",18441.93,"01hcx6992_rsc2024tib_2024"
"HU Berlin","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"publish",29221.54,"01hcx6992_rsc2024tib_2024"
"HU Berlin","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish and read",71642.48,"01hcx6992_sage2024gac_2024"
"HU Berlin","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",27234.98,"01hcx6992_wiley2024deal_2024"
"HU Berlin","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",132970.77,"01hcx6992_wiley2024deal_2024"
"HU Berlin","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"service fee",9095.0,"01hcx6992_wiley2024deal_2024"
"HU Berlin","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2024,2024,"read",27210.0,"01hcx6992_degruy2023gac_2024"
"HU Berlin","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2024,2024,"publish",9251.06,"01hcx6992_degruy2023gac_2024"
"HU Berlin","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"publish",2003.55,"01hcx6992_hogrefe2024gac_2024"
"HU Berlin","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"read",2228.25,"01hcx6992_hogrefe2024gac_2024"
"HU Berlin","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"read",53045.47,"01hcx6992_tf2024zbw_2024"
"HU Berlin","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",54885.19,"01hcx6992_tf2024zbw_2024"
"HU Berlin","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2026","acm2021hebis",2023,2023,"read",6997.26,"01hcx6992_acm2021hebis_2023"
"HU Berlin","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2026","acm2021hebis",2023,2023,"publish",3324.33,"01hcx6992_acm2021hebis_2023"
"HU Berlin","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"read",26571.82,"01hcx6992_aip2021tib_2023"
"HU Berlin","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"publish",6664.0,"01hcx6992_aip2021tib_2023"
"HU Berlin","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2023,2023,"read",26309.02,"01hcx6992_cam2022gac_2023"
"HU Berlin","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2023,2023,"publish",13706.49,"01hcx6992_cam2022gac_2023"
"HU Berlin","German Academic Consortium, 116 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2021-2023","hogrefe2021gac",2023,2023,"read",2860.39,"01hcx6992_hogrefe2021gac_2023"
"HU Berlin","German Academic Consortium, 116 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2021-2023","hogrefe2021gac",2023,2023,"publish",2120.79,"01hcx6992_hogrefe2021gac_2023"
"HU Berlin","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2023,2023,"read",9130.26,"01hcx6992_iop2022tib_2023"
"HU Berlin","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2023,2023,"publish",30462.66,"01hcx6992_iop2022tib_2023"
"HU Berlin","Humboldt-Universität zu Berlin","John Benjamins (HU Berlin) 2022-2024","jbp2022hub",2023,2023,"publish",10387.56,"01hcx6992_jbp2022hub_2023"
"HU Berlin","Humboldt-Universität zu Berlin","OUP (HU Berlin) 2021-2023","oxf2021hub",2023,2023,"read",28804.73,"01hcx6992_oxf2021hub_2023"
"HU Berlin","Humboldt-Universität zu Berlin","OUP (HU Berlin) 2021-2023","oxf2021hub",2023,2023,"publish",46175.94,"01hcx6992_oxf2021hub_2023"
"HU Berlin","TIB Consortium","Royal Society of Chemistry (TIB) 2021-2023","rsc2021tib",2023,2023,"read",32076.3,"01hcx6992_rsc2021tib_2023"
"HU Berlin","TIB Consortium","Royal Society of Chemistry (TIB) 2021-2023","rsc2021tib",2023,2023,"publish",13092.25,"01hcx6992_rsc2021tib_2023"
"HU Berlin","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2023,2023,"publish",69767.68,"01hcx6992_sage2021gac_2023"
"HU Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",31423.93,"01hcx6992_sn2020deal_2023"
"HU Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",256286.1,"01hcx6992_sn2020deal_2023"
"HU Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",28999.55,"01hcx6992_sn2020deal_2023"
"HU Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"publish",5976.6,"01hcx6992_sn2020deal_2022"
"HU Berlin","TIB Consortium","The Royal Society (TIB) 2023-2023","trs2023tib",2023,2023,"read",9252.29,"01hcx6992_trs2023tib_2023"
"HU Berlin","TIB Consortium","The Royal Society (TIB) 2023-2023","trs2023tib",2023,2023,"publish",3427.2,"01hcx6992_trs2023tib_2023"
"HU Berlin","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",116744.04,"01hcx6992_wiley2019deal_2023"
"HU Berlin","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",135136.29,"01hcx6992_wiley2019deal_2023"
"HU Berlin","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2023,2023,"read",18057.0,"01hcx6992_degruy2023gac_2023"
"HU Berlin","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2023,2023,"publish",10101.91,"01hcx6992_degruy2023gac_2023"
"HU Berlin","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2022,2022,"read",26710.32,"01hcx6992_iop2022tib_2022"
"HU Berlin","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2022,2022,"publish",9901.96,"01hcx6992_iop2022tib_2022"
"HU Berlin","TIB Consortium","Royal Society of Chemistry (TIB) 2021-2023","rsc2021tib",2022,2022,"publish",24906.6,"01hcx6992_rsc2021tib_2022"
"HU Berlin","TIB Consortium","Royal Society of Chemistry (TIB) 2021-2023","rsc2021tib",2022,2022,"read",34092.59,"01hcx6992_rsc2021tib_2022"
