"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Siegen U","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"read",9159.26,"02azyry73_aip2024tib_2024"
"Siegen U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"publish",2717.21,"02azyry73_cam2022gac_2024"
"Siegen U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"read",25011.79,"02azyry73_cam2022gac_2024"
"Siegen U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",27287.14,"02azyry73_els2023deal_2024"
"Siegen U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",40931.78,"02azyry73_els2023deal_2024"
"Siegen U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"publish",3451.76,"02azyry73_hogrefe2024gac_2024"
"Siegen U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"read",3103.68,"02azyry73_hogrefe2024gac_2024"
"Siegen U","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"publish",25208.76,"02azyry73_iop2022tib_2024"
"Siegen U","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"read",7555.57,"02azyry73_iop2022tib_2024"
"Siegen U","TIB Consortium","Optica (TIB) 2023-2025","opg2023tib",2024,2024,"publish",2759.52,"02azyry73_opg2023tib_2024"
"Siegen U","TIB Consortium","Optica (TIB) 2023-2025","opg2023tib",2024,2024,"read",14949.73,"02azyry73_opg2023tib_2024"
"Siegen U","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"publish",21988.98,"02azyry73_rsc2024tib_2024"
"Siegen U","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"read",16583.02,"02azyry73_rsc2024tib_2024"
"Siegen U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish",25718.74,"02azyry73_sage2024gac_2024"
"Siegen U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"read",23125.26,"02azyry73_sage2024gac_2024"
"Siegen U","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"publish",53316.76,"02azyry73_sn2021gac_2024"
"Siegen U","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"read",25813.75,"02azyry73_sn2021gac_2024"
"Siegen U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",95337.0,"02azyry73_sn2024deal_2024"
"Siegen U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",13000.5,"02azyry73_sn2024deal_2024"
"Siegen U","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",42292.24,"02azyry73_tf2024zbw_2024"
"Siegen U","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"read",47175.37,"02azyry73_tf2024zbw_2024"
"Siegen U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2024,2024,"publish",1705.27,"02azyry73_degruy2023gac_2024"
"Siegen U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2024,2024,"read",20842.0,"02azyry73_degruy2023gac_2024"
"Siegen U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",79129.07,"02azyry73_wiley2024deal_2024"
"Siegen U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",16207.16,"02azyry73_wiley2024deal_2024"
"Siegen U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",77857.92,"02azyry73_wiley2019deal_2023"
"Siegen U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",90122.92,"02azyry73_wiley2019deal_2023"
"Siegen U","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"read",11721.68,"02azyry73_aip2021tib_2023"
"Siegen U","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"publish",3332.0,"02azyry73_aip2021tib_2023"
"Siegen U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2023,2023,"read",22996.0,"02azyry73_cam2022gac_2023"
"Siegen U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2023,2023,"publish",3992.0,"02azyry73_cam2022gac_2023"
"Siegen U","German Academic Consortium, 116 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2021-2023","hogrefe2021gac",2023,2023,"read",2456.62,"02azyry73_hogrefe2021gac_2023"
"Siegen U","German Academic Consortium, 116 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2021-2023","hogrefe2021gac",2023,2023,"publish",1821.43,"02azyry73_hogrefe2021gac_2023"
"Siegen U","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2023,2023,"read",7184.76,"02azyry73_iop2022tib_2023"
"Siegen U","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2023,2023,"publish",23971.57,"02azyry73_iop2022tib_2023"
"Siegen U","TIB Consortium","Optica (TIB) 2023-2024","opg2023tib",2023,2023,"read",14523.37,"02azyry73_opg2023tib_2023"
"Siegen U","TIB Consortium","Optica (TIB) 2023-2024","opg2023tib",2023,2023,"publish",2680.86,"02azyry73_opg2023tib_2023"
"Siegen U","TIB Consortium","Royal Society of Chemistry (TIB) 2021-2023","rsc2021tib",2023,2023,"read",32770.36,"02azyry73_rsc2021tib_2023"
"Siegen U","TIB Consortium","Royal Society of Chemistry (TIB) 2021-2023","rsc2021tib",2023,2023,"publish",8916.99,"02azyry73_rsc2021tib_2023"
"Siegen U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2023,2023,"read",22219.33,"02azyry73_sage2021gac_2023"
"Siegen U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2023,2023,"publish",24711.21,"02azyry73_sage2021gac_2023"
"Siegen U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",14593.33,"02azyry73_sn2020deal_2023"
"Siegen U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",119019.8,"02azyry73_sn2020deal_2023"
"Siegen U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2023,2023,"publish",1862.35,"02azyry73_degruy2023gac_2023"
"Siegen U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2023,2023,"read",20382.0,"02azyry73_degruy2023gac_2023"
