"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Bamberg U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"read",16206.38,"01c1w6d29_cam2022gac_2024"
"Bamberg U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"publish",3510.2,"01c1w6d29_cam2022gac_2024"
"Bamberg U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",32329.02,"01c1w6d29_els2023deal_2024"
"Bamberg U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",21552.68,"01c1w6d29_els2023deal_2024"
"Bamberg U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",2140.0,"01c1w6d29_els2023deal_2024"
"Bamberg U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"read",4319.85,"01c1w6d29_hogrefe2024gac_2024"
"Bamberg U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"publish",3603.24,"01c1w6d29_hogrefe2024gac_2024"
"Bamberg U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"read",22945.98,"01c1w6d29_sage2024gac_2024"
"Bamberg U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish",25519.36,"01c1w6d29_sage2024gac_2024"
"Bamberg U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",7667.37,"01c1w6d29_sn2024deal_2024"
"Bamberg U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",56227.38,"01c1w6d29_sn2024deal_2024"
"Bamberg U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",3424.0,"01c1w6d29_sn2024deal_2024"
"Bamberg U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",6022.83,"01c1w6d29_wiley2024deal_2024"
"Bamberg U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",29405.58,"01c1w6d29_wiley2024deal_2024"
"Bamberg U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2025,2025,"publish",1498.0,"01c1w6d29_wiley2024deal_2025"
"Bamberg U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2023,2023,"read",17366.13,"01c1w6d29_cam2022gac_2023"
"Bamberg U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2023,2023,"publish",1498.65,"01c1w6d29_cam2022gac_2023"
"Bamberg U","German Academic Consortium, 116 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2021-2023","hogrefe2021gac",2023,2023,"read",3813.85,"01c1w6d29_hogrefe2021gac_2023"
"Bamberg U","German Academic Consortium, 116 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2021-2023","hogrefe2021gac",2023,2023,"publish",2199.34,"01c1w6d29_hogrefe2021gac_2023"
"Bamberg U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2023,2023,"read",22338.15,"01c1w6d29_sage2021gac_2023"
"Bamberg U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2023,2023,"publish",24843.37,"01c1w6d29_sage2021gac_2023"
