"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Mannheim U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",90031.15,"031bsb921_sn2024deal_2024"
"Mannheim U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",12276.97,"031bsb921_sn2024deal_2024"
"Mannheim U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"service fee",2996.0,"031bsb921_sn2024deal_2024"
"Mannheim U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",76876.6,"031bsb921_wiley2024deal_2024"
"Mannheim U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",15745.81,"031bsb921_wiley2024deal_2024"
"Mannheim U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"service fee",1926.0,"031bsb921_wiley2024deal_2024"
"Mannheim U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",35084.23,"031bsb921_els2023deal_2024"
"Mannheim U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",52625.81,"031bsb921_els2023deal_2024"
"Mannheim U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"service fee",3531.0,"031bsb921_els2023deal_2024"
"Mannheim U","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"publish",3820.97,"031bsb921_acm2021hebis_2024"
"Mannheim U","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"read",8018.24,"031bsb921_acm2021hebis_2024"
"Mannheim U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"read",24396.92,"031bsb921_cam2022gac_2024"
"Mannheim U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"publish",5284.43,"031bsb921_cam2022gac_2024"
"Mannheim U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2024,2024,"read",23926.0,"031bsb921_degruy2023gac_2024"
"Mannheim U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2024,2024,"publish",2493.05,"031bsb921_degruy2023gac_2024"
"Mannheim U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"read",3103.68,"031bsb921_hogrefe2024gac_2024"
"Mannheim U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"publish",3451.76,"031bsb921_hogrefe2024gac_2024"
"Mannheim U","German Academic Consortium, 19 participants, administered by Bayerische Staatsbibliothek","Karger (BSB) 2024-2026","kar2024gac",2024,2024,"publish",1832.6,"031bsb921_kar2024gac_2024"
"Mannheim U","German Academic Consortium, 19 participants, administered by Bayerische Staatsbibliothek","Karger (BSB) 2024-2026","kar2024gac",2024,2024,"read",1294.7,"031bsb921_kar2024gac_2024"
"Mannheim U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish",46201.29,"031bsb921_sage2024gac_2024"
"Mannheim U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"read",41542.34,"031bsb921_sage2024gac_2024"
"Mannheim U","ZBW Leibniz Information Centre for Economics","Emerald (ZBW) 2023-2025","eme2023zbw",2024,2024,"publish",7643.68,"031bsb921_eme2023zbw_2024"
"Mannheim U","ZBW Leibniz Information Centre for Economics","Emerald (ZBW) 2023-2025","eme2023zbw",2024,2024,"read",14911.24,"031bsb921_eme2023zbw_2024"
"Mannheim U","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",42570.52,"031bsb921_tf2024zbw_2024"
"Mannheim U","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"read",89314.62,"031bsb921_tf2024zbw_2024"
"Mannheim U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",133504.11,"031bsb921_sn2020deal_2023"
"Mannheim U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",16359.3,"031bsb921_sn2020deal_2023"
