"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"TU Ilmenau","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"read",7668.13,"01weqhp73_acm2021hebis_2024"
"TU Ilmenau","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"publish",3654.12,"01weqhp73_acm2021hebis_2024"
"TU Ilmenau","Friedrich-Althoff-Konsortium e.V.","ACS (FAK) 2024-2026","acs2024fak",2024,2024,"read",25829.51,"01weqhp73_acs2024fak_2024"
"TU Ilmenau","Friedrich-Althoff-Konsortium e.V.","ACS (FAK) 2024-2026","acs2024fak",2024,2024,"publish",2497.55,"01weqhp73_acs2024fak_2024"
"TU Ilmenau","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"read",19999.27,"01weqhp73_aip2024tib_2024"
"TU Ilmenau","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"publish",13247.98,"01weqhp73_aip2024tib_2024"
"TU Ilmenau","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",51164.19,"01weqhp73_els2023deal_2024"
"TU Ilmenau","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",34109.46,"01weqhp73_els2023deal_2024"
"TU Ilmenau","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"service fee",2889.0,"01weqhp73_els2023deal_2024"
"TU Ilmenau","Technische Universität Ilmenau","IEEE (TU Ilmenau) 2022-2023","ieee2022tui",2023,2023,"publish",8672.16,"01weqhp73_ieee2022tui_2023"
"TU Ilmenau","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"read",6038.54,"01weqhp73_iop2022tib_2024"
"TU Ilmenau","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"publish",20147.28,"01weqhp73_iop2022tib_2024"
"TU Ilmenau","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"read",3187.07,"01weqhp73_sn2021gac_2024"
"TU Ilmenau","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"publish",6582.65,"01weqhp73_sn2021gac_2024"
"TU Ilmenau","TIB Consortium","Optica (TIB) 2023-2024","opg2023tib",2024,2024,"read",14674.57,"01weqhp73_opg2023tib_2024"
"TU Ilmenau","TIB Consortium","Optica (TIB) 2023-2024","opg2023tib",2024,2024,"publish",2708.73,"01weqhp73_opg2023tib_2024"
"TU Ilmenau","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"read",8374.92,"01weqhp73_sage2024gac_2024"
"TU Ilmenau","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish",9314.17,"01weqhp73_sage2024gac_2024"
"TU Ilmenau","TIB Consortium","SPIE (TIB) 2024-2026","spie2024tib",2024,2024,"publish and read",8878.86,"01weqhp73_spie2024tib_2024"
"TU Ilmenau","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",11916.26,"01weqhp73_sn2024deal_2024"
"TU Ilmenau","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",87385.89,"01weqhp73_sn2024deal_2024"
"TU Ilmenau","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"service fee",3638.0,"01weqhp73_sn2024deal_2024"
"TU Ilmenau","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"read",554.27,"01weqhp73_tf2024zbw_2024"
"TU Ilmenau","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",916.31,"01weqhp73_tf2024zbw_2024"
"TU Ilmenau","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",10374.12,"01weqhp73_wiley2024deal_2024"
"TU Ilmenau","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",50650.1,"01weqhp73_wiley2024deal_2024"
"TU Ilmenau","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"service fee",3424.0,"01weqhp73_wiley2024deal_2024"
"TU Ilmenau","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2026","acm2021hebis",2023,2023,"read",7749.15,"01weqhp73_acm2021hebis_2023"
"TU Ilmenau","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2026","acm2021hebis",2023,2023,"publish",3692.68,"01weqhp73_acm2021hebis_2023"
"TU Ilmenau","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2022,2022,"read",3481.59,"01weqhp73_aip2021tib_2022"
"TU Ilmenau","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2022,2022,"publish",-1249.5,"01weqhp73_aip2021tib_2022"
"TU Ilmenau","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"read",27784.48,"01weqhp73_aip2021tib_2023"
"TU Ilmenau","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"publish",4998.0,"01weqhp73_aip2021tib_2023"
"TU Ilmenau","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"read",-2364.2,"01weqhp73_aip2021tib_2023"
"TU Ilmenau","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"publish",1666.0,"01weqhp73_aip2021tib_2023"
"TU Ilmenau","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2023,2023,"read",5540.64,"01weqhp73_iop2022tib_2023"
"TU Ilmenau","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2023,2023,"publish",18486.07,"01weqhp73_iop2022tib_2023"
"TU Ilmenau","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2023,2023,"read",2964.71,"01weqhp73_sn2021gac_2023"
"TU Ilmenau","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2023,2023,"publish",6123.39,"01weqhp73_sn2021gac_2023"
"TU Ilmenau","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2023,2023,"read",7825.12,"01weqhp73_sage2021gac_2023"
"TU Ilmenau","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2023,2023,"publish",8702.71,"01weqhp73_sage2021gac_2023"
"TU Ilmenau","TIB Consortium","SPIE (TIB) 2021-2023","spie2021tib",2023,2023,"publish",8766.51,"01weqhp73_spie2021tib_2023"
"TU Ilmenau","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",15888.34,"01weqhp73_sn2020deal_2023"
"TU Ilmenau","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",129581.58,"01weqhp73_sn2020deal_2023"
"TU Ilmenau","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",12812.14,"01weqhp73_wiley2019deal_2023"
"TU Ilmenau","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",14830.6,"01weqhp73_wiley2019deal_2023"
"TU Ilmenau","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",9645.63,"01weqhp73_wiley2019deal_2023"
"TU Ilmenau","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",11165.25,"01weqhp73_wiley2019deal_2023"
