"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Greifswald U","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"read",-164.62,"00r1edq15_aip2021tib_2023"
"Greifswald U","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib",2023,2023,"publish",-1666.0,"00r1edq15_aip2021tib_2023"
"Greifswald U","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"read",1520.23,"00r1edq15_aip2024tib_2024"
"Greifswald U","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"publish",6623.99,"00r1edq15_aip2024tib_2024"
"Greifswald U","German Academic Consortium, 45 participants, administered by Bayerische Staatsbibliothek","BMJ (BSB) 2023-2024","bmj2023gac",2024,2024,"publish",9144.21,"00r1edq15_bmj2023gac_2024"
"Greifswald U","German Academic Consortium, 45 participants, administered by Bayerische Staatsbibliothek","BMJ (BSB) 2023-2024","bmj2023gac",2024,2024,"read",5349.53,"00r1edq15_bmj2023gac_2024"
"Greifswald U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"read",18119.06,"00r1edq15_cam2022gac_2024"
"Greifswald U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"publish",2592.68,"00r1edq15_cam2022gac_2024"
"Greifswald U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",45804.56,"00r1edq15_els2023deal_2024"
"Greifswald U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",68705.77,"00r1edq15_els2023deal_2024"
"Greifswald U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"read",3103.68,"00r1edq15_hogrefe2024gac_2024"
"Greifswald U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"publish",3451.76,"00r1edq15_hogrefe2024gac_2024"
"Greifswald U","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"read",1542.49,"00r1edq15_iop2022tib_2024"
"Greifswald U","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"publish",5146.43,"00r1edq15_iop2022tib_2024"
"Greifswald U","Universität Greifswald","John Benjamins (Uni Greifswald) 2024-2024","jbp2024greifswald",2024,2024,"read",456.89,"00r1edq15_jbp2024greifswald_2024"
"Greifswald U","Universität Greifswald","John Benjamins (Uni Greifswald) 2024-2024","jbp2024greifswald",2024,2024,"publish",96.39,"00r1edq15_jbp2024greifswald_2024"
"Greifswald U","German Academic Consortium, 19 participants, administered by Bayerische Staatsbibliothek","Karger (BSB) 2024-2026","kar2024gac",2024,2024,"read",9585.06,"00r1edq15_kar2024gac_2024"
"Greifswald U","German Academic Consortium, 19 participants, administered by Bayerische Staatsbibliothek","Karger (BSB) 2024-2026","kar2024gac",2024,2024,"publish",7718.34,"00r1edq15_kar2024gac_2024"
"Greifswald U","ZB MED","Rockefeller University Press (ZB MED) 2024-2026","rup2024zbmed",2024,2024,"read",3188.69,"00r1edq15_rup2024zbmed_2024"
"Greifswald U","ZB MED","Rockefeller University Press (ZB MED) 2024-2026","rup2024zbmed",2024,2024,"publish",5319.44,"00r1edq15_rup2024zbmed_2024"
"Greifswald U","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"read",19270.02,"00r1edq15_rsc2024tib_2024"
"Greifswald U","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"publish",6106.45,"00r1edq15_rsc2024tib_2024"
"Greifswald U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish",22173.84,"00r1edq15_sage2024gac_2024"
"Greifswald U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"read",19937.81,"00r1edq15_sage2024gac_2024"
"Greifswald U","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"publish",37038.54,"00r1edq15_sn2021gac_2024"
"Greifswald U","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"read",17932.69,"00r1edq15_sn2021gac_2024"
"Greifswald U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",136504.54,"00r1edq15_sn2024deal_2024"
"Greifswald U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",18614.26,"00r1edq15_sn2024deal_2024"
"Greifswald U","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",8511.08,"00r1edq15_tf2024zbw_2024"
"Greifswald U","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"read",5674.05,"00r1edq15_tf2024zbw_2024"
"Greifswald U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2024,2024,"publish",2322.88,"00r1edq15_degruy2023gac_2024"
