"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Leibniz-IPK","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",22499.45,"02skbsp27_sn2024deal_2024"
"Leibniz-IPK","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",2758.72,"02skbsp27_sn2024deal_2024"
"Leibniz-IPK","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",29718.7,"02skbsp27_wiley2024deal_2024"
"Leibniz-IPK","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",5473.16,"02skbsp27_wiley2024deal_2024"
"Leibniz-IPK","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",1653.15,"02skbsp27_els2023deal_2024"
"Leibniz-IPK","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",2479.73,"02skbsp27_els2023deal_2024"
"Leibniz-IPK","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",29999.26,"02skbsp27_sn2020deal_2023"
"Leibniz-IPK","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",3678.29,"02skbsp27_sn2020deal_2023"
"Leibniz-IPK","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",30434.82,"02skbsp27_wiley2019deal_2023"
"Leibniz-IPK","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",26292.59,"02skbsp27_wiley2019deal_2023"
"Leibniz-IPK","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",-4010.44,"02skbsp27_wiley2019deal_2022"
"Leibniz-IPK","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",-3464.62,"02skbsp27_wiley2019deal_2022"
"Leibniz-IPK","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"publish",29999.26,"02skbsp27_sn2020deal_2022"
"Leibniz-IPK","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"read",3678.29,"02skbsp27_sn2020deal_2022"
