"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"UFZ","Helmholtz","ACS (HGF) 2023-2025","acs2023helmholtz",2024,2024,"publish and read",90064.95,"000h6jb29_acs2023helmholtz_2024"
"UFZ","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",91759.46,"000h6jb29_els2023deal_2024"
"UFZ","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",68033.49,"000h6jb29_els2023deal_2024"
"UFZ","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"service fee",6313.0,"000h6jb29_els2023deal_2024"
"UFZ","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"read",11094.19,"000h6jb29_sn2021gac_2024"
"UFZ","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2024,2024,"publish",31060.77,"000h6jb29_sn2021gac_2024"
"UFZ","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",11520.48,"000h6jb29_sn2024deal_2024"
"UFZ","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",93958.22,"000h6jb29_sn2024deal_2024"
"UFZ","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"service fee",4280.0,"000h6jb29_sn2024deal_2024"
"UFZ","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",12177.56,"000h6jb29_wiley2024deal_2024"
"UFZ","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",66123.06,"000h6jb29_wiley2024deal_2024"
"UFZ","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"service fee",5992.0,"000h6jb29_wiley2024deal_2024"
"UFZ","Helmholtz","ACS (Helmholtz) 2023-2025","acs2023helmholtz",2023,2023,"read",76245.04,"000h6jb29_acs2023helmholtz_2023"
"UFZ","Helmholtz","ACS (Helmholtz) 2023-2025","acs2023helmholtz",2023,2023,"publish",19807.62,"000h6jb29_acs2023helmholtz_2023"
"UFZ","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2023,2023,"read",11094.19,"000h6jb29_sn2021gac_2023"
"UFZ","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2023,2023,"publish",27802.14,"000h6jb29_sn2021gac_2023"
"UFZ","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",15360.62,"000h6jb29_sn2020deal_2023"
"UFZ","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",125277.63,"000h6jb29_sn2020deal_2023"
"UFZ","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",52120.56,"000h6jb29_wiley2019deal_2023"
"UFZ","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",60331.81,"000h6jb29_wiley2019deal_2023"
"UFZ","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"publish",125277.63,"000h6jb29_sn2020deal_2022"
"UFZ","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"read",15360.62,"000h6jb29_sn2020deal_2022"
"UFZ","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",64641.23,"000h6jb29_wiley2019deal_2022"
"UFZ","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",55843.45,"000h6jb29_wiley2019deal_2022"
"UFZ","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2022,2022,"publish",25629.71,"000h6jb29_sn2021gac_2022"
"UFZ","German academic consortium, administered by Max Planck Digital Library","Nature (MPDL) 2021-2024","sn2021gac",2022,2022,"read",11094.19,"000h6jb29_sn2021gac_2022"
