"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Stuttgart U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"publish",15859.0,"04vnq7t77_cam2022gac_2024"
"Stuttgart U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"read",24384.39,"04vnq7t77_cam2022gac_2024"
"Stuttgart U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2024,2024,"publish",431.97,"04vnq7t77_degruy2023gac_2024"
"Stuttgart U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2024,2024,"read",5551.0,"04vnq7t77_degruy2023gac_2024"
"Stuttgart U","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"publish",63078.64,"04vnq7t77_iop2022tib_2024"
"Stuttgart U","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"read",18930.8,"04vnq7t77_iop2022tib_2024"
"Stuttgart U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish",8441.82,"04vnq7t77_sage2024gac_2024"
"Stuttgart U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"read",7590.6,"04vnq7t77_sage2024gac_2024"
"Stuttgart U","TIB Consortium","SPIE (TIB) 2024-2026","spie2024tib",2024,2024,"publish and read",23191.58,"04vnq7t77_spie2024tib_2024"
"Stuttgart U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",224571.6,"04vnq7t77_sn2024deal_2024"
"Stuttgart U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",30623.4,"04vnq7t77_sn2024deal_2024"
"Stuttgart U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",133051.77,"04vnq7t77_wiley2024deal_2024"
"Stuttgart U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",27251.57,"04vnq7t77_wiley2024deal_2024"
"Stuttgart U","TIB Consortium","Optica (TIB) 2023-2025","opg2023tib",2024,2024,"publish",24333.75,"04vnq7t77_opg2023tib_2024"
"Stuttgart U","TIB Consortium","Optica (TIB) 2023-2025","opg2023tib",2024,2024,"read",22496.61,"04vnq7t77_opg2023tib_2024"
"Stuttgart U","TIB Consortium","The Royal Society (TIB) 2024-2024","trs2024tib",2024,2024,"publish and read",13751.64,"04vnq7t77_trs2024tib_2024"
"Stuttgart U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",136437.84,"04vnq7t77_els2023deal_2024"
"Stuttgart U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",204656.76,"04vnq7t77_els2023deal_2024"
"Stuttgart U","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",8602.08,"04vnq7t77_tf2024zbw_2024"
"Stuttgart U","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"read",5156.43,"04vnq7t77_tf2024zbw_2024"
"Stuttgart U","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish and read",13733.45,"04vnq7t77_tf2024zbw_2024"
"Stuttgart U","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"publish",26615.24,"04vnq7t77_rsc2024tib_2024"
"Stuttgart U","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"read",18821.85,"04vnq7t77_rsc2024tib_2024"
"Stuttgart U","TIB Consortium","Trans Tech (TIB) 2024-2026","ttp2024tib",2024,2024,"publish",595.0,"04vnq7t77_ttp2024tib_2024"
"Stuttgart U","TIB Consortium","Trans Tech (TIB) 2024-2026","ttp2024tib",2024,2024,"read",4280.0,"04vnq7t77_ttp2024tib_2024"
"Stuttgart U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",0.01,"04vnq7t77_sn2020deal_2023"
"Stuttgart U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",0.01,"04vnq7t77_wiley2019deal_2023"
"Stuttgart U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2023,2023,"publish",8615.5,"04vnq7t77_cam2022gac_2023"
"Stuttgart U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2023,2023,"read",29143.34,"04vnq7t77_cam2022gac_2023"
"Stuttgart U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2023,2023,"publish",472.43,"04vnq7t77_degruy2023gac_2023"
"Stuttgart U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac",2023,2023,"read",6063.01,"04vnq7t77_degruy2023gac_2023"
"Stuttgart U","TIB Consortium","IOP (TIB) 2022-2024","iop2022tib",2023,2023,"publish",59726.41,"04vnq7t77_iop2022tib_2023"
"Stuttgart U","TIB Consortium","IOP (TIB) 2022-2024","iop2022tib",2023,2023,"read",17901.21,"04vnq7t77_iop2022tib_2023"
"Stuttgart U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2023,2023,"publish",14750.56,"04vnq7t77_sage2021gac_2023"
"Stuttgart U","TIB Consortium","SPIE (TIB) 2021-2023","spie2021tib",2023,2023,"publish",24716.19,"04vnq7t77_spie2021tib_2023"
"Stuttgart U","TIB Consortium","Optica (TIB) 2023-2024","opg2023tib",2023,2023,"publish",25165.71,"04vnq7t77_opg2023tib_2023"
"Stuttgart U","TIB Consortium","Optica (TIB) 2023-2024","opg2023tib",2023,2023,"read",23265.97,"04vnq7t77_opg2023tib_2023"
"Stuttgart U","TIB Consortium","The Royal Society (TIB) 2023-2023","trs2023tib",2023,2023,"publish",13463.81,"04vnq7t77_trs2023tib_2023"
