institution,period,euro,doi,backlist_oa,publisher,book_title,isbn_1,isbn_2,isbn_3
mau,2025,6984.47,,FALSE,DeGryuter Brill,Scandinavian Comics and Comics Research,9783111133553,9783111131948,
mau,2025,1522.48,10.18848/978-1-966214-17-5/cgp,FALSE,Common Ground Publishing,Physical Contact in Educational Settings / Joacim Anderson,9781966214175,,
mau,2025,5986.69,,FALSE,Taylor & Francis,Challenging Picture Books and Inclusion,9781003757238,,
