"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Malmö University",2022,11147.02,"10.4324/9781003323686",FALSE,"Routledge","Digital Ageism","978-1-003-32368-6",NA,"978-1-003-32368-6","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Malmö University",2022,2823,"10.4324/9781003283324",FALSE,"Routledge","Sport, Performance and Sustainability","978-1-003-28332-4",NA,"978-1-003-28332-4","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
