institution;year_of_publication;origin_doi;refubium_doi;backlist _oa;isbn;e_isbn;epub;titel;fi_price in Euro;brutto in Euro;Originalpreis in brutto in Euro
FU;2023;10.1515/9783111338668;https://refubium.fu-berlin.de/handle/fub188/42447;False;978-3-11-133854-5;978-3-11-133866-8;978-3-11-133886-6;Historische Mehrsprachigkeit. Europäische Perspektiven;5.042,02;6.000,00;8.449,00
