"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement"
"GFZ-Potsdam",2023,5208.61,"10.1007/s10291-023-01524-3",TRUE,"Springer Nature","GPS Solutions","1080-5370","1080-5370","1521-1886","1080-5370","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s10291-023-01476-8",TRUE,"Springer Nature","GPS Solutions","1080-5370","1080-5370","1521-1886","1080-5370","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s00339-023-06742-7",TRUE,"Springer Nature","Applied Physics A","0947-8396","0947-8396","1432-0630","0947-8396","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s11600-023-01149-7",TRUE,"Springer Nature","Acta Geophysica","1895-7455",NA,"1895-7455","1895-6572","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s11252-023-01450-9",TRUE,"Springer Nature","Urban Ecosystems","1083-8155","1083-8155","1573-1642","1083-8155","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s00269-023-01244-7",TRUE,"Springer Nature","Physics and Chemistry of Minerals","0342-1791","0342-1791","1432-2021","0342-1791","https://www.springernature.com/gp/researchers/text-and-data-mining",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s10291-023-01518-1",TRUE,"Springer Nature","GPS Solutions","1080-5370","1080-5370","1521-1886","1080-5370","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s10950-023-10133-z",TRUE,"Springer Nature","Journal of Seismology","1383-4649","1383-4649","1573-157X","1383-4649","https://creativecommons.org/licenses/by-nc/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s00126-023-01173-z",TRUE,"Springer Nature","Mineralium Deposita","0026-4598","0026-4598","1432-1866","0026-4598","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s00190-023-01804-3",TRUE,"Springer Nature","Journal of Geodesy","0949-7714","0949-7714","1432-1394","0949-7714","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s10291-023-01499-1",TRUE,"Springer Nature","GPS Solutions","1080-5370","1080-5370","1521-1886","1080-5370","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s00190-023-01787-1",TRUE,"Springer Nature","Journal of Geodesy","0949-7714","0949-7714","1432-1394","0949-7714","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s00767-023-00551-8",TRUE,"Springer Nature","Grundwasser","1430-483X","1430-483X","1432-1165","1430-483X","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s00603-023-03418-9",TRUE,"Springer Nature","Rock Mechanics and Rock Engineering","0723-2632","0723-2632","1434-453X","0723-2632","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s11368-023-03679-5",TRUE,"Springer Nature","Journal of Soils and Sediments","1439-0108","1439-0108","1614-7480","1439-0108","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s11069-023-05814-4",TRUE,"Springer Nature","Natural Hazards","0921-030X","0921-030X","1573-0840","0921-030X","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"GFZ-Potsdam",2023,5208.61,"10.1007/s10291-022-01379-0",TRUE,"Springer Nature","GPS Solutions","1080-5370","1080-5370","1521-1886","1080-5370","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
