DOI,Institution,period,is_hybrid
10.1007/s10545-017-0053-3,University College London,2017,TRUE
10.1007/s11136-017-1599-0,University of York,2017,TRUE
10.1007/s10554-017-1173-4,Imperial College London,2017,TRUE
10.1007/s11340-017-0298-7,Robert Gordon University,2017,TRUE
10.1007/s11120-017-0386-7,University of Glasgow,2017,TRUE
10.1007/s00339-017-1064-5,University of Sheffield,2017,TRUE
10.1007/s00467-017-3679-3,King's College London,2017,TRUE
10.1007/s10853-017-1177-4,University of Aberdeen,2017,TRUE
10.1007/s11657-017-0343-2,University of Sheffield,2017,TRUE
10.1007/s11999-017-5384-8,University of Nottingham,2017,TRUE
10.1007/s10584-017-1980-6,Lancaster University,2017,TRUE
10.1007/s40879-017-0152-6,University of Liverpool,2017,TRUE
10.1007/s00392-017-1123-0,University of Birmingham,2017,TRUE
10.1007/s10198-017-0902-x,University of Sheffield,2017,TRUE
10.1007/s10988-017-9208-9,University College London,2017,TRUE
10.1007/s00221-017-4998-0,Liverpool John Moores University,2017,TRUE
10.1007/s11097-017-9511-5,University of Birmingham,2017,TRUE
10.1007/s00394-017-1469-0,Robert Gordon University,2017,TRUE
10.1007/s00220-017-2907-9,City University London,2017,TRUE
10.1007/s10151-017-1615-y,University of Oxford,2017,TRUE
10.1007/s10198-017-0898-2,University College London,2017,TRUE
10.1007/s10107-017-1163-2,King's College London,2017,TRUE
10.1007/s13304-017-0464-6,Imperial College London,2017,TRUE
10.1007/s11095-017-2169-4,King's College London,2017,TRUE
10.1007/s10608-017-9862-9,University of Liverpool,2017,TRUE
10.1007/s10732-017-9338-9,University of Warwick,2017,TRUE
10.1007/s12053-017-9529-0,University of Salford,2017,TRUE
10.1007/s11306-017-1214-y,University of Nottingham,2017,TRUE
10.1007/s00586-017-5155-y,Bournemouth University,2017,TRUE
10.1007/s10606-017-9276-y,University of Nottingham,2017,TRUE
10.1007/s00605-017-1063-9,University of Warwick,2017,TRUE
10.1007/s10732-017-9334-0,University of Stirling,2017,TRUE
10.1007/s00281-017-0630-4,University of Manchester,2017,TRUE
10.1007/s00294-017-0711-x,Bangor University,2017,TRUE
10.1007/s41745-017-0026-4,University of Bradford,2017,TRUE
10.1007/s10237-017-0921-7,Loughborough University,2017,TRUE
10.1007/s11010-017-3064-3,University of Huddersfield,2017,TRUE
10.1007/s10606-017-9277-x,Newcastle University,2017,TRUE
10.1007/s10729-017-9406-6,Cardiff University,2017,TRUE
10.1007/s00296-017-3751-0,University of West of England,2017,TRUE
10.1007/s11406-017-9854-8,Durham University,2017,TRUE
10.1007/s11229-017-1431-y,King's College London,2017,TRUE
10.1007/s11098-017-0925-2,University of Oxford,2017,TRUE
10.1007/s00265-017-2325-1,University of St Andrews,2017,TRUE
10.1007/s10531-017-1356-2,Imperial College London,2017,TRUE
10.1007/s00213-017-4643-4,University of Cambridge,2017,TRUE
10.1007/s00773-017-0457-7,University of Southampton,2017,TRUE
10.1007/s00262-017-2020-0,University of Nottingham,2017,TRUE
10.1007/s11249-017-0870-4,Imperial College London,2017,TRUE
10.1007/s10503-017-9432-z,University of York,2017,TRUE
10.1007/s00213-017-4639-0,University of Liverpool,2017,TRUE
10.1007/s11075-017-0335-8,Heriot-Watt University,2017,TRUE
10.1007/s10676-017-9425-5,University of Sheffield,2017,TRUE
10.1007/s10651-017-0376-0,University of St Andrews,2017,TRUE
10.1007/s11548-017-1614-5,University College London,2017,TRUE
10.1007/s00127-017-1396-7,University of Ulster,2017,TRUE
10.1007/s00415-017-8512-1,King's College London,2017,TRUE
10.1007/s10668-017-9967-z,University of Cambridge,2017,TRUE
10.1007/s00769-017-1271-y,University of Sussex,2017,TRUE
10.1007/s00415-017-8525-9,Newcastle University,2017,TRUE
10.1007/s10551-017-3589-0,University of Bristol,2017,TRUE
10.1007/s11695-017-2749-8,University of Oxford,2017,TRUE
10.1007/s10665-017-9904-z,University of Glasgow,2017,TRUE
10.1007/s11098-017-0923-4,University of St Andrews,2017,TRUE
10.1007/s11229-017-1442-8,University of Sussex,2017,TRUE
10.1007/s00221-017-4991-7,University of Birmingham,2017,TRUE
10.1007/s11060-017-2504-y,University of Leeds,2017,TRUE
10.1007/s10609-017-9314-y,"Queen Mary, University of London",2017,TRUE
10.1007/s10308-017-0481-6,University of Sheffield,2017,TRUE
10.1007/s12028-017-0404-9,University of Cambridge,2017,TRUE
10.1007/s12671-017-0740-z,University of Sussex,2017,TRUE
10.1007/s12192-017-0791-z,University of Oxford,2017,TRUE
10.1007/s40806-017-0105-9,University College London,2017,TRUE
10.1007/s10708-017-9778-7,University of Oxford,2017,TRUE
10.1007/s10344-017-1113-6,University of Oxford,2017,TRUE
10.1007/s00285-017-1132-7,University of York,2017,TRUE
10.1007/s11153-017-9632-3,University of Oxford,2017,TRUE
10.1007/s10895-017-2101-7,Imperial College London,2017,TRUE
10.1007/s00208-017-1550-2,King's College London,2017,TRUE
10.1007/s11098-017-0929-y,University of Oxford,2017,TRUE
10.1007/s10877-017-0030-2,City University London,2017,TRUE
10.3758/s13414-017-1340-7,University of Warwick,2017,TRUE
10.1007/s00780-017-0332-8,London School of Economics and Political Science,2017,TRUE
10.1007/s00209-017-1909-9,Durham University,2017,TRUE
10.1007/s11098-017-0932-3,University of St Andrews,2017,TRUE
10.1007/s11406-017-9819-y,Nottingham Trent University,2017,TRUE
10.1007/s10479-017-2528-x,Loughborough University,2017,TRUE
10.1007/s00445-017-1129-5,University of Cambridge,2017,TRUE
10.1007/s13347-017-0263-5,University of Oxford,2017,TRUE
10.1007/s11894-017-0570-0,"Queen Mary, University of London",2017,TRUE
10.1007/s13218-017-0495-7,Bangor University,2017,TRUE
10.1007/s10522-017-9710-z,University of Surrey,2017,TRUE
10.1007/s12678-017-0381-y,Lancaster University,2017,TRUE
10.1007/s10602-017-9241-2,University of Ulster,2017,TRUE
10.1007/s10534-017-0019-9,King's College London,2017,TRUE
10.1007/s10493-017-0137-7,University of Oxford,2017,TRUE
10.3758/s13428-017-0902-x,Nottingham Trent University,2017,TRUE
10.1007/s10562-017-2080-y,University College London,2017,TRUE
10.1007/s11229-017-1422-z,University of Edinburgh,2017,TRUE
10.1007/s11098-017-0918-1,University of Cambridge,2017,TRUE
10.1007/s10404-017-1935-2,University of Southampton,2017,TRUE
10.1007/s00267-017-0890-8,University of Leeds,2017,TRUE
10.1007/s12671-017-0733-y,University of Sheffield,2017,TRUE
10.1007/s11920-017-0791-9,King's College London,2017,TRUE
10.1007/s00381-017-3423-0,Cardiff University,2017,TRUE
