"DOI","Institution","period","is_hybrid"
"10.1007/s11098-017-0962-x","University of Oxford",2017,TRUE
"10.1007/s11292-017-9301-7","University College London",2017,TRUE
"10.1007/s11120-017-0443-2","University of Glasgow",2017,TRUE
"10.1007/s10734-017-0186-1","University of Sheffield",2017,TRUE
"10.1007/s11562-017-0404-8","University of Cambridge",2017,TRUE
"10.1007/s12134-017-0527-z","University of Strathclyde",2017,TRUE
"10.1007/s10334-017-0649-5","University of Oxford",2017,TRUE
"10.1007/s10336-017-1497-9","Nottingham Trent University",2017,TRUE
"10.1007/s00382-017-3904-6","University of Reading",2017,TRUE
"10.1007/s00427-017-0594-3","University of Bath",2017,TRUE
"10.1007/s00285-017-1177-7","Imperial College London",2017,TRUE
"10.1007/s00227-017-3232-8","Durham University",2017,TRUE
"10.1007/s00114-017-1502-4","Royal Botanic Gardens",2017,TRUE
"10.1007/s00125-017-4396-y","University of Bristol",2017,TRUE
"10.1007/s00192-017-3476-3","University of Sheffield",2017,TRUE
"10.1007/s00521-017-3092-7","Northumbria University",2017,TRUE
"10.1007/s10844-017-0487-y","University of Glasgow",2017,TRUE
"10.1007/s00335-017-9718-3","University of Edinburgh",2017,TRUE
"10.1007/s11661-017-4333-1","University of Sheffield",2017,TRUE
"10.1007/s11469-017-9808-1","Nottingham Trent University",2017,TRUE
"10.1007/s10961-017-9622-8","Kingston University",2017,TRUE
"10.1007/s10909-017-1810-2","Imperial College London",2017,TRUE
"10.1007/s11244-017-0854-5","University College London",2017,TRUE
"10.1007/s12311-017-0881-6","Bangor University",2017,TRUE
"10.1007/s10745-017-9931-4","University of Stirling",2017,TRUE
"10.1007/s11187-017-9916-0","University of Manchester",2017,TRUE
"10.1007/s10961-017-9619-3","University of Manchester",2017,TRUE
"10.1007/s10092-017-0238-z","University of Oxford",2017,TRUE
"10.1007/s00601-017-1318-y","University of Surrey",2017,TRUE
"10.1245/s10434-017-6088-8","Imperial College London",2017,TRUE
"10.1007/s00018-017-2654-2","University of Exeter",2017,TRUE
"10.1007/s00024-017-1620-0","Imperial College London",2017,TRUE
"10.1007/s10750-017-3364-3","University of Glasgow",2017,TRUE
"10.1007/s11023-017-9445-2","University of Oxford",2017,TRUE
"10.1007/s11673-017-9806-9","University of Edinburgh",2017,TRUE
"10.1007/s10991-017-9205-7","Liverpool John Moores University",2017,TRUE
"10.1007/s11023-017-9446-1","University of Oxford",2017,TRUE
"10.1007/s11207-017-1161-9","University of Glasgow",2017,TRUE
"10.1007/s10978-017-9211-x","University of Manchester",2017,TRUE
"10.1007/s10967-017-5459-8","University of Glasgow",2017,TRUE
"10.1007/s11258-017-0767-1","University of Cambridge",2017,TRUE
"10.1007/s12080-017-0346-z","University of Oxford",2017,TRUE
"10.1007/s12104-017-9778-z","University of Leicester",2017,TRUE
"10.1007/s10539-017-9583-1","University of Bristol",2017,TRUE
"10.1007/s10805-017-9292-z","Birmingham City University",2017,TRUE
"10.1007/s10992-017-9449-7","University of Leeds",2017,TRUE
"10.1007/s10583-017-9333-7","University of Glasgow",2017,TRUE
"10.1007/s00221-017-5087-0","Bangor University",2017,TRUE
"10.1007/s00153-017-0584-1","University of Leeds",2017,TRUE
"10.1007/s12526-017-0786-0","Natural History Museum",2017,TRUE
"10.1007/s00359-017-1211-7","University of Cambridge",2017,TRUE
"10.1007/s00265-017-2371-8","University of Liverpool",2017,TRUE
"10.1007/s00208-017-1592-5","University of Cambridge",2017,TRUE
"10.1007/s12027-017-0477-0","University of Leicester",2017,TRUE
"10.1007/s00109-017-1592-7","University of Oxford",2017,TRUE
"10.1007/s00467-017-3772-7","University College London",2017,TRUE
"10.1007/s00429-017-1505-0","University of Edinburgh",2017,TRUE
"10.1007/s11701-017-0752-7","University of Portsmouth",2017,TRUE
"10.1007/s11910-017-0783-5","Imperial College London",2017,TRUE
"10.1007/s10963-017-9109-4","Durham University",2017,TRUE
"10.1007/s11469-017-9809-0","Nottingham Trent University",2017,TRUE
"10.1007/s11079-017-9461-0","London School of Economics and Political Science",2017,TRUE
"10.1007/s11886-017-0916-0","University of Warwick",2017,TRUE
"10.1007/s11469-017-9812-5","Nottingham Trent University",2017,TRUE
"10.1007/s10021-017-0180-6","University of Edinburgh",2017,TRUE
"10.1007/s40300-017-0121-3","Brunel University",2017,TRUE
"10.1007/s12567-017-0172-6","University of Strathclyde",2017,TRUE
"10.1007/s13278-017-0451-4","University of Sheffield",2017,TRUE
"10.1007/s40618-017-0751-6","Imperial College London",2017,TRUE
"10.1007/s11325-017-1563-9","University of Edinburgh",2017,TRUE
"10.1007/s00018-017-2655-1","King's College London",2017,TRUE
"10.1007/s00013-017-1100-x","University of Aberdeen",2017,TRUE
"10.1007/s41465-017-0038-z","Newcastle University",2017,TRUE
"10.1007/s10665-017-9936-4","University of Leeds",2017,TRUE
"10.1007/s11005-017-0984-5","University of Edinburgh",2017,TRUE
"10.1007/s11005-017-1002-7","Imperial College London",2017,TRUE
"10.1007/s11192-017-2519-3","University of Bath",2017,TRUE
"10.1007/s10654-017-0309-0","University College London",2017,TRUE
"10.1617/s11527-017-1090-y","University of Sheffield",2017,TRUE
"10.1007/s10665-017-9933-7","University of Manchester",2017,TRUE
"10.1007/s10612-017-9372-9","University of Kent",2017,TRUE
"10.1007/s11049-017-9380-1","University of Manchester",2017,TRUE
"10.1007/s11071-017-3779-4","Imperial College London",2017,TRUE
"10.1007/s00392-017-1162-6","University of Hull",2017,TRUE
"10.1007/s40430-017-0915-5","Heriot-Watt University",2017,TRUE
"10.1007/s00780-017-0341-7","University of Oxford",2017,TRUE
"10.1007/s11356-017-0064-5","University of York",2017,TRUE
"10.1007/s00221-017-5094-1","University of Liverpool",2017,TRUE
"10.1007/s00436-017-5624-6","University of East Anglia",2017,TRUE
"10.1007/s00415-017-8620-y","Newcastle University",2017,TRUE
"10.1007/s00138-017-0870-2","University of Bradford",2017,TRUE
"10.1007/s10111-017-0441-3","University of Nottingham",2017,TRUE
"10.1007/s00163-017-0267-2","Brunel University",2017,TRUE
"10.1007/s00170-017-1021-7","University of Strathclyde",2017,TRUE
"10.1007/s10803-017-3295-x","King's College London",2017,TRUE
"10.1007/s10694-017-0675-x","University of Edinburgh",2017,TRUE
"10.1007/s00224-017-9810-9","University of Glasgow",2017,TRUE
"10.1007/s00270-017-1792-0","University of Leeds",2017,TRUE
"10.1007/s11469-017-9813-4","Liverpool John Moores University",2017,TRUE
"10.1007/s11154-017-9430-3","Queen Mary, University of London",2017,TRUE
"10.1007/s11340-017-0329-4","University of Southampton",2017,TRUE
"10.1007/s12024-017-9911-4","University of Leicester",2017,TRUE
"10.1007/s11249-017-0915-8","Imperial College London",2017,TRUE
"10.1007/s00453-017-0369-2","University of Sheffield",2017,TRUE
"10.1007/s11661-017-4310-8","University of Birmingham",2017,TRUE
"10.1007/s13272-017-0259-y","University of Glasgow",2017,TRUE
"10.1007/s11136-017-1703-5","University of Southampton",2017,TRUE
"10.1007/s00268-017-4220-3","University of Dundee",2017,TRUE
"10.1007/s10493-017-0174-2","University of Oxford",2017,TRUE
"10.1007/s00247-017-3891-0","University of Bristol",2017,TRUE
"10.1007/s00247-017-3910-1","University of Bristol",2017,TRUE
"10.1007/s11005-017-1000-9","Imperial College London",2017,TRUE
"10.1007/s11135-017-0574-8","Keele University",2017,TRUE
"10.1007/s11572-017-9440-y","London School of Economics and Political Science",2017,TRUE
"10.1007/s11098-017-0986-2","University of Birmingham",2017,TRUE
"10.1007/s11012-017-0754-6","University of Leeds",2017,TRUE
"10.1007/s10811-017-1270-8","University of Cambridge",2017,TRUE
"10.1007/s10506-017-9214-9","University of Bath",2017,TRUE
"10.1007/s10609-017-9329-4","Queen Mary, University of London",2017,TRUE
"10.1007/s10506-017-9209-6","University of Glasgow",2017,TRUE
"10.1007/s10008-017-3723-z","University of Oxford",2017,TRUE
"10.1007/s13563-017-0118-7","University of Dundee",2017,TRUE
"10.1007/s12520-017-0539-9","Cardiff University",2017,TRUE
"10.1007/s12517-017-3183-x","University of Bristol",2017,TRUE
"10.1007/s11745-017-4292-8","Bournemouth University",2017,TRUE
"10.1007/s00281-017-0642-0","King's College London",2017,TRUE
"10.1007/s12652-017-0550-0","University of Southampton",2017,TRUE
"10.1007/s00125-017-4424-y","University of Lincoln",2017,TRUE
"10.1007/s12225-017-9711-8","Royal Botanic Gardens",2017,TRUE
"10.1007/s00170-017-1040-4","University of Sheffield",2017,TRUE
"10.1007/s10103-017-2310-y","University of Wales Trinity St David",2017,TRUE
"10.1007/s10103-017-2317-4","University of Wales Trinity St David",2017,TRUE
"10.1007/s10879-017-9367-6","University of Southampton",2017,TRUE
"10.1007/s12031-017-0967-0","Lancaster University",2017,TRUE
"10.1007/s12144-017-9687-4","University of Ulster",2017,TRUE
"10.3758/s13414-017-1380-z","City University London",2017,TRUE
"10.1007/s12117-017-9320-9","City University London",2017,TRUE
"10.1007/s11666-017-0639-1","University of Nottingham",2017,TRUE
"10.1007/s10508-017-1026-1","University of Bristol",2017,TRUE
"10.1007/s10943-017-0481-2","University of York",2017,TRUE
"10.1007/s10916-017-0811-7","Heriot-Watt University",2017,TRUE
"10.3758/s13428-017-0942-2","University of Warwick",2017,TRUE
"10.1007/s10915-017-0565-x","University of Dundee",2017,TRUE
"10.1007/s11239-017-1548-3","Imperial College London",2017,TRUE
"10.1007/s00705-017-3552-5","University of Cambridge",2017,TRUE
"10.1007/s00701-017-3314-x","University College London",2017,TRUE
"10.1007/s10164-017-0525-9","Nottingham Trent University",2017,TRUE
"10.1007/s40804-017-0087-x","University of Cambridge",2017,TRUE
"10.1007/s40279-017-0784-1","Northumbria University",2017,TRUE
"10.1007/s40520-017-0823-7","University of Birmingham",2017,TRUE
"10.1007/s10596-017-9669-5","Swansea University",2017,TRUE
"10.1007/s10798-017-9425-0","Liverpool John Moores University",2017,TRUE
"10.1007/s10518-017-0233-4","University of Liverpool",2017,TRUE
"10.1007/s10649-017-9788-x","University of Nottingham",2017,TRUE
"10.1007/s10452-017-9638-z","Swansea University",2017,TRUE
"10.1007/s11144-017-1282-z","Newcastle University",2017,TRUE
"10.1007/s11125-017-9403-z","Goldsmiths, University of London",2017,TRUE
"10.1007/s11229-017-1549-y","University of Glasgow",2017,TRUE
"10.1007/s10522-017-9729-1","University of Exeter",2017,TRUE
"10.1007/s10485-017-9502-2","University of Leicester",2017,TRUE
"10.1007/s10670-017-9938-7","London School of Economics and Political Science",2017,TRUE
"10.1007/s10611-017-9709-z","University of Nottingham",2017,TRUE
"10.1007/s10665-017-9938-2","Imperial College London",2017,TRUE
"10.1007/s10670-017-9936-9","University of Edinburgh",2017,TRUE
"10.1007/s40869-017-0044-5","Nottingham Trent University",2017,TRUE
"10.1007/s11517-017-1714-y","University of Sheffield",2017,TRUE
"10.1007/s00787-017-1043-6","University College London",2017,TRUE
"10.1007/s00125-017-4420-2","University of Cambridge",2017,TRUE
"10.1007/s00526-017-1233-6","Brunel University",2017,TRUE
"10.1007/s10113-017-1218-1","University of Edinburgh",2017,TRUE
"10.1007/s00161-017-0592-8","University of West of England",2017,TRUE
"10.1007/s00431-017-3015-8","University of West of England",2017,TRUE
"10.1007/s00382-017-3882-8","University of Reading",2017,TRUE
"10.1007/s00415-017-8608-7","Cardiff University",2017,TRUE
"10.1007/s12687-017-0336-2","University College London",2017,TRUE
"10.1007/s10237-017-0958-7","Imperial College London",2017,TRUE
"10.1007/s12225-017-9715-4","Royal Botanic Gardens",2017,TRUE
"10.1007/s12225-017-9717-2","University of Oxford",2017,TRUE
"10.3758/s13415-017-0535-7","King's College London",2017,TRUE
"10.1007/s11227-017-2132-5","Sheffield Hallam University",2017,TRUE
"10.3758/s13414-017-1417-3","University of Bristol",2017,TRUE
"10.1007/s10853-017-1627-z","University of Strathclyde",2017,TRUE
"10.1007/s11934-017-0735-2","University College London",2017,TRUE
"10.1007/s11661-017-4306-4","Loughborough University",2017,TRUE
"10.1007/s12671-017-0813-z","University of Glasgow",2017,TRUE
"10.1007/s12024-017-9917-y","University of Dundee",2017,TRUE
"10.1007/s40489-017-0114-4","University of Oxford",2017,TRUE
"10.1007/s11222-017-9771-5","University of Oxford",2017,TRUE
"10.1007/s10557-017-6754-x","University of Glasgow",2017,TRUE
"10.1007/s10803-017-3299-6","City University London",2017,TRUE
"10.1007/s11920-017-0837-z","Newcastle University",2017,TRUE
"10.1007/s10963-017-9108-5","University of Edinburgh",2017,TRUE
"10.1007/s10683-017-9541-4","Durham University",2017,TRUE
