"DOI","Institution","period","is_hybrid"
"10.1007/s00027-019-0656-x","Loughborough University",2019,TRUE
"10.1007/s00029-019-0497-4","University of Edinburgh",2019,TRUE
"10.1617/s11527-019-1376-3","University of Nottingham",2019,TRUE
"10.1007/s00006-019-0985-9","University of Cambridge",2019,TRUE
"10.1007/s00114-019-1641-x","Royal Holloway University of London",2019,TRUE
"10.1617/s11527-019-1379-0","University of the West of England",2019,TRUE
"10.1007/s00125-019-4949-3","University College London (UCL)",2019,TRUE
"10.1007/s11886-019-1181-1","King's College London",2019,TRUE
"10.1007/s10714-019-2567-5","Queen Mary University of London",2019,TRUE
"10.1007/s00410-019-1599-x","University of Glasgow",2019,TRUE
"10.1007/s12665-019-8440-8","University of Lancaster",2019,TRUE
"10.1007/s12283-019-0308-3","University of Ulster",2019,TRUE
"10.1007/s10714-019-2566-6","University of Southampton",2019,TRUE
"10.1007/s00125-019-4948-4","University of Oxford",2019,TRUE
"10.1007/s40656-019-0268-8","University of Manchester",2019,TRUE
"10.1007/s10404-019-2269-z","University of Birmingham",2019,TRUE
"10.1007/s10035-019-0924-4","University of Surrey",2019,TRUE
"10.1007/s11032-019-1021-4","University of York",2019,TRUE
"10.1007/s10803-019-04133-7","University of Bath",2019,TRUE
"10.1007/s11098-019-01324-x","University of Oxford",2019,TRUE
"10.1007/s10803-019-04118-6","University of Kent",2019,TRUE
"10.1007/s11590-019-01453-6","University of Stirling",2019,TRUE
"10.1007/s00780-019-00400-8","University of Liverpool",2019,TRUE
"10.1007/s11222-019-09884-y","University of Warwick",2019,TRUE
"10.1007/s11096-019-00880-w","University of Manchester",2019,TRUE
"10.1007/s10608-019-10034-x","King's College London",2019,TRUE
"10.1007/s10728-019-00381-x","King's College London",2019,TRUE
"10.1007/s11469-019-00109-x","Nottingham Trent University",2019,TRUE
"10.1007/s00247-019-04463-9","University College London (UCL)",2019,TRUE
"10.1007/s11053-019-09523-3","Robert Gordon University",2019,TRUE
"10.1007/s00205-019-01425-1","Imperial College London",2019,TRUE
"10.1007/s40879-019-00357-0","University of Edinburgh",2019,TRUE
"10.1007/s40471-019-00211-7","University of Oxford",2019,TRUE
"10.1007/s00158-019-02352-1","University of Bradford",2019,TRUE
"10.1007/s12119-019-09633-3","King's College London",2019,TRUE
"10.1007/s10096-019-03649-1","Queen's University of Belfast",2019,TRUE
"10.1007/s11837-019-03624-3","Brunel University",2019,TRUE
"10.1007/s00209-019-02354-1","University of Manchester",2019,TRUE
"10.1007/s00213-019-05318-9","University of Sussex",2019,TRUE
"10.1007/s11005-019-01195-7","University of Nottingham",2019,TRUE
"10.1007/s11625-019-00716-6","Aberystwyth University",2019,TRUE
"10.1007/s00247-019-04472-8","University College London (UCL)",2019,TRUE
"10.1007/s40670-019-00767-5","University of Southampton",2019,TRUE
"10.1007/s00127-019-01743-5","London School of Economics and Political Science",2019,TRUE
"10.1007/s11571-019-09548-7","Goldsmiths College",2019,TRUE
"10.1007/s10994-019-05830-1","University College London (UCL)",2019,TRUE
"10.1007/s10728-019-00380-y","University of Bristol",2019,TRUE
"10.1007/s00223-019-00584-3","University of East Anglia",2019,TRUE
"10.1007/s00441-019-03067-x","University of Nottingham",2019,TRUE
"10.1007/s10961-019-09746-9","Northumbria University",2019,TRUE
"10.1007/s13361-019-02283-7","University of Warwick",2019,TRUE
"10.1007/s00199-019-01218-3","University of Surrey",2019,TRUE
"10.1007/s00702-019-02048-2","King's College London",2019,TRUE
"10.1007/s10694-019-00889-7","Imperial College London",2019,TRUE
"10.1007/s10924-019-01534-8","University of Warwick",2019,TRUE
"10.1007/s11356-019-06003-2","University of Exeter",2019,TRUE
"10.1007/s10652-019-09694-w","Loughborough University",2019,TRUE
"10.1007/s10854-019-01759-2","Sheffield Hallam University",2019,TRUE
"10.1007/s11229-019-02313-7","University of Warwick",2019,TRUE
"10.1007/s00269-019-01047-9","Natural History Museum",2019,TRUE
"10.1007/s10552-019-01202-1","University of Exeter",2019,TRUE
"10.1007/s00394-019-02041-1","Newcastle University",2019,TRUE
"10.1007/s10111-019-00582-3","Kingston University",2019,TRUE
"10.1007/s11229-019-02311-9","London School of Economics and Political Science",2019,TRUE
"10.1007/s10974-019-09538-6","King's College London",2019,TRUE
"10.1007/s11419-019-00491-0","King's College London",2019,TRUE
"10.1007/s10974-019-09537-7","University of Bristol",2019,TRUE
"10.1007/s10237-019-01194-6","Loughborough University",2019,TRUE
"10.1007/s10826-019-01496-4","University of Manchester",2019,TRUE
"10.1007/s11273-019-09680-5","University of Cambridge",2019,TRUE
"10.1007/s10741-019-09829-7","University of Glasgow",2019,TRUE
"10.1007/s10198-019-01088-5","University of York",2019,TRUE
"10.1007/s12525-019-00355-w","Loughborough University",2019,TRUE
"10.1007/s10479-019-03305-z","University of Leicester",2019,TRUE
"10.1007/s11229-019-02312-8","University of Durham",2019,TRUE
"10.1007/s10071-019-01296-9","University of Portsmouth",2019,TRUE
"10.1007/s11263-019-01197-x","University of York",2019,TRUE
"10.1007/s10071-019-01297-8","University of Sussex",2019,TRUE
"10.1007/s00253-019-10015-w","University of Nottingham",2019,TRUE
"10.1007/s40200-019-00424-z","University of Reading",2019,TRUE
"10.1007/s10021-019-00424-3","University of Oxford",2019,TRUE
"10.1007/s11837-019-03696-1","University of Oxford",2019,TRUE
"10.1007/s40519-019-00755-z","London South Bank University",2019,TRUE
"10.1007/s11406-019-00102-7","University of Cambridge",2019,TRUE
"10.1007/s11229-019-02308-4","University of Leeds",2019,TRUE
"10.1007/s11276-019-02076-6","Nottingham Trent University",2019,TRUE
"10.1007/s00209-019-02342-5","Imperial College London",2019,TRUE
"10.1007/s11409-019-09196-6","University of Cambridge",2019,TRUE
"10.1007/s40725-019-00094-3","Swansea University",2019,TRUE
"10.1007/s00245-019-09594-x","Imperial College London",2019,TRUE
"10.1007/s40300-019-00156-3","University of Kent",2019,TRUE
"10.1007/s00415-019-09463-1","University of Cambridge",2019,TRUE
"10.1007/s00426-019-01225-y","Aston University",2019,TRUE
"10.1007/s13272-019-00409-x","Cranfield University",2019,TRUE
"10.1007/s00332-019-09565-0","Imperial College London",2019,TRUE
"10.1007/s12571-019-00949-4","University of Greenwich",2019,TRUE
"10.1007/s00332-019-09562-3","University of Exeter",2019,TRUE
"10.1007/s00220-019-03513-5","University of Leeds",2019,TRUE
"10.1007/s00199-019-01219-2","University of Surrey",2019,TRUE
"10.1007/s10488-019-00958-7","University of York",2019,TRUE
"10.1007/s11151-019-09719-0","University of East Anglia",2019,TRUE
"10.1007/s40200-019-00425-y","Sheffield Hallam University",2019,TRUE
"10.1007/s40865-019-00121-8","University of Glasgow",2019,TRUE
"10.1007/s00382-019-04910-1","University of Reading",2019,TRUE
"10.1007/s40806-019-00207-y","University of Bath",2019,TRUE
"10.1007/s00521-019-04332-4","University of Lincoln",2019,TRUE
"10.1007/s00165-019-00487-y","University of Oxford",2019,TRUE
"10.1007/s00453-019-00606-4","University of Oxford",2019,TRUE
"10.1007/s00205-019-01420-6","Heriot-Watt University",2019,TRUE
"10.1007/s11469-019-00110-4","Nottingham Trent University",2019,TRUE
"10.1007/s00590-019-02502-7","University of Oxford",2019,TRUE
"10.1007/s12231-019-09464-1","Royal Botanic Gardens",2019,TRUE
"10.1007/s10113-019-01537-0","University of Edinburgh",2019,TRUE
"10.1007/s11096-019-00883-7","Leeds Beckett University",2019,TRUE
"10.1007/s00520-019-04967-y","University of Warwick",2019,TRUE
"10.1007/s00023-019-00829-9","University of Cambridge",2019,TRUE
"10.1007/s40556-019-00210-0","St. George's University of London",2019,TRUE
"10.1007/s00220-019-03525-1","King's College London",2019,TRUE
"10.1007/s10439-019-02322-0","University of Strathclyde",2019,TRUE
"10.1007/s10072-019-04024-w","Royal Holloway University of London",2019,TRUE
"10.1007/s12110-019-09350-8","University of St. Andrews",2019,TRUE
"10.1007/s10151-019-02051-5","Queen Mary University of London",2019,TRUE
"10.1007/s11136-019-02244-3","Kingston University",2019,TRUE
"10.1007/s11064-019-02832-2","University of Manchester",2019,TRUE
"10.1007/s11071-019-05114-2","University of Strathclyde",2019,TRUE
"10.1007/s41982-019-00034-4","Royal Holloway University of London",2019,TRUE
"10.1007/s10858-019-00265-1","University College London (UCL)",2019,TRUE
"10.1007/s00127-019-01744-4","University of York",2019,TRUE
"10.1007/s40675-019-00148-9","University of Glasgow",2019,TRUE
"10.1007/s10899-019-09876-7","University of Lincoln",2019,TRUE
"10.1007/s00203-019-01695-z","Northumbria University",2019,TRUE
"10.1007/s11119-019-09676-4","University of Manchester",2019,TRUE
"10.1007/s00223-019-00581-6","Newcastle University",2019,TRUE
"10.1007/s10603-019-09422-3","University of Leeds",2019,TRUE
"10.1007/s11069-019-03677-2","Newcastle University",2019,TRUE
"10.1007/s00222-019-00898-x","Imperial College London",2019,TRUE
"10.1007/s10479-019-03338-4","City, University of London",2019,TRUE
"10.1007/s00345-019-02878-5","University of Southampton",2019,TRUE
"10.1007/s12571-019-00944-9","Scottish Agricultural College (SRUC)",2019,TRUE
"10.1007/s00222-019-00905-1","University of Cambridge",2019,TRUE
"10.1007/s00199-019-01220-9","Newcastle University",2019,TRUE
"10.1007/s00220-019-03529-x","University of Cambridge",2019,TRUE
"10.1007/s40870-019-00213-y","Cranfield University",2019,TRUE
"10.1007/s00355-019-01206-5","University of Portsmouth",2019,TRUE
"10.1007/s10653-019-00367-7","University of Exeter",2019,TRUE
"10.1007/s10806-019-09789-w","University of Edinburgh",2019,TRUE
"10.1007/s10902-019-00146-2","University of Durham",2019,TRUE
"10.1007/s11135-019-00914-5","University of Keele",2019,TRUE
"10.1007/s40435-019-00562-5","University of Bristol",2019,TRUE
"10.1007/s10071-019-01290-1","University of Bristol",2019,TRUE
"10.1007/s00213-019-05325-w","University of Cambridge",2019,TRUE
"10.1007/s10409-019-00886-7","University of Southampton",2019,TRUE
"10.1007/s11625-019-00715-7","University of York",2019,TRUE
"10.1007/s00221-019-05602-2","University of Reading",2019,TRUE
"10.1007/s00247-019-04471-9","University College London (UCL)",2019,TRUE
"10.1007/s11747-019-00673-7","King's College London",2019,TRUE
"10.1007/s00228-019-02721-1","University of Bristol",2019,TRUE
"10.1007/s10109-019-00307-0","University of Cambridge",2019,TRUE
"10.1007/s10806-019-09795-y","University of Birmingham",2019,TRUE
"10.1007/s00205-019-01430-4","Imperial College London",2019,TRUE
"10.1007/s00167-019-05631-y","Newcastle University",2019,TRUE
"10.1007/s10531-019-01824-6","University of Exeter",2019,TRUE
"10.1007/s00521-019-04359-7","University of Ulster",2019,TRUE
