"DOI","Institution","period","is_hybrid"
"10.1007/s41347-018-0083-1","City, University of London",2019,TRUE
"10.1007/s12144-018-0111-5","University of Bedfordshire",2019,TRUE
"10.1007/s10826-018-01308-1","University of Bath",2019,TRUE
"10.1007/s42438-018-0030-7","University of Lancaster",2019,TRUE
"10.1007/s10555-018-09778-x","University of Oxford",2019,TRUE
"10.1007/s13164-018-0430-3","University of Oxford",2019,TRUE
"10.1007/s10649-018-9873-9","University of Oxford",2019,TRUE
"10.1007/s10557-018-06846-w","University College London (UCL)",2019,TRUE
"10.1007/s10309-018-0244-4","University College London (UCL)",2019,TRUE
"10.1007/s11186-018-09337-x","University of Manchester",2019,TRUE
"10.1007/s40593-018-00172-w","University of Manchester",2019,TRUE
"10.1007/s10963-018-09128-3","University College London (UCL)",2019,TRUE
"10.1007/s10995-018-2679-7","University of Manchester",2019,TRUE
"10.1007/s10887-018-09161-z","University of Cambridge",2019,TRUE
"10.1007/s11661-018-05102-y","University of Manchester",2019,TRUE
"10.1007/s10624-018-9539-0","University of Sussex",2019,TRUE
"10.1007/s11695-018-03685-4","University of Aberdeen",2019,TRUE
"10.1007/s10853-019-03319-9","University of Sheffield",2019,TRUE
"10.1007/s11135-018-00832-y","London School of Economics and Political Science",2019,TRUE
"10.1007/s00208-018-01799-9","University of Birmingham",2019,TRUE
"10.1007/s00013-018-01295-1","University College London (UCL)",2019,TRUE
"10.1007/s40318-019-00142-x","University of East Anglia",2019,TRUE
"10.1007/s10677-019-09973-x","University of Southampton",2019,TRUE
"10.1007/s10826-018-01319-y","University of Cambridge",2019,TRUE
"10.1007/s12104-019-09871-4","King's College London",2019,TRUE
"10.1007/s00415-019-09186-3","Newcastle University",2019,TRUE
"10.1007/s10803-018-03878-x","Royal Holloway University of London",2019,TRUE
"10.1007/s12529-018-09766-z","Royal Holloway University of London",2019,TRUE
"10.1007/s11121-019-0981-2","Queen's University of Belfast",2019,TRUE
"10.1007/s12671-019-1093-6","Bangor University",2019,TRUE
"10.1007/s41982-018-0019-5","Queen Mary University of London",2019,TRUE
"10.1007/s10802-018-00510-5","University of Warwick",2019,TRUE
"10.1007/s11156-018-00787-z","University of Warwick",2019,TRUE
"10.1007/s11119-018-09633-7","Scottish Agricultural College (SRUC)",2019,TRUE
"10.1007/s00421-019-04071-3","University of Exeter",2019,TRUE
"10.1007/s00020-018-2500-4","University College London (UCL)",2019,TRUE
"10.1007/s10896-018-0028-7","University of Stirling",2019,TRUE
"10.1007/s11940-019-0541-x","University College London (UCL)",2019,TRUE
"10.1007/s00264-019-04286-1","University of Bath",2019,TRUE
"10.1007/s10334-019-00735-5","Imperial College London",2019,TRUE
"10.1007/s00138-019-01007-x","Bangor University",2019,TRUE
"10.1007/s11912-019-0765-7","Queen's University of Belfast",2019,TRUE
"10.1007/s40496-019-0203-9","University of Glasgow",2019,TRUE
"10.1007/s10654-019-00481-x","University College London (UCL)",2019,TRUE
"10.1007/s10865-019-00010-x","King's College London",2019,TRUE
"10.1007/s11213-018-9476-5","Heriot-Watt University",2019,TRUE
"10.1007/s11661-018-5098-x","University of Oxford",2019,TRUE
"10.1007/s10522-019-09796-4","University of Oxford",2019,TRUE
"10.1007/s12671-018-1087-9","University of Oxford",2019,TRUE
"10.1007/s00283-018-09871-7","Nottingham Trent University",2019,TRUE
"10.1007/s10514-019-09829-4","University of Bristol",2019,TRUE
"10.1007/s11657-019-0558-5","University of Bristol",2019,TRUE
"10.1007/s11469-019-0055-5","Nottingham Trent University",2019,TRUE
"10.1007/s11469-019-0054-6","Nottingham Trent University",2019,TRUE
"10.1007/s12105-019-01000-w","University of Sheffield",2019,TRUE
"10.1007/s13346-019-00617-2","Queen's University of Belfast",2019,TRUE
"10.1007/s13127-019-00390-7","University of Exeter",2019,TRUE
"10.1007/s40136-019-00231-3","University of Nottingham",2019,TRUE
"10.1007/s40926-019-00107-y","University of Nottingham",2019,TRUE
"10.1007/s10660-018-09328-1","King's College London",2019,TRUE
"10.1007/s00405-019-05279-x","King's College London",2019,TRUE
"10.1007/s11548-019-01913-5","King's College London",2019,TRUE
"10.1007/s10652-019-09659-z","University of Cambridge",2019,TRUE
"10.1007/s11085-019-09891-4","University of Birmingham",2019,TRUE
"10.1007/s11666-019-00826-8","Queen's University of Belfast",2019,TRUE
"10.1007/s11245-019-09633-w","London School of Economics and Political Science",2019,TRUE
"10.1007/s10353-019-0569-x","University of Dundee",2019,TRUE
"10.1007/s10479-018-03130-w","Loughborough University",2019,TRUE
"10.1007/s11229-019-02081-4","University of East Anglia",2019,TRUE
"10.1007/s00122-019-03278-4","University of Dundee",2019,TRUE
"10.1007/s12671-019-1095-4","Northumbria University",2019,TRUE
"10.3758/s13428-018-01193-y","University of Nottingham",2019,TRUE
"10.1007/s00402-019-03111-z","University of Leicester",2019,TRUE
"10.1007/s11664-019-06941-0","University of Warwick",2019,TRUE
"10.1007/s10557-019-06853-5","Imperial College London",2019,TRUE
"10.1007/s11517-019-01950-x","Imperial College London",2019,TRUE
"10.1007/s10661-019-7221-x","University of Portsmouth",2019,TRUE
"10.1007/s40520-019-01124-7","Newcastle University",2019,TRUE
"10.1007/s10919-019-00295-1","University of Bristol",2019,TRUE
"10.1007/s00348-019-2678-5","University of Southampton",2019,TRUE
"10.1007/s11136-019-02104-0","University of Southampton",2019,TRUE
"10.1007/s10584-019-02376-y","University College London (UCL)",2019,TRUE
"10.1007/s11229-019-02091-2","University College London (UCL)",2019,TRUE
"10.1007/s12410-019-9481-9","King's College London",2019,TRUE
"10.1007/s10896-019-00037-3","King's College London",2019,TRUE
"10.1007/s10479-019-03134-0","Brunel University",2019,TRUE
"10.1007/s11042-019-7164-9","London South Bank University",2019,TRUE
"10.1007/s11196-018-09601-4","University of Reading",2019,TRUE
"10.1007/s42399-019-0041-z","Loughborough University",2019,TRUE
"10.1007/s10460-019-09913-6","Cardiff University",2019,TRUE
"10.1007/s00436-019-06204-1","University of Bristol",2019,TRUE
"10.1007/s00454-019-00057-2","University of Cambridge",2019,TRUE
"10.1007/s11403-019-00236-7","University College London (UCL)",2019,TRUE
"10.1007/s11060-019-03104-3","University of Liverpool",2019,TRUE
"10.1007/s12144-019-0141-7","Newcastle University",2019,TRUE
"10.1007/s10955-019-02222-6","University of Oxford",2019,TRUE
"10.1007/s11666-019-00830-y","University of Nottingham",2019,TRUE
"10.1007/s00421-019-04076-y","University of Exeter",2019,TRUE
"10.1007/s11096-019-00790-x","University of Bath",2019,TRUE
"10.1007/s10661-019-7231-8","University of Sheffield",2019,TRUE
"10.1007/s11121-019-0983-0","University of Oxford",2019,TRUE
"10.1007/s11024-019-09368-3","King's College London",2019,TRUE
"10.1007/s10479-019-03146-w","Swansea University",2019,TRUE
"10.1007/s00340-019-7133-z","University of Surrey",2019,TRUE
"10.1007/s00381-019-04059-6","University College London (UCL)",2019,TRUE
"10.1007/s00240-019-01110-8","King's College London",2019,TRUE
"10.1007/s12551-019-00499-1","University of Birmingham",2019,TRUE
"10.1007/s11207-019-1397-7","University of Birmingham",2019,TRUE
"10.1007/s11136-019-02114-y","University of Birmingham",2019,TRUE
"10.1007/s11096-019-00789-4","University of Birmingham",2019,TRUE
"10.1007/s11098-019-01241-z","University of Birmingham",2019,TRUE
"10.1007/s10648-019-09470-8","University of Durham",2019,TRUE
"10.1007/s00208-018-01795-z","University of Cambridge",2019,TRUE
"10.1007/s10207-018-00425-8","University of the West of Scotland",2019,TRUE
"10.1007/s11581-019-02836-6","Queen's University of Belfast",2019,TRUE
"10.1007/s00445-019-1270-4","University of Bristol",2019,TRUE
"10.1007/s40926-019-00109-w","University of Leeds",2019,TRUE
"10.1007/s12193-019-00293-z","Swansea University",2019,TRUE
"10.1007/s11127-019-00640-4","University College London (UCL)",2019,TRUE
"10.1007/s10854-019-00750-1","Sheffield Hallam University",2019,TRUE
"10.1007/s11292-018-09351-0","University of Cambridge",2019,TRUE
"10.1007/s10704-019-00344-2","Imperial College London",2019,TRUE
"10.1007/s11666-019-00831-x","University of Surrey",2019,TRUE
"10.1007/s11548-019-01914-4","University of Lincoln",2019,TRUE
"10.1007/s42286-019-00001-0","University of Surrey",2019,TRUE
"10.1007/s10863-019-9785-0","University of Glasgow",2019,TRUE
"10.1007/s13280-019-01150-9","University of Southampton",2019,TRUE
"10.1007/s10546-019-00430-x","University of Southampton",2019,TRUE
"10.1007/s00262-019-02302-2","University of Edinburgh",2019,TRUE
"10.1007/s10649-019-9880-5","University of Oxford",2019,TRUE
"10.1007/s11936-019-0712-9","University of Oxford",2019,TRUE
"10.1007/s10652-019-09662-4","University of Cambridge",2019,TRUE
"10.1007/s11098-019-01242-y","University of York",2019,TRUE
"10.1007/s10817-019-09511-5","King's College London",2019,TRUE
"10.1007/s10726-019-09614-9","Aston University",2019,TRUE
"10.1007/s11273-019-09652-9","University of Exeter",2019,TRUE
"10.1007/s11071-019-04779-z","University of Exeter",2019,TRUE
"10.1140/epjst/e2018-800049-4","University of Glasgow",2019,TRUE
"10.1007/s00441-019-02996-x","Loughborough University",2019,TRUE
"10.1007/s10008-019-04199-4","University of Bath",2019,TRUE
"10.1007/s11633-018-1162-7","University of Huddersfield",2019,TRUE
"10.1007/s11356-019-04297-w","Queen's University of Belfast",2019,TRUE
"10.1007/s11229-019-02098-9","University of Oxford",2019,TRUE
"10.1007/s11042-019-7232-1","University of Huddersfield",2019,TRUE
"10.1007/s40828-019-0079-2","University of Greenwich",2019,TRUE
"10.1007/s00021-019-0406-9","Imperial College London",2019,TRUE
"10.1007/s12035-019-1498-1","Imperial College London",2019,TRUE
"10.1007/s11239-018-01799-1","Imperial College London",2019,TRUE
"10.1007/s00222-019-00861-w","Imperial College London",2019,TRUE
"10.1007/s10439-019-02207-2","Imperial College London",2019,TRUE
"10.1007/s11307-019-01323-8","Imperial College London",2019,TRUE
"10.1007/s40142-019-0161-5","Cardiff University",2019,TRUE
"10.1007/s10677-019-09976-8","London School of Economics and Political Science",2019,TRUE
"10.1007/s40719-019-0159-1","University of Leeds",2019,TRUE
"10.1007/s12035-019-1500-y","Loughborough University",2019,TRUE
"10.1007/s10734-019-00360-0","Swansea University",2019,TRUE
"10.1007/s11910-019-0926-y","St. George's University of London",2019,TRUE
"10.1007/s11940-019-0552-7","University of Sheffield",2019,TRUE
"10.1007/s10485-019-09558-w","University of Cambridge",2019,TRUE
"10.1007/s11276-018-01914-3","University of Warwick",2019,TRUE
"10.1007/s11276-018-01902-7","University of Warwick",2019,TRUE
"10.1007/s11664-019-06959-4","University of Warwick",2019,TRUE
"10.3758/s13428-018-1177-6","University of Warwick",2019,TRUE
"10.1007/s10546-019-00432-9","University of Sheffield",2019,TRUE
"10.1007/s00020-019-2502-x","University of Bath",2019,TRUE
"10.1007/s11229-019-02097-w","University of Cambridge",2019,TRUE
"10.1007/s42380-019-0007-4","University of Cambridge",2019,TRUE
"10.1007/s10708-019-09970-8","University of Cambridge",2019,TRUE
"10.1007/s11747-019-00635-z","Aston University",2019,TRUE
"10.1007/s10611-019-09818-9","University College London (UCL)",2019,TRUE
"10.1007/s10654-019-00485-7","University of Cambridge",2019,TRUE
"10.1007/s00348-019-2682-9","University of Cambridge",2019,TRUE
"10.1007/s12560-019-09369-1","Bangor University",2019,TRUE
"10.1007/s11104-019-03939-9","University of Aberdeen",2019,TRUE
"10.1007/s00253-019-09618-0","University of Ulster",2019,TRUE
"10.1007/s00464-019-06670-9","University of Liverpool",2019,TRUE
"10.1007/s12187-019-9624-1","King's College London",2019,TRUE
"10.1007/s40519-019-00646-3","King's College London",2019,TRUE
"10.1007/s00384-019-03254-w","King's College London",2019,TRUE
"10.1007/s00233-019-10002-7","University of York",2019,TRUE
"10.1007/s11134-019-09602-5","University of Lancaster",2019,TRUE
"10.1007/s11096-019-00793-8","University of Sheffield",2019,TRUE
"10.1007/s10901-019-09646-2","University of Sheffield",2019,TRUE
"10.1007/s10618-019-00614-6","Birmingham City University",2019,TRUE
"10.1007/s11036-019-01214-w","University of Southampton",2019,TRUE
"10.1007/s11158-019-09417-4","University of Warwick",2019,TRUE
"10.1007/s00392-019-01415-z","University of Glasgow",2019,TRUE
"10.1007/s10995-019-02732-5","University of Birmingham",2019,TRUE
"10.1007/s10071-019-01240-x","University of St. Andrews",2019,TRUE
"10.1007/s10549-019-05144-9","King's College London",2019,TRUE
"10.1007/s00702-019-01975-4","King's College London",2019,TRUE
"10.1007/s00330-019-06028-8","University of Leeds",2019,TRUE
"10.1007/s11701-019-00929-y","University College London (UCL)",2019,TRUE
"10.1007/s00270-019-02168-y","Newcastle University",2019,TRUE
"10.1007/s12062-019-9240-3","University of Cambridge",2019,TRUE
"10.1007/s00232-019-00060-x","University of Cambridge",2019,TRUE
"10.1007/s00023-019-00760-z","University of Cambridge",2019,TRUE
"10.1007/s11548-019-01918-0","University of Ulster",2019,TRUE
"10.1007/s10639-019-09873-8","University of Kent",2019,TRUE
"10.1007/s10567-019-00276-2","University of York",2019,TRUE
"10.1007/s10567-019-00277-1","University of York",2019,TRUE
"10.1007/s11098-019-01243-x","University of Glasgow",2019,TRUE
"10.1007/s10936-019-09629-y","University of Reading",2019,TRUE
"10.1007/s11017-019-09479-8","University of Reading",2019,TRUE
"10.1007/s10554-019-01542-8","University of Leeds",2019,TRUE
"10.1007/s12119-019-09589-4","University of Hull",2019,TRUE
"10.1007/s00109-019-01747-3","King's College London",2019,TRUE
"10.1007/s40670-019-00696-3","University of Lancaster",2019,TRUE
"10.1007/s10589-019-00068-y","Imperial College London",2019,TRUE
"10.1007/s10157-019-01700-1","University of Leicester",2019,TRUE
"10.1007/s40152-019-00133-6","Newcastle University",2019,TRUE
"10.1007/s40520-019-01139-0","University of Leeds",2019,TRUE
"10.1007/s10562-019-02679-w","University of Sheffield",2019,TRUE
"10.1140/epjst/e2019-700109-x","University of Oxford",2019,TRUE
"10.1007/s00285-019-01327-6","University of Oxford",2019,TRUE
"10.1007/s10689-019-00122-y","University of Oxford",2019,TRUE
"10.1007/s10584-019-02379-9","University of Oxford",2019,TRUE
"10.1007/s00268-019-04921-3","University of Oxford",2019,TRUE
"10.1007/s12289-019-01475-6","University of Oxford",2019,TRUE
"10.1007/s11934-019-0877-5","University of Southampton",2019,TRUE
