"DOI","Institution","period","is_hybrid"
"10.1007/s10551-018-3784-7","University of Hull",2018,TRUE
"10.1007/s10459-018-9809-2","University of Aberdeen",2018,TRUE
"10.1007/s11214-018-0467-8","University of Oxford",2018,TRUE
"10.1007/s00382-018-4076-8","University of Exeter",2018,TRUE
"10.1007/s00266-017-1032-7","Queen Mary, University of London",2018,TRUE
"10.1007/s13304-017-0507-z","Imperial College London",2018,TRUE
"10.1007/s40894-017-0078-8","University of Ulster",2018,TRUE
"10.1007/s40520-017-0879-4","King's College London",2018,TRUE
"10.1007/s41066-018-0076-7","Cardiff University",2018,TRUE
"10.1007/s10530-018-1661-z","University of Leeds",2018,TRUE
"10.1007/s40860-018-0054-5","University of Nottingham",2018,TRUE
"10.1007/s10677-017-9861-7","University of Warwick",2018,TRUE
"10.1007/s11229-018-1698-7","University of Leeds",2018,TRUE
"10.1007/s00125-017-4541-7","Imperial College London",2018,TRUE
"10.1007/s00410-017-1436-z","University of Bristol",2018,TRUE
"10.1007/s00421-017-3794-7","University of Exeter",2018,TRUE
"10.1007/s13364-017-0350-0","University of Southampton",2018,TRUE
"10.1007/s00441-017-2759-9","University of Reading",2018,TRUE
"10.1007/s00126-017-0781-1","Natural History Museum",2018,TRUE
"10.1007/s00348-018-2490-7","University of Aberdeen",2018,TRUE
"10.1007/s00590-017-2112-8","University College London",2018,TRUE
"10.1007/s10479-018-2770-x","University of Glasgow",2018,TRUE
"10.1007/s10597-017-0219-3","University of Manchester",2018,TRUE
"10.1007/s10393-017-1310-5","University of Liverpool",2018,TRUE
"10.1007/s11199-017-0883-3","University of Kent",2018,TRUE
"10.1007/s00332-017-9431-0","Imperial College London",2018,TRUE
"10.1007/s10488-018-0848-z","London School of Economics and Political Science",2018,TRUE
"10.1007/s11892-018-0973-9","University of East Anglia",2018,TRUE
"10.1007/s10957-018-1220-x","University of Birmingham",2018,TRUE
"10.1007/s11469-018-9873-0","Nottingham Trent University",2018,TRUE
"10.1007/s11096-017-0580-x","Robert Gordon University",2018,TRUE
"10.1007/s12061-018-9250-1","University College London",2018,TRUE
"10.1007/s13347-017-0299-6","Durham University",2018,TRUE
"10.1007/s11192-017-2630-5","University of Manchester",2018,TRUE
"10.1007/s10584-017-2132-8","University of Oxford",2018,TRUE
"10.1007/s11207-017-1233-x","University of Glasgow",2018,TRUE
"10.1007/s11098-018-1037-3","University of Warwick",2018,TRUE
"10.1007/s10858-018-0163-8","University of Edinburgh",2018,TRUE
"10.1007/s00199-017-1097-1","University of Glasgow",2018,TRUE
"10.1007/s00404-017-4640-1","University of Manchester",2018,TRUE
"10.1007/s00127-017-1471-0","Queen Mary, University of London",2018,TRUE
"10.1007/s00114-017-1531-z","University of Exeter",2018,TRUE
"10.1007/s00204-018-2162-7","King's College London",2018,TRUE
"10.1007/s00382-017-4064-4","University of Reading",2018,TRUE
"10.1007/s10919-017-0270-3","University of Sussex",2018,TRUE
"10.1007/s10479-017-2752-4","Aston University",2018,TRUE
"10.1007/s00453-018-0404-y","University of Glasgow",2018,TRUE
"10.1007/s00603-017-1392-y","University of Nottingham",2018,TRUE
"10.1007/s40279-017-0845-5","University of Stirling",2018,TRUE
"10.1007/s40474-018-0132-7","Newcastle University",2018,TRUE
"10.1007/s11548-018-1702-1","University of Cambridge",2018,TRUE
"10.1007/s10798-017-9437-9","Loughborough University",2018,TRUE
"10.1007/s11196-017-9538-5","The Open University",2018,TRUE
"10.1007/s11098-018-1038-2","University of Birmingham",2018,TRUE
"10.1007/s11205-017-1832-9","University of Portsmouth",2018,TRUE
"10.1007/s00220-017-3069-5","King's College London",2018,TRUE
"10.1007/s00262-017-2111-y","University of Southampton",2018,TRUE
"10.1007/s00427-017-0600-9","University of St Andrews",2018,TRUE
"10.1007/s00281-017-0663-8","Newcastle University",2018,TRUE
"10.1007/s10071-018-1160-8","University of Lincoln",2018,TRUE
"10.1007/s10055-018-0334-7","Bournemouth University",2018,TRUE
"10.1007/s11661-017-4465-3","University of Manchester",2018,TRUE
"10.1007/s11538-017-0387-x","University of West of England",2018,TRUE
"10.1007/s00270-017-1860-5","University of Dundee",2018,TRUE
"10.1007/s11469-017-9855-7","Edge Hill University",2018,TRUE
"10.1007/s10853-017-1748-4","University of Bristol",2018,TRUE
"10.1007/s10803-018-3465-5","City University London",2018,TRUE
"10.1007/s10853-018-2029-6","University of Sheffield",2018,TRUE
"10.1007/s40879-018-0213-5","University of Sussex",2018,TRUE
"10.1007/s11207-017-1224-y","University College London",2018,TRUE
"10.1007/s00415-018-8732-z","Cardiff University",2018,TRUE
"10.1007/s00401-018-1809-z","University of Southampton",2018,TRUE
"10.1007/s10111-017-0452-0","University of Nottingham",2018,TRUE
"10.3758/s13423-017-1425-2","University of Exeter",2018,TRUE
"10.3758/s13421-017-0779-z","University of Edinburgh",2018,TRUE
"10.1007/s11469-018-9876-x","Nottingham Trent University",2018,TRUE
"10.1007/s12286-018-0378-9","University of Oxford",2018,TRUE
"10.1007/s41347-017-0041-3","Nottingham Trent University",2018,TRUE
"10.1007/s41315-018-0043-0","Nottingham Trent University",2018,TRUE
"10.1007/s10734-017-0224-z","University of Sussex",2018,TRUE
"10.1007/s12369-017-0458-z","University of Birmingham",2018,TRUE
"10.1007/s11097-017-9555-6","University of Birmingham",2018,TRUE
"10.1007/s40647-017-0209-4","Loughborough University",2018,TRUE
"10.1007/s12665-017-7190-8","Bangor University",2018,TRUE
"10.1007/s00211-018-0946-6","University of Sussex",2018,TRUE
"10.1007/s00204-018-2160-9","Imperial College London",2018,TRUE
"10.1007/s00153-018-0609-4","University of Leeds",2018,TRUE
"10.1007/s00421-018-3811-5","Manchester Metropolitan University",2018,TRUE
"10.1007/s11701-018-0780-y","King's College London",2018,TRUE
"10.1007/s00146-017-0781-9","University of West of Scotland",2018,TRUE
"10.1007/s11483-017-9513-4","University of Huddersfield",2018,TRUE
"10.1007/s11244-017-0882-1","University College London",2018,TRUE
"10.1007/s11199-017-0880-6","Brunel University",2018,TRUE
"10.1007/s11042-017-5459-2","Brunel University",2018,TRUE
"10.1007/s12021-017-9347-8","University College London",2018,TRUE
"10.1007/s10824-017-9310-4","University of Bristol",2018,TRUE
"10.1007/s00464-018-6038-y","University of Leicester",2018,TRUE
"10.1007/s00031-018-9474-9","University of Leeds",2018,TRUE
"10.1007/s00605-018-1158-y","Imperial College London",2018,TRUE
"10.1007/s12686-018-1001-8","University of Exeter",2018,TRUE
"10.1007/s12053-018-9618-8","University College London",2018,TRUE
"10.1007/s00191-017-0549-x","Aston University",2018,TRUE
"10.1007/s00125-017-4529-3","University of Glasgow",2018,TRUE
"10.1007/s00415-018-8752-8","University of Warwick",2018,TRUE
"10.1007/s00208-018-1642-7","Imperial College London",2018,TRUE
"10.1007/s13218-018-0526-z","University of Liverpool",2018,TRUE
"10.1007/s10055-018-0333-8","Bournemouth University",2018,TRUE
"10.1007/s11102-017-0853-3","University of Sheffield",2018,TRUE
"10.1007/s13632-018-0421-x","Sheffield Hallam University",2018,TRUE
"10.1007/s10876-018-1335-0","Swansea University",2018,TRUE
"10.1007/s11244-018-0886-5","University of Bristol",2018,TRUE
"10.1007/s00464-018-6068-5","University of Portsmouth",2018,TRUE
"10.1007/s00408-018-0086-x","Imperial College London",2018,TRUE
"10.1007/s00701-017-3447-y","University of Manchester",2018,TRUE
"10.1007/s00268-018-4463-7","University of Cambridge",2018,TRUE
"10.1007/s40879-018-0214-4","University of Edinburgh",2018,TRUE
"10.1007/s11205-017-1826-7","University of Exeter",2018,TRUE
"10.1007/s11098-017-1028-9","University of Oxford",2018,TRUE
"10.1007/s11251-017-9445-x","University of Sheffield",2018,TRUE
"10.1007/s11245-017-9527-z","London School of Economics and Political Science",2018,TRUE
"10.1007/s10665-018-9951-0","Heriot-Watt University",2018,TRUE
"10.1007/s11098-018-1030-x","University of Cambridge",2018,TRUE
"10.1007/s10531-018-1497-y","Royal Botanic Gardens",2018,TRUE
"10.1007/s10551-018-3795-4","Royal Holloway, University of London",2018,TRUE
"10.1007/s00127-017-1473-y","University of Nottingham",2018,TRUE
"10.1007/s00199-017-1096-2","University of Manchester",2018,TRUE
"10.1007/s11517-017-1774-z","Aberystwyth University",2018,TRUE
"10.1007/s11356-018-1260-7","University of Leeds",2018,TRUE
"10.1007/s00146-018-0795-y","King's College London",2018,TRUE
"10.1007/s11558-017-9295-y","London School of Economics and Political Science",2018,TRUE
"10.1007/s10802-017-0393-3","University College London",2018,TRUE
"10.1007/s10853-018-1994-0","University of Cambridge",2018,TRUE
"10.1007/s00223-018-0388-2","University of Southampton",2018,TRUE
"10.1007/s40336-018-0264-0","University College London",2018,TRUE
"10.1007/s40473-018-0141-1","University of Cambridge",2018,TRUE
"10.1007/s10551-018-3791-8","University of Surrey",2018,TRUE
"10.1007/s10654-018-0357-0","Newcastle University",2018,TRUE
"10.1007/s00500-017-2989-5","Lancaster University",2018,TRUE
"10.1007/s10008-017-3869-8","University of Bath",2018,TRUE
"10.1007/s00421-018-3804-4","Leeds Beckett University",2018,TRUE
"10.1007/s00170-017-1481-9","Cranfield University",2018,TRUE
"10.1007/s10854-017-8430-0","Imperial College London",2018,TRUE
"10.1007/s12020-017-1497-9","Queen Mary, University of London",2018,TRUE
"10.1007/s11266-017-9937-y","University of Oxford",2018,TRUE
"10.1007/s11042-017-5451-x","Northumbria University",2018,TRUE
"10.1007/s10687-017-0306-4","University of Liverpool",2018,TRUE
"10.1007/s11075-018-0478-2","University of Reading",2018,TRUE
"10.1007/s11244-018-0888-3","University College London",2018,TRUE
"10.1007/s11244-018-0896-3","Queen's University of Belfast",2018,TRUE
"10.1007/s10482-018-1020-1","University of York",2018,TRUE
"10.1007/s11104-017-3543-z","University of Exeter",2018,TRUE
"10.1007/s11136-017-1775-2","University of Manchester",2018,TRUE
"10.1007/s40279-017-0841-9","Liverpool John Moores University",2018,TRUE
"10.1007/s10711-017-0314-1","University College London",2018,TRUE
"10.1007/s10529-017-2494-z","University of Oxford",2018,TRUE
"10.1007/s10543-017-0692-7","University of Bath",2018,TRUE
"10.1007/s11229-018-1689-8","University of Glasgow",2018,TRUE
"10.1007/s10980-018-0608-1","University of Leeds",2018,TRUE
"10.1007/s11229-018-1674-2","Liverpool John Moores University",2018,TRUE
"10.1007/s00441-017-2774-x","King's College London",2018,TRUE
"10.1007/s10404-018-2037-5","University College London",2018,TRUE
"10.1007/s00330-017-5181-5","University of Edinburgh",2018,TRUE
"10.1007/s00431-017-3085-7","University of Glasgow",2018,TRUE
"10.1007/s00208-017-1636-x","University College London",2018,TRUE
"10.1007/s10055-017-0330-3","University of Bedfordshire",2018,TRUE
"10.1007/s11692-017-9443-6","University College London",2018,TRUE
"10.1007/s12559-017-9538-5","University of Stirling",2018,TRUE
"10.1007/s00455-017-9862-7","Imperial College London",2018,TRUE
"10.1007/s11090-018-9874-6","Newcastle University",2018,TRUE
"10.1007/s00038-017-1068-0","University of Oxford",2018,TRUE
"10.1007/s00018-018-2752-9","University of Cambridge",2018,TRUE
"10.1007/s11097-017-9556-5","University of Cambridge",2018,TRUE
"10.1007/s12138-017-0456-4","University of Bristol",2018,TRUE
"10.1007/s11422-017-9847-8","University of Oxford",2018,TRUE
"10.1007/s12187-017-9524-1","Cardiff University",2018,TRUE
"10.1007/s00220-017-3079-3","University of Cambridge",2018,TRUE
"10.1007/s40368-017-0318-4","University of Leeds",2018,TRUE
"10.1007/s11306-017-1315-7","University of Liverpool",2018,TRUE
"10.1007/s10729-017-9428-0","University of Warwick",2018,TRUE
"10.1007/s00223-017-0369-x","University of Sheffield",2018,TRUE
"10.1007/s11102-018-0863-9","University of Birmingham",2018,TRUE
"10.1007/s11102-017-0859-x","Cardiff University",2018,TRUE
"10.1007/s11692-018-9445-z","Durham University",2018,TRUE
"10.1007/s11244-018-0900-y","Cardiff University",2018,TRUE
"10.1007/s00464-018-6030-6","University of Birmingham",2018,TRUE
"10.1007/s10649-017-9801-4","Manchester Metropolitan University",2018,TRUE
"10.1007/s11158-017-9389-7","Loughborough University",2018,TRUE
"10.1007/s11673-017-9835-4","University of Sussex",2018,TRUE
"10.1007/s13194-017-0192-2","Cardiff University",2018,TRUE
"10.1007/s10676-018-9449-5","University of Huddersfield",2018,TRUE
"10.1007/s10902-018-9960-8","King's College London",2018,TRUE
"10.1007/s10654-017-0354-8","University of Cambridge",2018,TRUE
"10.1007/s00382-017-4053-7","University of Southampton",2018,TRUE
"10.1007/s13676-017-0115-6","University of Nottingham",2018,TRUE
"10.1007/s10096-017-3168-4","University of Sheffield",2018,TRUE
"10.1007/s00401-017-1798-3","University College London",2018,TRUE
"10.1007/s00122-017-3045-7","Royal Botanic Gardens",2018,TRUE
"10.1007/s11858-018-0915-7","University of Oxford",2018,TRUE
"10.1007/s12035-017-0843-5","Imperial College London",2018,TRUE
"10.1007/s13346-018-0478-8","University of Greenwich",2018,TRUE
"10.1007/s12161-018-1154-9","Queen's University of Belfast",2018,TRUE
"10.1007/s10853-017-1983-8","University of Strathclyde",2018,TRUE
"10.1007/s40750-017-0086-8","University of Oxford",2018,TRUE
"10.1140/epje/i2018-11610-3","University of Cambridge",2018,TRUE
"10.1140/epje/i2018-11618-7","University of Strathclyde",2018,TRUE
"10.1140/epjd/e2017-80322-4","University of Leicester",2018,TRUE
"10.1007/s11136-017-1738-7","University of Cambridge",2018,TRUE
"10.1007/s42241-018-0001-1","Imperial College London",2018,TRUE
"10.1007/s10817-018-9456-6","University of Sussex",2018,TRUE
"10.1007/s11245-017-9537-x","University of Manchester",2018,TRUE
"10.1007/s13402-018-0374-8","University of Nottingham",2018,TRUE
"10.1007/s11366-018-9541-z","King's College London",2018,TRUE
"10.1007/s11205-018-1866-7","University of Oxford",2018,TRUE
"10.1007/s10833-018-9317-4","Newcastle University",2018,TRUE
"10.1007/s11269-018-1914-8","University of Exeter",2018,TRUE
"10.1007/s10654-018-0364-1","Imperial College London",2018,TRUE
"10.1007/s11245-018-9539-3","University of Cambridge",2018,TRUE
"10.1007/s10980-018-0618-z","Cranfield University",2018,TRUE
"10.1007/s10806-018-9723-x","University of York",2018,TRUE
"10.1007/s00220-018-3109-9","University of Cambridge",2018,TRUE
"10.1007/s00125-017-4538-2","University of Cambridge",2018,TRUE
"10.1007/s00259-018-3953-z","King's College London",2018,TRUE
"10.1007/s10113-018-1279-9","University of Edinburgh",2018,TRUE
"10.1007/s00431-018-3117-y","University of Bristol",2018,TRUE
"10.1007/s00401-018-1812-4","King's College London",2018,TRUE
"10.1007/s11750-018-0469-4","Lancaster University",2018,TRUE
"10.1007/s00220-018-3098-8","University of York",2018,TRUE
"10.1007/s00167-018-4853-2","University of Edinburgh",2018,TRUE
"10.1007/s00222-018-0789-x","University College London",2018,TRUE
"10.1007/s00259-017-3926-7","King's College London",2018,TRUE
"10.1007/s00193-018-0803-7","University of Cambridge",2018,TRUE
"10.1007/s00146-018-0816-x","University of East Anglia",2018,TRUE
"10.1007/s10915-018-0657-2","Swansea University",2018,TRUE
"10.1007/s12311-017-0913-2","University of Oxford",2018,TRUE
"10.1007/s11142-017-9436-9","London School of Economics and Political Science",2018,TRUE
"10.1007/s11695-018-3123-1","Imperial College London",2018,TRUE
"10.1007/s11009-018-9621-8","Heriot-Watt University",2018,TRUE
"10.1007/s12126-018-9323-0","The Open University",2018,TRUE
"10.1007/s10549-018-4709-y","University of Manchester",2018,TRUE
"10.1007/s11423-018-9580-3","University of Dundee",2018,TRUE
"10.1007/s00223-018-0406-4","University of Sheffield",2018,TRUE
"10.1007/s12035-018-0947-6","University of Oxford",2018,TRUE
"10.1007/s10623-018-0461-x","University of Surrey",2018,TRUE
"10.1007/s13346-018-0490-z","King's College London",2018,TRUE
"10.1007/s13679-018-0296-9","University of Birmingham",2018,TRUE
"10.1007/s11538-018-0391-9","University of Oxford",2018,TRUE
"10.1007/s13311-017-0602-3","King's College London",2018,TRUE
"10.1007/s10853-017-1978-5","University of Oxford",2018,TRUE
"10.1007/s40825-018-0085-7","Queen's University of Belfast",2018,TRUE
"10.1007/s10552-018-1014-3","University of Bristol",2018,TRUE
"10.1007/s40687-018-0126-4","University of Nottingham",2018,TRUE
"10.1007/s10726-018-9563-0","Robert Gordon University",2018,TRUE
"10.1007/s11159-018-9707-0","University of Edinburgh",2018,TRUE
"10.1007/s10838-018-9401-8","University of Leeds",2018,TRUE
"10.1007/s11366-018-9538-7","University of Sussex",2018,TRUE
"10.1007/s10592-018-1053-z","University of Sussex",2018,TRUE
"10.1007/s11047-018-9671-4","Brunel University",2018,TRUE
"10.1007/s00339-018-1585-6","City University London",2018,TRUE
"10.1007/s12520-017-0593-3","University of Sheffield",2018,TRUE
"10.1007/s00213-017-4824-1","University of Cambridge",2018,TRUE
"10.1007/s40319-018-0681-7","University of Sheffield",2018,TRUE
"10.1007/s00285-018-1222-1","Heriot-Watt University",2018,TRUE
"10.1007/s00417-017-3891-7","University of Strathclyde",2018,TRUE
"10.1007/s00340-018-6912-2","University of Oxford",2018,TRUE
"10.1007/s00114-018-1544-2","University of Southampton",2018,TRUE
"10.1007/s00203-018-1485-3","Robert Gordon University",2018,TRUE
"10.1007/s00222-018-0790-4","University of Oxford",2018,TRUE
"10.1007/s00330-018-5346-x","University of Dundee",2018,TRUE
"10.1007/s00382-018-4111-9","University of Leeds",2018,TRUE
"10.1007/s00394-018-1629-x","University of Aberdeen",2018,TRUE
"10.1007/s00220-018-3089-9","Imperial College London",2018,TRUE
"10.1007/s00417-018-3900-5","Queen Mary, University of London",2018,TRUE
"10.1007/s00445-018-1196-2","University of Bristol",2018,TRUE
"10.1007/s00280-018-3532-9","University of Manchester",2018,TRUE
"10.1007/s00146-018-0821-0","University of Sussex",2018,TRUE
"10.1007/s11661-018-4502-x","University of Warwick",2018,TRUE
"10.1007/s12410-018-9447-3","King's College London",2018,TRUE
"10.1007/s10884-017-9635-x","University of Surrey",2018,TRUE
"10.1007/s10897-018-0227-7","University of Manchester",2018,TRUE
"10.1007/s10879-018-9384-0","University of West of England",2018,TRUE
"10.1007/s10916-018-0905-x","Nottingham Trent University",2018,TRUE
"10.1007/s00245-018-9485-x","University of Liverpool",2018,TRUE
"10.3758/s13420-018-0314-5","University of St Andrews",2018,TRUE
"10.1007/s00261-018-1473-8","King's College London",2018,TRUE
"10.1007/s10745-018-9969-y","Brunel University",2018,TRUE
"10.1007/s12671-018-0892-5","University of Glasgow",2018,TRUE
"10.1007/s10393-018-1312-y","University of York",2018,TRUE
"10.1007/s00704-018-2367-y","University of Reading",2018,TRUE
"10.1007/s40722-018-0110-5","University of Oxford",2018,TRUE
"10.1007/s10530-018-1693-4","Bournemouth University",2018,TRUE
"10.1007/s11269-018-1932-6","Cardiff University",2018,TRUE
"10.1007/s10654-017-0351-y","Imperial College London",2018,TRUE
"10.1007/s10846-017-0762-8","Cranfield University",2018,TRUE
"10.1007/s12152-018-9354-y","University of Oxford",2018,TRUE
"10.1007/s11229-018-1713-z","King's College London",2018,TRUE
"10.1007/s10726-018-9559-9","University of Portsmouth",2018,TRUE
"10.1007/s13164-018-0386-3","University of Reading",2018,TRUE
"10.1007/s11948-018-0023-7","London School of Economics and Political Science",2018,TRUE
"10.1007/s00401-018-1813-3","University of Edinburgh",2018,TRUE
"10.1007/s00440-018-0833-1","University of Bath",2018,TRUE
"10.1007/s00787-018-1126-z","University of Bath",2018,TRUE
"10.1007/s00300-018-2285-6","University of Southampton",2018,TRUE
"10.1007/s00382-018-4118-2","Newcastle University",2018,TRUE
"10.1007/s00359-018-1252-6","Royal Holloway, University of London",2018,TRUE
"10.1007/s00339-018-1671-9","City University London",2018,TRUE
"10.1007/s00394-018-1625-1","University of Glasgow",2018,TRUE
"10.1007/s00414-018-1786-8","University College London",2018,TRUE
"10.1007/s00221-018-5203-9","Liverpool John Moores University",2018,TRUE
"10.1007/s00125-018-4554-x","University of Exeter",2018,TRUE
"10.1007/s00779-018-1125-6","Newcastle University",2018,TRUE
"10.1007/s00348-018-2488-1","University of Oxford",2018,TRUE
"10.1007/s00146-018-0823-y","King's College London",2018,TRUE
"10.1007/s10618-017-0549-3","University of Southampton",2018,TRUE
"10.1007/s11661-017-4446-6","Loughborough University",2018,TRUE
"10.1007/s10959-018-0813-5","University of Reading",2018,TRUE
"10.1007/s12560-018-9337-5","Glasgow Caledonian University",2018,TRUE
"10.1007/s11661-018-4519-1","University of Leicester",2018,TRUE
"10.1007/s10614-018-9803-z","Goldsmiths, University of London",2018,TRUE
"10.1007/s10567-018-0253-x","University College London",2018,TRUE
"10.1007/s11187-018-9995-6","University of Edinburgh",2018,TRUE
"10.1007/s11187-018-0009-5","London School of Economics and Political Science",2018,TRUE
"10.1007/s10714-018-2347-7","University of Cambridge",2018,TRUE
"10.1007/s11606-018-4341-x","University of Manchester",2018,TRUE
"10.1007/s00283-017-9726-x","University of Strathclyde",2018,TRUE
"10.1007/s11010-018-3332-x","University College London",2018,TRUE
"10.1007/s10470-018-1125-5","University of Westminster",2018,TRUE
"10.1007/s12035-018-0940-0","University of Nottingham",2018,TRUE
"10.1007/s10853-018-2022-0","Brunel University",2018,TRUE
"10.1007/s12095-018-0280-y","Royal Holloway, University of London",2018,TRUE
"10.1007/s00455-018-9880-0","Imperial College London",2018,TRUE
"10.1007/s10854-018-8768-y","Imperial College London",2018,TRUE
"10.1007/s10926-018-9758-x","University of Birmingham",2018,TRUE
"10.1007/s10530-018-1695-2","Loughborough University",2018,TRUE
"10.1007/s40520-017-0886-5","University of Manchester",2018,TRUE
"10.1007/s41060-017-0090-x","Cardiff University",2018,TRUE
"10.1007/s11117-018-0566-5","University of Bath",2018,TRUE
"10.1007/s00020-018-2440-z","University of Bristol",2018,TRUE
"10.1007/s40722-018-0113-2","University of Bath",2018,TRUE
"10.1007/s40687-018-0130-8","University of Oxford",2018,TRUE
"10.1007/s40474-018-0128-3","Cardiff University",2018,TRUE
"10.1007/s40598-018-0080-7","University of Liverpool",2018,TRUE
"10.1007/s10584-017-2134-6","London School of Economics and Political Science",2018,TRUE
"10.1007/s10811-018-1420-7","Aberystwyth University",2018,TRUE
"10.1007/s13164-018-0382-7","University of Glasgow",2018,TRUE
"10.1007/s11406-018-9947-z","University of Cambridge",2018,TRUE
"10.1007/s10433-018-0459-2","London School of Economics and Political Science",2018,TRUE
"10.1007/s10545-018-0147-6","University College London",2018,TRUE
"10.1007/s11229-018-1708-9","University of Cambridge",2018,TRUE
"10.1007/s00445-017-1189-6","The Open University",2018,TRUE
