"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Duisburg-Essen U",2023,11662,"10.1007/978-3-658-43348-2",FALSE,"Springer Fachmedien Wiesbaden","Entstehung, Struktur und Steuerung des deutschen Schulsystems","978-3-658-43347-5","978-3-658-43347-5","978-3-658-43348-2","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Duisburg-Essen U",2023,7735,"10.14361/9783839464977",FALSE,"transcript Verlag","Solingen, 30 Jahre nach dem Brandanschlag","978-3-8376-6497-3","978-3-8376-6497-3","978-3-8394-6497-7","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Duisburg-Essen U",2023,8496.6,"10.14361/9783839469811",FALSE,"transcript Verlag","andererseits - Yearbook of Transatlantic German Studies","978-3-8376-6981-7","978-3-8376-6981-7","978-3-8394-6981-1","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Duisburg-Essen U",2023,4331.6,"10.14631/978-3-96317-897-9",FALSE,"Büchner-Verlag","LIMINALE KREATIVITÄT","978-3-96317-343-1",NA,"978-3-96317-343-1","https://creativecommons.org/licenses/by/4.0/deed.de",TRUE,FALSE
"Duisburg-Essen U",2023,5105.1,"10.17438/978-3-402-26344-0",FALSE,"Aschendorff Verlag","Adelige Streitkultur","978-3-402-26343-3","978-3-402-26342-6","978-3-402-26343-3","http://creativecommons.org/licenses/by/4.0/",FALSE,TRUE
"Duisburg-Essen U",2023,7830.2,"10.17438/978-3-402-26428-7",FALSE,"Aschendorff Verlag","Beackerte Felder: Kultur, Bildung, Erinnerung","978-3-402-26427-0","978-3-402-26426-3","978-3-402-26427-0","http://creativecommons.org/licenses/by/4.0/",FALSE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"Duisburg-Essen U",2023,2500,"10.35468/6025",FALSE,"Verlag Julius Klinkhardt","Exkursionsdidaktik. Geographische Bildung in der Grundschule","978-3-7815-2583-2","978-3-7815-2583-2",NA,"https://creativecommons.org/licenses/by-nd/3.0/de",TRUE,FALSE
"Duisburg-Essen U",2023,16285.15,"10.3726/b19898",FALSE,"Peter Lang","Deutsche und weitere germanische Sprachminderheiten in Lateinamerika","978-3-631-88143-9",NA,"978-3-631-88143-9",NA,TRUE,TRUE
"Duisburg-Essen U",2023,3717.56,"10.52038/9783643153265",FALSE,"LIT Verlag","Vom Widerspruch zum Widersprechen. Ansätze einer immanent-kritischen sozialgeographischen Didaktik","978-3-643-35327-6","978-3-643-35327-6",NA,NA,TRUE,FALSE
"Duisburg-Essen U",2023,8159.27,"10.5771/9783748931829",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Arbeitsförderung für Geflüchtete","978-3-7489-3182-9","978-3-7489-3182-9",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Duisburg-Essen U",2023,8330,"10.1515/9783111150581",FALSE,"De Gruyter","Figures of Radical Absence","978-3-11-115058-1",NA,"978-3-11-115058-1","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
