institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,license_ref,indexed_in_crossref,pmid,pmcid,ut,url,doaj
"Duisburg-Essen U",2015,1046,"10.1038/srep07997",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322",NA,TRUE,"25613569","PMC4303864","ut:000348287500018",NA,TRUE
"Duisburg-Essen U",2015,1730,"10.1186/s12858-015-0033-x",FALSE,"Springer Nature","BMC Biochemistry","1471-2091","1471-2091",NA,NA,TRUE,"25645591","PMC4327958","ut:000349923800001",NA,TRUE
"Duisburg-Essen U",2015,1146,"10.1371/journal.pone.0117814",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"25689158","PMC4331557","ut:000350322700074",NA,TRUE
"Duisburg-Essen U",2015,1191,"10.1371/journal.pone.0119845",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"25785837","PMC4364710","ut:000352138500133",NA,TRUE
"Duisburg-Essen U",2015,1285,"10.1088/1367-2630/17/3/033036",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,"ut:000352903000001",NA,TRUE
"Duisburg-Essen U",2015,710,"10.1186/s13660-015-0623-6",FALSE,"Springer Nature","Journal of Inequalities and Applications","1029-242X",NA,"1029-242X",NA,TRUE,NA,NA,"ut:000357408800002",NA,TRUE
"Duisburg-Essen U",2015,1206,"10.1371/journal.pone.0122329",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"25793614","PMC4368671","ut:000352083900177",NA,TRUE
"Duisburg-Essen U",2015,1206,"10.1371/journal.pone.0120531",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"25781619","PMC4364009","ut:000351284600171",NA,TRUE
"Duisburg-Essen U",2015,1821,"10.1155/2015/318306",FALSE,"Hindawi Publishing Corporation","BioMed Research International","2314-6133","2314-6133","2314-6141","http://creativecommons.org/licenses/by/3.0/",TRUE,"25918710","PMC4396138","ut:000352888600001",NA,TRUE
"Duisburg-Essen U",2015,1994,"10.1186/s13063-015-0627-z",FALSE,"Springer Nature","Trials","1745-6215",NA,"1745-6215",NA,TRUE,"25873097","PMC4392781","ut:000352588400001",NA,TRUE
"Duisburg-Essen U",2015,375,"10.1080/21663831.2015.1036324 ",FALSE,"Informa UK Limited","Materials Research Letters","2166-3831",NA,"2166-3831",NA,TRUE,NA,NA,NA,NA,FALSE
"Duisburg-Essen U",2015,1165,"10.1038/srep09917",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322",NA,TRUE,"25923312","PMC4413948","ut:000353622900001",NA,TRUE
"Duisburg-Essen U",2015,1009,"10.1177/2047981615570417",FALSE,"SAGE Publications","Acta Radiologica Open","2058-4601","2058-4601","2058-4601",NA,TRUE,"25922690","PMC4406923","ut:000366015900003",NA,TRUE
"Duisburg-Essen U",2015,1278,"10.1371/journal.pone.0123838",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"25853899","PMC4390237","ut:000352478400120",NA,TRUE
"Duisburg-Essen U",2015,960,"10.3389/fmicb.2015.00395",FALSE,"Frontiers Media SA","Frontiers in Microbiology","1664-302X",NA,"1664-302X",NA,TRUE,"25999929","PMC4419727","ut:000355109500001",NA,TRUE
"Duisburg-Essen U",2015,1236,"10.1371/journal.pone.0125658",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"25942393","PMC4420481","ut:000353943400049",NA,TRUE
"Duisburg-Essen U",2015,1165,"10.1038/srep10501",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322",NA,TRUE,"25994622","PMC4440206","ut:000355508500001",NA,TRUE
"Duisburg-Essen U",2015,2800,"10.1038/oncsis.2015.9",FALSE,"Springer Nature","Oncogenesis","2157-9024",NA,"2157-9024",NA,TRUE,"25985209","PMC4450264","ut:000355332600002",NA,TRUE
"Duisburg-Essen U",2015,1839,"10.1155/2015/151503",FALSE,"Hindawi Publishing Corporation","BioMed Research International","2314-6133","2314-6133","2314-6141","http://creativecommons.org/licenses/by/3.0/",TRUE,"26106600","PMC4461728","ut:000355803900001",NA,TRUE
"Duisburg-Essen U",2015,2618,"10.1007/s11084-015-9411-z",TRUE,"Springer Nature","Origins of Life and Evolution of Biospheres","0169-6149","0169-6149","1573-0875",NA,TRUE,"25716918","PMC4457167","ut:000355820100015",NA,FALSE
"Duisburg-Essen U",2015,658,"10.4236/oja.2015.52004",FALSE,"Scientific Research Publishing, Inc,","Open Journal of Acoustics","2162-5786","2162-5786","2162-5794","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE
"Duisburg-Essen U",2015,1999,"10.1186/s13071-015-0904-4",FALSE,"Springer Nature","Parasites & Vectors","1756-3305",NA,"1756-3305",NA,TRUE,"26036245","PMC4476078","ut:000356666500001",NA,TRUE
"Duisburg-Essen U",2015,1205,"10.1371/journal.pone.0130290",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26110847","PMC4481534","ut:000356933800040",NA,TRUE
"Duisburg-Essen U",2015,500,"10.7153/jmi-10-01",FALSE,"Element","Journal of Mathematical Inequalities","1848-9575",NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"Duisburg-Essen U",2015,1999,"10.1186/s13071-015-1036-6",FALSE,"Springer Nature","Parasites & Vectors","1756-3305",NA,"1756-3305",NA,TRUE,"26263904","PMC4534018","ut:000359350000001",NA,TRUE
"Duisburg-Essen U",2015,770,"10.3389/fbioe.2015.00123",FALSE,"Frontiers Media SA","Frontiers in Bioengineering and Biotechnology","2296-4185",NA,"2296-4185",NA,TRUE,"26380258","PMC4550784",NA,NA,TRUE
"Duisburg-Essen U",2015,1494,"10.3389/fpsyg.2015.01356",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26441732","PMC4561748",NA,NA,TRUE
"Duisburg-Essen U",2015,1415,"10.1371/journal.pone.0140296",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26465593","PMC4605699","ut:000363183100101",NA,TRUE
"Duisburg-Essen U",2015,1520,"10.3389/fpsyg.2015.01607",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26579003","PMC4630541","ut:000364478100001",NA,TRUE
"Duisburg-Essen U",2015,915,"10.4236/ce.2015.619210",FALSE,"Scientific Research Publishing, Inc,","Creative Education","2151-4755","2151-4755","2151-4771","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE
"Duisburg-Essen U",2015,663,"10.4236/psych.2015.614187",FALSE,"Scientific Research Publishing, Inc,","Psychology","2152-7180","2152-7180","2152-7199","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE
