institution;period;euro;doi;backlist_oa;book_title
Universität Siegen;2021;2000;10.3224/96665034;false;Die Erfahrung von Armut. Eine Analyse der Lebenswelt von Personen in Mangel- und Ausschlusslagen in Großbritannien
Universität Siegen;2021;1859,5;10.3278/6004778w;false;Literalität und Mehrsprachigkeit
Universität Siegen;2021;13840;10.4324/9780367817169 ;false;Solidarity in the Media and Public Contention over Refugees in Europe
