institution;period;euro;doi;is_hybrid;opt-out
Universität Siegen;2020;3356,61;10.1007/s10107-020-01522-0;true;true
Universität Siegen;2020;3356,61;10.1007/s10606-020-09383-z;true;true
Universität Siegen;2020;3356,61;10.1007/s11085-020-09983-6;true;true
Universität Siegen;2020;3356,61;10.1007/s12592-020-00340-7;true;true
Universität Siegen;2020;3356,61;10.1007/s10921-020-00721-1;true;true
Universität Siegen;2020;3356,61;10.1007/s11553-020-00787-9;true;true
Universität Siegen;2020;3356,61;10.1007/s10163-020-01032-3;true;true
Universität Siegen;2020;3356,61;10.1007/s11135-020-01030-5;true;true
Universität Siegen;2020;3356,61;10.1007/s12054-020-00302-6;true;true
Universität Siegen;2020;3356,61;10.1007/s12599-020-00633-4;true;true
Universität Siegen;2020;3356,61;10.1007/s11553-020-00780-2;true;true
