"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Siegen U",2022,2975,"10.31244/9783830995869",FALSE,"Waxmann Verlag","Beats. Bauen. Lernen. - Manifestation, Konstitution und Entwicklung künstlerischer Handlungsfähigkeit beim Beatmaking","978-3-8309-4586-4","978-3-8309-4586-4",NA,"https://creativecommons.org/licenses/by-nc-sa/4.0/",TRUE,TRUE
"Siegen U",2022,1960,"10.35468/5926",FALSE,"Verlag Julius Klinkhardt","Doing Lernbegleitung. Hochschullernwerkstätten als Orte der Generationenvermittlung","978-3-7815-2487-3","978-3-7815-2487-3",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/deed.de",TRUE,TRUE
