"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Muenchen LMU",2023,4760,"10.12907/978-3-593-45370-5",NA,"Campus Verlag","Geduldete Fremde","978-3-593-45370-5",NA,"978-3-593-45370-5","https://creativecommons.org/licenses/by-nd/4.0/legalcode",TRUE,FALSE
"Muenchen LMU",2023,3208.2,"10.1515/9783111170084",NA,"De Gruyter","Politisches Handlungswissen im Venedig des Quattrocento","978-3-11-117008-4",NA,"978-3-11-117008-4","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"Muenchen LMU",2023,5950,"10.1515/9783111175898",NA,"De Gruyter","Risque et vigilance sanitaire","978-3-11-117589-8",NA,"978-3-11-117589-8","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
