Institution,Period,DOI,record.id,Publisher,ISSN.1,ISSN.2,base.url,EURO
Muenchen LMU,2014,http://dx.doi.org/10.1186/s12888-014-0263-2,22970,Springer Science + Business Media,,1471-244X,http://epub.ub.uni-muenchen.de/,"1594,60"
Muenchen LMU,2014,http://dx.doi.org/10.1186/s12968-014-0084-y,22967,Springer Science + Business Media,,1097-6647,http://epub.ub.uni-muenchen.de/,"1342,32"
Muenchen LMU,2014,http://dx.doi.org/10.1186/s40478-014-0096-8,24897,Springer Science + Business Media,,2051-5960,http://epub.ub.uni-muenchen.de/,"994,84"
Muenchen LMU,2014,http://dx.doi.org/10.1186/s12915-014-0059-3,22986,Springer Science + Business Media,,1741-7007,http://epub.ub.uni-muenchen.de/,"1818,32"
Muenchen LMU,2014,http://dx.doi.org/10.1186/s13054-014-0538-5,24898,Springer Science + Business Media,,1466-609X,http://epub.ub.uni-muenchen.de/,"1523,20"
Muenchen LMU,2014,http://dx.doi.org/10.1186/s12711-014-0068-2,22961,Springer Science + Business Media,,0999-193X,http://epub.ub.uni-muenchen.de/,"1194,76"
Muenchen LMU,2014,http://dx.doi.org/10.1186/s12862-014-0159-2,22981,Springer Science + Business Media,,1471-2148,http://epub.ub.uni-muenchen.de/,"1508,92"
Muenchen LMU,2014,http://dx.doi.org/10.1186/1471-2202-15-39,22903,Springer Science + Business Media,,1471-2202,http://epub.ub.uni-muenchen.de/,"1518,44"
Muenchen LMU,2014,http://dx.doi.org/10.1186/2191-5040-3-4,24900,Springer Science + Business Media,,2191-5040,http://epub.ub.uni-muenchen.de/,"952,00"
