"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement"
"Muenchen LMU",2022,2750,"10.1007/s42001-022-00191-7",TRUE,"Springer Nature","Journal of Computational Social Science","2432-2717","2432-2717","2432-2725","2432-2725","https://www.springernature.com/gp/researchers/text-and-data-mining",TRUE,"36568019","PMC9762672",NA,"https://doi.org/10.1007/s42001-022-00191-7",FALSE,"DEAL Springer Nature Germany"
"Muenchen LMU",2022,2750,"10.1007/s12399-022-00904-w",TRUE,"Springer Nature","Zeitschrift für Außen- und Sicherheitspolitik","1866-2188","1866-2188","1866-2196","1866-2188","https://www.springer.com/tdm",TRUE,NA,NA,NA,"https://doi.org/10.1007/s12399-022-00904-w",FALSE,"DEAL Springer Nature Germany"
"Muenchen LMU",2022,2750,"10.1007/s00023-022-01178-w",TRUE,"Springer Nature","Annales Henri Poincaré","1424-0637","1424-0637","1424-0661","1424-0637","https://www.springer.com/tdm",TRUE,NA,NA,NA,"https://doi.org/10.1007/s00023-022-01178-w",FALSE,"DEAL Springer Nature Germany"
"Muenchen LMU",2022,2750,"10.1007/s10489-022-03280-2",TRUE,"Springer Nature","Applied Intelligence","0924-669X","0924-669X","1573-7497","0924-669X","https://www.springernature.com/gp/researchers/text-and-data-mining",TRUE,NA,NA,NA,"https://doi.org/10.1007/s10489-022-03280-2",FALSE,"DEAL Springer Nature Germany"
"Muenchen LMU",2022,2750,"10.1007/s10792-022-02508-x",TRUE,"Springer Nature","International Ophthalmology","1573-2630",NA,"1573-2630","0165-5701","https://www.springernature.com/gp/researchers/text-and-data-mining",TRUE,"36066783",NA,NA,"https://doi.org/10.1007/s10792-022-02508-x",FALSE,"DEAL Springer Nature Germany"
"Muenchen LMU",2022,2750,"10.1007/s00167-022-06904-9",TRUE,"Springer Nature","Knee Surgery, Sports Traumatology, Arthroscopy","0942-2056","0942-2056","1433-7347","0942-2056","https://www.springer.com/tdm",TRUE,"35211774","PMC8868037",NA,"https://doi.org/10.1007/s00167-022-06904-9",FALSE,"DEAL Springer Nature Germany"
"Muenchen LMU",2022,2750,"10.1007/s00259-022-06075-2",TRUE,"Springer Nature","European Journal of Nuclear Medicine and Molecular Imaging","1619-7070","1619-7070","1619-7089","1619-7070","https://www.springernature.com/gp/researchers/text-and-data-mining",TRUE,"36513818",NA,NA,"https://doi.org/10.1007/s00259-022-06075-2",FALSE,"DEAL Springer Nature Germany"
"Muenchen LMU",2022,2750,"10.1007/s00701-022-05132-x",TRUE,"Springer Nature","Acta Neurochirurgica","0001-6268","0001-6268","0942-0940","0001-6268","https://www.springer.com/tdm",TRUE,"35080653",NA,NA,"https://doi.org/10.1007/s00701-022-05132-x",FALSE,"DEAL Springer Nature Germany"
"Muenchen LMU",2022,917,"10.1007/s10437-022-09480-y",TRUE,"Springer Nature","African Archaeological Review","0263-0338","0263-0338","1572-9842","0263-0338","https://www.springer.com/tdm",TRUE,NA,NA,NA,"https://doi.org/10.1007/s10437-022-09480-y",FALSE,"DEAL Springer Nature Germany"
"Muenchen LMU",2022,2750,"10.1007/s00112-022-01546-0",TRUE,"Springer Nature","Monatsschrift Kinderheilkunde","0026-9298","0026-9298","1433-0474","0026-9298","https://www.springernature.com/gp/researchers/text-and-data-mining",TRUE,NA,NA,NA,"https://doi.org/10.1007/s00112-022-01546-0",FALSE,"DEAL Springer Nature Germany"
