institution;period;euro;doi;backlist_oa;book_title;isbn
University of Ferrara;2024;12.228,07;10.1201/9781003253730;FALSE;Built Heritage in post-Disaster Scenarios. Improving Resilience and Awareness Towards Preservation, Risk Mitigation and Governance Strategies;9781003253730
