"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Goettingen U","TIB Consortium","ACS (TIB) 2023-2025","acs2023tib","2023","2023","read",105273.53,"01y9bpm73_acs2023tib_2023"
"Goettingen U","TIB Consortium","ACS (TIB) 2023-2025","acs2023tib","2023","2023","publish",10696.36,"01y9bpm73_acs2023tib_2023"
"Goettingen U","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib","2022","2022","read",34052.91,"01y9bpm73_aip2021tib_2022"
"Goettingen U","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib","2022","2022","publish",7497.0,"01y9bpm73_aip2021tib_2022"
"Goettingen U","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib","2023","2023","read",34616.86,"01y9bpm73_aip2021tib_2023"
"Goettingen U","TIB Consortium","AIP (TIB) 2021-2023","aip2021tib","2023","2023","publish",13328.0,"01y9bpm73_aip2021tib_2023"
"Goettingen U","German Academic Consortium, 45 participants, administered by Bayerische Staatsbibliothek","BMJ (BSB) 2023-2024","bmj2023gac","2023","2023","read",7065.45,"01y9bpm73_bmj2023gac_2023"
"Goettingen U","German Academic Consortium, 45 participants, administered by Bayerische Staatsbibliothek","BMJ (BSB) 2023-2024","bmj2023gac","2023","2023","publish",11697.54,"01y9bpm73_bmj2023gac_2023"
"Goettingen U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac","2023","2023","read",52201.62,"01y9bpm73_cam2022gac_2023"
"Goettingen U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac","2023","2023","publish",15431.74,"01y9bpm73_cam2022gac_2023"
"Goettingen U","German Academic Consortium, 116 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2021-2023","hogrefe2021gac","2023","2023","read",3897.1,"01y9bpm73_hogrefe2021gac_2023"
"Goettingen U","German Academic Consortium, 116 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2021-2023","hogrefe2021gac","2023","2023","publish",2889.44,"01y9bpm73_hogrefe2021gac_2023"
"Goettingen U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac","2023","2023","read",23179.0,"01y9bpm73_degruy2023gac_2023"
"Goettingen U","German Academic consortium, 79 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2023-2024","degruy2023gac","2023","2023","publish",10101.91,"01y9bpm73_degruy2023gac_2023"
"Goettingen U","TIB Consortium","IOP (TIB) 2022-2024","iop2022tib","2023","2023","read",14222.33,"01y9bpm73_iop2022tib_2023"
"Goettingen U","TIB Consortium","IOP (TIB) 2022-2024","iop2022tib","2023","2023","publish",47452.13,"01y9bpm73_iop2022tib_2023"
"Goettingen U","TIB Consortium","TIB RSC Journals R&P - TU Berlin","rsc2021tib","2022","2022","read",32578.9,"01y9bpm73_rsc2021tib_2022"
"Goettingen U","TIB Consortium","TIB RSC Journals R&P - TU Berlin","rsc2021tib","2022","2022","publish",43274.11,"01y9bpm73_rsc2021tib_2022"
"Goettingen U","TIB Consortium","TIB RSC Journals R&P - TU Berlin","rsc2021tib","2023","2023","read",31564.36,"01y9bpm73_rsc2021tib_2023"
"Goettingen U","TIB Consortium","TIB RSC Journals R&P - TU Berlin","rsc2021tib","2023","2023","publish",38649.869999999995,"01y9bpm73_rsc2021tib_2023"
"Goettingen U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac","2022","2022","read",34788.55,"01y9bpm73_sage2021gac_2022"
"Goettingen U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac","2022","2022","publish",38991.68,"01y9bpm73_sage2021gac_2022"
"Goettingen U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac","2023","2023","read",34420.82,"01y9bpm73_sage2021gac_2023"
"Goettingen U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac","2023","2023","publish",38281.1,"01y9bpm73_sage2021gac_2023"
"Goettingen U","Projekt DEAL Consortium","DEAL Springer Nature Germany","sn2020deal","2023","2023","read",70605.07,"01y9bpm73_sn2020deal_2023"
"Goettingen U","Projekt DEAL Consortium","DEAL Springer Nature Germany","sn2020deal","2023","2023","publish",575838.27,"01y9bpm73_sn2020deal_2023"
"Goettingen U","TIB Consortium","The Royal Society (TIB) 2023-2023","trs2023tib","2023","2023","read",13463.81,"01y9bpm73_trs2023tib_2023"
"Goettingen U","TIB Consortium","The Royal Society (TIB) 2023-2023","trs2023tib","2023","2023","publish",5884.55,"01y9bpm73_trs2023tib_2023"
"Goettingen U","Projekt DEAL Consortium","DEAL Wiley Germany","wiley2019deal","2022","2022","read",423787.07,"01y9bpm73_wiley2019deal_2022"
"Goettingen U","Projekt DEAL Consortium","DEAL Wiley Germany","wiley2019deal","2022","2022","publish",490551.93,"01y9bpm73_wiley2019deal_2022"
"Goettingen U","Projekt DEAL Consortium","DEAL Wiley Germany","wiley2019deal","2022","2022","read",-27460.899999999998,"01y9bpm73_wiley2019deal_2022"
"Goettingen U","Projekt DEAL Consortium","DEAL Wiley Germany","wiley2019deal","2022","2022","publish",-31787.18,"01y9bpm73_wiley2019deal_2022"
"Goettingen U","Projekt DEAL Consortium","DEAL Wiley Germany","wiley2019deal","2023","2023","read",395534.6,"01y9bpm73_wiley2019deal_2023"
"Goettingen U","Projekt DEAL Consortium","DEAL Wiley Germany","wiley2019deal","2023","2023","publish",457848.47,"01y9bpm73_wiley2019deal_2023"
"Goettingen U","German Academic Consortium, 45 participants, administered by Bayerische Staatsbibliothek","BMJ (BSB) 2022-2022","bmj2022gac","2022","2022","read",7069.5199999999995,"01y9bpm73_bmj2022gac_2022"
"Goettingen U","German Academic Consortium, 45 participants, administered by Bayerische Staatsbibliothek","BMJ (BSB) 2022-2022","bmj2022gac","2022","2022","publish",10596.75,"01y9bpm73_bmj2022gac_2022"
"Goettingen U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac","2022","2022","read",44693.41,"01y9bpm73_cam2022gac_2022"
"Goettingen U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac","2022","2022","publish",21809.43,"01y9bpm73_cam2022gac_2022"
"Goettingen U","Projekt DEAL Consortium","DEAL Springer Nature Germany","sn2020deal","2022","2022","read",70605.07,"01y9bpm73_sn2020deal_2022"
"Goettingen U","Projekt DEAL Consortium","DEAL Springer Nature Germany","sn2020deal","2022","2022","publish",575838.27,"01y9bpm73_sn2020deal_2022"
"Goettingen U","German Academic consortium, 66 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2022-2022","degruy2022gac","2022","2022","read",22988.59,"01y9bpm73_degruy2022gac_2022"
"Goettingen U","German Academic consortium, 66 participating institutions, administered by SUB Göttingen","Walter de Gruyter (SUB Göttingen) 2022-2022","degruy2022gac","2022","2022","publish",5795.3,"01y9bpm73_degruy2022gac_2022"
"Goettingen U","German Academic Consortium, 116 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2021-2023","hogrefe2021gac","2022","2022","read",2894.99,"01y9bpm73_hogrefe2021gac_2022"
"Goettingen U","German Academic Consortium, 116 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2021-2023","hogrefe2021gac","2022","2022","publish",2146.44,"01y9bpm73_hogrefe2021gac_2022"
"Goettingen U","TIB Consortium","IOP (TIB) 2022-2024","iop2022tib","2022","2022","read",13483.95,"01y9bpm73_iop2022tib_2022"
"Goettingen U","TIB Consortium","IOP (TIB) 2022-2024","iop2022tib","2022","2022","publish",44988.51,"01y9bpm73_iop2022tib_2022"
"Goettingen U","SUB Göttingen","The Royal Society (SUB Göttingen) 2022-2022","trs2022sub","2022","2022","read",16653.48,"01y9bpm73_trs2022sub_2022"
"Goettingen U","SUB Göttingen","The Royal Society (SUB Göttingen) 2022-2022","trs2022sub","2022","2022","publish",4498.2,"01y9bpm73_trs2022sub_2022"
"Goettingen U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2021,2021,NA,NA,"01y9bpm73_sage2021gac_2021"
