"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","license_ref","pmid","url","local_id","APC","Colour charges","Cover","Hybrid-OA","Other","Page charges","Permission","Publication charges","Reprint","Submission fee","identifier"
"fzj","2015",NA,"10.1074/jbc.m115.668186",FALSE,"Soc.","The journal of biological chemistry","1083-351X",NA,NA,"oai:juser.fz-juelich.de:276053","FZJ-2015-06539","","310.658","","","","958.603","","","","","oai:juser.fz-juelich.de:276053"
"fzj","2015",NA,"10.1103/physrevb.91.235149",FALSE,"APS","Physical review / B","1550-235X","APS-112012",NA,"oai:juser.fz-juelich.de:276109","FZJ-2015-06587","","846.92","","","","","","","","","oai:juser.fz-juelich.de:276109"
"fzj","2015","1165","10.1038/srep15808",FALSE,"Nature Publishing Group","Scientific reports","2045-2322","CCBY4",NA,"oai:juser.fz-juelich.de:276150","FZJ-2015-06623","1165","","","","","","","","","","oai:juser.fz-juelich.de:276150"
"fzj","2015","3700","10.1038/ncomms9816",FALSE,"Nature Publishing Group","Nature Communications","2041-1723","CCBY4",NA,"oai:juser.fz-juelich.de:276159","FZJ-2015-06632","3700","","","","","","","","","","oai:juser.fz-juelich.de:276159"
"fzj","2015","939.179","10.1107/s1600576715019226",TRUE,"Munksgaard","Journal of applied crystallography","1600-5767",NA,NA,"oai:juser.fz-juelich.de:276170","FZJ-2015-06637","","","","939.179","","","","","","","oai:juser.fz-juelich.de:276170"
"fzj","2015","939.179","10.1107/s1600576715019019",TRUE,"Munksgaard","Journal of applied crystallography","1600-5767",NA,NA,"oai:juser.fz-juelich.de:276171","FZJ-2015-06638","","","","939.179","","","","","","","oai:juser.fz-juelich.de:276171"
"fzj","2015","825","10.3402/tellusb.v67.28320",FALSE,"Inst.","Tellus / B","1600-0889","CCBY4",NA,"oai:juser.fz-juelich.de:276174","FZJ-2015-06641","825","","","","","","","","","","oai:juser.fz-juelich.de:276174"
"fzj","2015",NA,"10.2134/jeq2015.02.0085",FALSE,"ASA [u.a.]","Journal of environmental quality","0047-2425",NA,NA,"oai:juser.fz-juelich.de:276176","FZJ-2015-06643","","","","","","528.169","","","","","oai:juser.fz-juelich.de:276176"
"fzj","2015","750.00","10.5194/bgd-12-9879-2015",FALSE,"Copernicus","Biogeosciences discussions","1810-6285","CCBY3",NA,"oai:juser.fz-juelich.de:276177","FZJ-2015-06644","750.00","","","","","","","","","","oai:juser.fz-juelich.de:276177"
"fzj","2015","1200","10.3402/tellusb.v67.28793",FALSE,"Inst.","Tellus / B","1600-0889","CCBY4",NA,"oai:juser.fz-juelich.de:276181","FZJ-2015-06648","1200","","","","","","","","","","oai:juser.fz-juelich.de:276181"
"fzj","2015","1800","10.3402/tellusb.v67.28452",FALSE,"Inst.","Tellus / B","1600-0889","CCBY4",NA,"oai:juser.fz-juelich.de:276182","FZJ-2015-06649","1800","","","","","","","","","","oai:juser.fz-juelich.de:276182"
"fzj","2015","1102","10.5194/amtd-8-11779-2015",FALSE,"Copernicus","Atmospheric measurement techniques discussions","1867-8610","CCBY3",NA,"oai:juser.fz-juelich.de:276282","FZJ-2015-06743","1102","","","","","","","","","","oai:juser.fz-juelich.de:276282"
"fzj","2015",NA,"10.2136/vzj2014.09.0133",FALSE,"SSSA","Vadose zone journal","1539-1663",NA,NA,"oai:juser.fz-juelich.de:276306","FZJ-2015-06767","","","","","","","","1458.62","","","oai:juser.fz-juelich.de:276306"
"fzj","2015",NA,"10.1103/physrevlett.115.094801",FALSE,"APS","Physical review letters","1079-7114","APS-112012",NA,"oai:juser.fz-juelich.de:276340","FZJ-2015-06800","","","","","","","","646.61","","","oai:juser.fz-juelich.de:276340"
"fzj","2015","3700","10.1038/ncomms9162",FALSE,"Nature Publishing Group","Nature Communications","2041-1723",NA,NA,"oai:juser.fz-juelich.de:276351","FZJ-2015-06811","3700","","","","","","","","","","oai:juser.fz-juelich.de:276351"
"fzj","2015","984","10.5194/gmdd-8-6267-2015",FALSE,"Copernicus","Geoscientific model development discussions","1991-962X","CCBY3",NA,"oai:juser.fz-juelich.de:276361","FZJ-2015-06819","984","","","","","","","","","","oai:juser.fz-juelich.de:276361"
"fzj","2015",NA,"10.1016/j.neuroscience.2015.10.054",FALSE,"Elsevier Science","Neuroscience","0306-4522",NA,NA,"oai:juser.fz-juelich.de:276396","FZJ-2015-06844","","590","","","","","","","","","oai:juser.fz-juelich.de:276396"
"fzj","2015",NA,"10.1088/0029-5515/55/12/123004",FALSE,"IAEA","Nuclear fusion","0029-5515",NA,NA,"oai:juser.fz-juelich.de:276434","FZJ-2015-06873","","","","","","1800.00","","","","","oai:juser.fz-juelich.de:276434"
"fzj","2015","1398","10.1038/srep13222",FALSE,"Nature Publishing Group","Scientific reports","2045-2322","CCBY4",NA,"oai:juser.fz-juelich.de:276568","FZJ-2015-06933","1398","","","","","","","","","","oai:juser.fz-juelich.de:276568"
"fzj","2015","499.60","10.3390/rs70100725",FALSE,"MDPI","Remote sensing","2072-4292","CCBY4",NA,"oai:juser.fz-juelich.de:276577","FZJ-2015-06942","499.60","","","","","","","","","","oai:juser.fz-juelich.de:276577"
"fzj","2015",NA,"10.1109/jsen.2015.2422894",FALSE,"IEEE","IEEE sensors journal","1558-1748",NA,NA,"oai:juser.fz-juelich.de:276578","FZJ-2015-06943","","","","","213.31","","","","","","oai:juser.fz-juelich.de:276578"
"fzj","2015",NA,"10.1111/gcb.13017",FALSE,"Wiley-Blackwell","Global change biology","1354-1013",NA,NA,"oai:juser.fz-juelich.de:276580","FZJ-2015-06945","","493.771","","","","","","","","","oai:juser.fz-juelich.de:276580"
"fzj","2015","1176.00","10.5194/amtd-8-12475-2015",FALSE,"Copernicus","Atmospheric measurement techniques discussions","1867-8610","CCBY3",NA,"oai:juser.fz-juelich.de:276592","FZJ-2015-06946","1176.00","","","","","","","","","","oai:juser.fz-juelich.de:276592"
"fzj","2015","1008","10.5194/acpd-15-29171-2015",FALSE,"EGU","Atmospheric chemistry and physics / Discussions","1680-7375","CCBY3",NA,"oai:juser.fz-juelich.de:276603","FZJ-2015-06957","1008","","","","","","","","","","oai:juser.fz-juelich.de:276603"
"fzj","2015","1208.78","10.1371/journal.pone.0139710",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:juser.fz-juelich.de:276619","FZJ-2015-06964","1208.78","","","","","","","","","","oai:juser.fz-juelich.de:276619"
"fzj","2015","1143.26","10.3390/v7072812",FALSE,"MDPI","Viruses","1999-4915","CCBY4",NA,"oai:juser.fz-juelich.de:276643","FZJ-2015-06971","1143.26","","","","","","","","","","oai:juser.fz-juelich.de:276643"
"fzj","2015","914.98","10.4236/wjns.2015.55036",FALSE,"Scientific Research Publ.","World Journal of Neuroscience","2162-2019","CCBY4",NA,"oai:juser.fz-juelich.de:276645","FZJ-2015-06973","914.98","","","","","","","","","","oai:juser.fz-juelich.de:276645"
"fzj","2015","1247","10.5194/acpd-15-19903-2015",FALSE,"EGU","Atmospheric chemistry and physics / Discussions","1680-7375","CCBY3",NA,"oai:juser.fz-juelich.de:278670","FZJ-2015-06995","1247","","","","","","","","","","oai:juser.fz-juelich.de:278670"
"fzj","2015",NA,"10.1016/j.neuron.2015.12.001",FALSE,"Cell Press","Neuron","0896-6273",NA,NA,"oai:juser.fz-juelich.de:278706","FZJ-2015-07008","","","","","","","","","224","","oai:juser.fz-juelich.de:278706"
"fzj","2015",NA,"10.1002/2014wr016574",FALSE,"AGU","Water resources research","0043-1397",NA,NA,"oai:juser.fz-juelich.de:278960","FZJ-2015-07130","","","","","","111.057","","","","","oai:juser.fz-juelich.de:278960"
"fzj","2015",NA,"10.1016/j.jappgeo.2015.09.001",FALSE,"Elsevier Science","Journal of applied geophysics","0926-9851",NA,NA,"oai:juser.fz-juelich.de:279161","FZJ-2015-07232","","1770","","","","","","","","","oai:juser.fz-juelich.de:279161"
"fzj","2015",NA,NA,FALSE,"Wiley-Blackwell",NA,NA,NA,NA,"oai:juser.fz-juelich.de:279273","FZJ-2015-07288","","","","","","","141.04","","","","oai:juser.fz-juelich.de:279273"
"fzj","2015","1208.95","10.1371/journal.pone.0143647",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:juser.fz-juelich.de:279274","FZJ-2015-07289","1208.95","","","","","","","","","","oai:juser.fz-juelich.de:279274"
"fzj","2015",NA,"10.1002/anie.201503018",FALSE,"Wiley-VCH","Angewandte Chemie / International edition","1433-7851",NA,NA,"oai:juser.fz-juelich.de:279291","FZJ-2015-07306","","1485","","","","","","","","","oai:juser.fz-juelich.de:279291"
"fzj","2015","1747.90","10.3389/fenrg.2015.00055",FALSE,"Frontiers Media","Frontiers in energy research","2296-598X","CCBY4",NA,"oai:juser.fz-juelich.de:279293","FZJ-2015-07308","1747.90","","","","","","","","","","oai:juser.fz-juelich.de:279293"
"fzj","2015","1208.95","10.1371/journal.pone.0127865",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:juser.fz-juelich.de:279294","FZJ-2015-07309","1208.95","","","","","","","","","","oai:juser.fz-juelich.de:279294"
"fzj","2015","2618.00","10.1007/s00396-015-3707-4",TRUE,"Springer","Colloid & polymer science","1435-1536",NA,NA,"oai:juser.fz-juelich.de:279298","FZJ-2015-07313","","","","2618.00","","","","","","","oai:juser.fz-juelich.de:279298"
"fzj","2015",NA,"10.1063/1.4936616",FALSE,"American Inst. of Physics","Journal of applied physics","1089-7550",NA,NA,"oai:juser.fz-juelich.de:279314","FZJ-2015-07329","","","","","","","","461.21","","","oai:juser.fz-juelich.de:279314"
"fzj","2015","2965.38","10.1002/2014jd022468",TRUE,"Wiley","Journal of geophysical research / Atmospheres","2169-897X","CCBYNCND3",NA,"oai:juser.fz-juelich.de:279376","FZJ-2015-07388","","","","2965.38","","579.46","","","","","oai:juser.fz-juelich.de:279376"
"fzj","2015","864.00","10.5194/acp-15-13145-2015",FALSE,"EGU","Atmospheric chemistry and physics","1680-7324","CCBY3",NA,"oai:juser.fz-juelich.de:279377","FZJ-2015-07389","864.00","","","","","","","","","","oai:juser.fz-juelich.de:279377"
"fzj","2015","1208.95","10.1371/journal.pone.0128390",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:juser.fz-juelich.de:279386","FZJ-2015-07398","1208.95","","","","","","","","","","oai:juser.fz-juelich.de:279386"
"fzj","2015",NA,"10.1002/cyto.a.22779",FALSE,"Wiley-Liss","Cytometry / A","1552-4922",NA,NA,"oai:juser.fz-juelich.de:279404","FZJ-2015-07416","","1841.50","","","","","","","","","oai:juser.fz-juelich.de:279404"
"fzj","2015",NA,"10.1111/mmi.13147",FALSE,"Wiley-Blackwell","Molecular microbiology","0950-382X",NA,NA,"oai:juser.fz-juelich.de:279406","FZJ-2015-07418","","640.369","","","","","","","","","oai:juser.fz-juelich.de:279406"
"fzj","2015","1056","10.5194/amt-8-2473-2015",FALSE,"Copernicus","Atmospheric measurement techniques","1867-8548","CCBY3",NA,"oai:juser.fz-juelich.de:279583","FZJ-2015-07467","1056","","","","","","","","","","oai:juser.fz-juelich.de:279583"
"fzj","2015",NA,"10.1002/maco.201407901",FALSE,"Wiley-VCH","Materials and corrosion","0043-2822",NA,NA,"oai:juser.fz-juelich.de:279592","FZJ-2015-07476","","1327.31","752.1","","","","","","","","oai:juser.fz-juelich.de:279592"
"fzj","2015",NA,"10.1007/s11837-015-1645-8",FALSE,"Springer Science + Business Media","JOM","0148-6608",NA,NA,"oai:juser.fz-juelich.de:279594","FZJ-2015-07478","","1130.5","","","","","","","","","oai:juser.fz-juelich.de:279594"
"fzj","2015",NA,"10.1063/1.4931981",FALSE,"American Inst. of Physics","Journal of applied physics","1089-7550",NA,NA,"oai:juser.fz-juelich.de:279624","FZJ-2015-07508","","","","","","","","444.23","","","oai:juser.fz-juelich.de:279624"
"fzj","2016",NA,"10.1016/j.scitotenv.2015.07.036",FALSE,"Elsevier Science","The science of the total environment","0048-9697",NA,NA,"oai:juser.fz-juelich.de:279648","FZJ-2015-07530","","2655","","","","","","","","","oai:juser.fz-juelich.de:279648"
"fzj","2016",NA,"10.1016/j.scitotenv.2015.04.122",FALSE,"Elsevier Science","The science of the total environment","0048-9697",NA,NA,"oai:juser.fz-juelich.de:279649","FZJ-2015-07531","","1770.00","","","","","","","","","oai:juser.fz-juelich.de:279649"
"fzj","2015",NA,"10.1002/adfm.201502767",FALSE,"Wiley-VCH","Advanced functional materials","1616-301X",NA,NA,"oai:juser.fz-juelich.de:279651","FZJ-2015-07533","","1495","","","392.7","","","","","","oai:juser.fz-juelich.de:279651"
"fzj","2015","783.00","10.5194/hessd-12-5123-2015",FALSE,"Soc.","Hydrology and earth system sciences discussions","1812-2116","CCBY3",NA,"oai:juser.fz-juelich.de:279775","FZJ-2015-07657","783.00","","","","","","","","","","oai:juser.fz-juelich.de:279775"
"fzj","2015",NA,"10.1039/c5sm01678a",FALSE,"Royal Soc. of Chemistry","Soft matter","1744-6848","CCBY3",NA,"oai:juser.fz-juelich.de:279820","FZJ-2015-07699","","","","","1063.78","","","","","","oai:juser.fz-juelich.de:279820"
"fzj","2016",NA,"10.1016/j.nucengdes.2015.08.013",FALSE,"Elsevier Science","Nuclear engineering and design","0029-5493",NA,NA,"oai:juser.fz-juelich.de:279898","FZJ-2015-07772","","3430","","","","","","","","","oai:juser.fz-juelich.de:279898"
"fzj","2016",NA,"10.1016/j.nucengdes.2015.08.002",FALSE,"Elsevier Science","Nuclear engineering and design","0029-5493",NA,NA,"oai:juser.fz-juelich.de:279899","FZJ-2015-07773","","2940","","","","","","","","","oai:juser.fz-juelich.de:279899"
"fzj","2015",NA,"10.1002/2015ja021405",FALSE,"Wiley","Journal of geophysical research / Space physics","2169-9380",NA,NA,"oai:juser.fz-juelich.de:279921","FZJ-2015-07795","","","","","","1828.00","","","","","oai:juser.fz-juelich.de:279921"
"fzj","2015",NA,"10.1074/jbc.m115.675827",FALSE,"Soc.","The journal of biological chemistry","1083-351X",NA,NA,"oai:juser.fz-juelich.de:279924","FZJ-2015-07798","","90.62","","","","898.45","","","","","oai:juser.fz-juelich.de:279924"
"fzj","2015","902.00","10.5194/angeo-33-483-2015",FALSE,"Copernicus","Annales geophysicae","0992-7689","CCBY3",NA,"oai:juser.fz-juelich.de:280095","FZJ-2015-07842","902.00","","","","","","","","","","oai:juser.fz-juelich.de:280095"
"fzj","2015","864.00","10.5194/acpd-15-34325-2015",FALSE,"EGU","Atmospheric chemistry and physics / Discussions","1680-7367","CCBY3",NA,"oai:juser.fz-juelich.de:280096","FZJ-2015-07843","864.00","","","","","","","","","","oai:juser.fz-juelich.de:280096"
"fzj","2015","3077.8","10.1002/2014jd022429",TRUE,"Wiley","Journal of geophysical research / Atmospheres","2169-897X","CCBYNCND4",NA,"oai:juser.fz-juelich.de:280097","FZJ-2015-07844","","","","3077.8","","","","","","","oai:juser.fz-juelich.de:280097"
"fzj","2016","2438","10.1093/cercor/bhv270",TRUE,"Oxford Univ. Press","Cerebral cortex","1460-2199","CCBYNC4",NA,"oai:juser.fz-juelich.de:280153","FZJ-2015-07899","","3150","","2438","","799","","","","","oai:juser.fz-juelich.de:280153"
"fzj","2016","2438.00","10.1093/cercor/bhv271",TRUE,"Oxford Univ. Press","Cerebral cortex","1460-2199","CCBYNC4",NA,"oai:juser.fz-juelich.de:280154","FZJ-2015-07900","","4200.00","","2438.00","","893.00","","","","","oai:juser.fz-juelich.de:280154"
"fzj","2016",NA,"10.1007/s10967-015-4665-5",FALSE,"Springer Science + Business Media B.V","Journal of radioanalytical and nuclear chemistry","1588-2780",NA,NA,"oai:juser.fz-juelich.de:280369","FZJ-2016-00153","","1130.50","","","","","","","","","oai:juser.fz-juelich.de:280369"
"fzj","2015","1241.67","10.1371/journal.pone.0145174",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:juser.fz-juelich.de:280377","FZJ-2016-00154","1241.67","","","","","","","","","","oai:juser.fz-juelich.de:280377"
"fzj","2016","2511.44","10.3389/fpsyg.2015.02045",FALSE,"Frontiers Research Foundation","Frontiers in psychology","1664-1078","CCBY4",NA,"oai:juser.fz-juelich.de:280399","FZJ-2016-00176","2511.44","","","","","","","","","","oai:juser.fz-juelich.de:280399"
"fzj","2015","1208.95","10.1371/journal.pone.0139095",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:juser.fz-juelich.de:280468","FZJ-2016-00242","1208.95","","","","","","","","","","oai:juser.fz-juelich.de:280468"
"fzj","2016",NA,"10.1093/cercor/bhv262",FALSE,"Oxford Univ. Press","Cerebral cortex","1460-2199","CCBYNC4",NA,"oai:juser.fz-juelich.de:280488","FZJ-2016-00258","","","","","","","","","","99.99","oai:juser.fz-juelich.de:280488"
"fzj","2015","1360","10.3402/tellusb.v67.28339",FALSE,"Inst.","Tellus / B","1600-0889","CCBY4",NA,"oai:juser.fz-juelich.de:280643","FZJ-2016-00408","1360","","","","","","","","","","oai:juser.fz-juelich.de:280643"
"fzj","2015","1206.66","10.1371/journal.pone.0135998",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:juser.fz-juelich.de:280667","FZJ-2016-00424","1206.66","","","","","","","","","","oai:juser.fz-juelich.de:280667"
"fzj","2015",NA,"10.1002/cbic.201402664",FALSE,"Wiley-VCH","ChemBioChem","1439-4227",NA,NA,"oai:juser.fz-juelich.de:280691","FZJ-2016-00448","","663.87","","","","","","","","","oai:juser.fz-juelich.de:280691"
"fzj","2015","1760.00","10.1002/pssa.201431863",FALSE,NA,"Physica status solidi / A","1862-6300",NA,NA,"oai:juser.fz-juelich.de:280699","FZJ-2016-00456","1760.00","","","","55","","","","","","oai:juser.fz-juelich.de:280699"
"fzj","2016",NA,"10.1016/j.jeurceramsoc.2015.12.008",FALSE,"Elsevier Science","Journal of the European Ceramic Society","0955-2219",NA,NA,"oai:juser.fz-juelich.de:280720","FZJ-2016-00477","","885","","","","","","","","","oai:juser.fz-juelich.de:280720"
"fzj","2015",NA,"10.1002/mbo3.275",FALSE,"Bentham Open","The open microbiology journal","1874-2858","CCBY4",NA,"oai:juser.fz-juelich.de:280727","FZJ-2016-00484","","","","","","","","1782.00","","","oai:juser.fz-juelich.de:280727"
"fzj","2015","1277.28","10.3389/fmolb.2015.00055",FALSE,"Frontiers","Frontiers in molecular biosciences","2296-889X","CCBY4",NA,"oai:juser.fz-juelich.de:280737","FZJ-2016-00494","1277.28","","","","","","","","","","oai:juser.fz-juelich.de:280737"
"fzj","2015",NA,"10.1080/15548627.2015.1076605",FALSE,"Taylor & Francis","Autophagy","1554-8635",NA,NA,"oai:juser.fz-juelich.de:280772","FZJ-2016-00528","","741.666","","","93.8817","844.936","","","","","oai:juser.fz-juelich.de:280772"
"fzj","2015",NA,"10.1002/adma.201502574",FALSE,"Wiley-VCH","Advanced materials","0935-9648",NA,NA,"oai:juser.fz-juelich.de:280882","FZJ-2016-00593","","1485.00","","","","","","","","","oai:juser.fz-juelich.de:280882"
"fzj","2015",NA,"10.1103/physrevb.91.155433",FALSE,"APS","Physical review / B","1550-235X","APS-112012",NA,"oai:juser.fz-juelich.de:280904","FZJ-2016-00615","","3178.39","","","","","","","","","oai:juser.fz-juelich.de:280904"
"fzj","2015","2396.7","10.1103/physrevlett.115.066801",TRUE,"APS","Physical review letters","1079-7114","CCBY3",NA,"oai:juser.fz-juelich.de:280918","FZJ-2016-00629","","","","2396.7","","","","639.45","","","oai:juser.fz-juelich.de:280918"
"fzj","2015","2402.42","10.1103/physrevlett.115.026101",TRUE,"APS","Physical review letters","1079-7114","CCBY3",NA,"oai:juser.fz-juelich.de:280924","FZJ-2016-00635","","2179.98","","2402.42","","","","","","","oai:juser.fz-juelich.de:280924"
"fzj","2015",NA,"10.1002/2015gl066497",FALSE,"Wiley","Geophysical research letters","0094-8276",NA,NA,"oai:juser.fz-juelich.de:280944","FZJ-2016-00655","","","","","","567.10","","","","","oai:juser.fz-juelich.de:280944"
"fzj","2015","696.6","10.1104/pp.15.00974",TRUE,"American Society of Plant Biologists","Plant physiology","1532-2548","PublisherOA",NA,"oai:juser.fz-juelich.de:280979","FZJ-2016-00690","","","","696.6","","","","1764.38","","","oai:juser.fz-juelich.de:280979"
"fzj","2015",NA,"10.1002/adfm.201500825",FALSE,"Wiley-VCH","Advanced functional materials","1616-301X",NA,NA,"oai:juser.fz-juelich.de:281016","FZJ-2016-00727","","","","","8.96","","","","","","oai:juser.fz-juelich.de:281016"
"fzj","2016",NA,"10.1162/jocn_a_00890",FALSE,"MIT Pr. Journals","Journal of cognitive neuroscience","1530-8898",NA,NA,"oai:juser.fz-juelich.de:281020","FZJ-2016-00731","","","","","","817.611","","","","","oai:juser.fz-juelich.de:281020"
"fzj","2015",NA,"10.1002/adsc.201500149",FALSE,"Wiley-VCH","Advanced synthesis & catalysis","0941-1216",NA,NA,"oai:juser.fz-juelich.de:281026","FZJ-2016-00737","","831.94","","","","","","","","","oai:juser.fz-juelich.de:281026"
"fzj","2016","1165","10.1038/srep17908",FALSE,"Nature Publishing Group","Scientific reports","2045-2322","CCBY4",NA,"oai:juser.fz-juelich.de:281037","FZJ-2016-00748","1165","","","","","","","","","","oai:juser.fz-juelich.de:281037"
"fzj","2016",NA,"10.1002/anie.201509198",FALSE,"Wiley-VCH","Angewandte Chemie / International edition","1433-7851",NA,NA,"oai:juser.fz-juelich.de:281070","FZJ-2016-00775","","1980.01","","","","","","","","","oai:juser.fz-juelich.de:281070"
"fzj","2015","1233.36","10.1371/journal.pone.0141108",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:juser.fz-juelich.de:281306","FZJ-2016-01005","1233.36","","","","","","","","","","oai:juser.fz-juelich.de:281306"
"fzj","2015",NA,"10.1002/pssa.201431496",FALSE,"Wiley-VCH","Physica status solidi / A","1862-6300",NA,NA,"oai:juser.fz-juelich.de:281334","FZJ-2016-01033","","","","","1422.05","","","","","","oai:juser.fz-juelich.de:281334"
"fzj","2016","1165","10.1038/srep19513",FALSE,"Nature Publishing Group","Scientific reports","2045-2322",NA,NA,"oai:juser.fz-juelich.de:281451","FZJ-2016-01144","1165","","","","","","","","","","oai:juser.fz-juelich.de:281451"
"fzj","2016",NA,"10.1016/j.neuropsychologia.2015.12.022",FALSE,"Elsevier Science","Neuropsychologia","0028-3932",NA,NA,"oai:juser.fz-juelich.de:281523","FZJ-2016-01212","","1180","","","","","","","","","oai:juser.fz-juelich.de:281523"
"fzj","2015","0.00","10.3390/ijgi4031346",FALSE,"MDPI","ISPRS International Journal of Geo-Information","2220-9964","CCBY4",NA,"oai:juser.fz-juelich.de:281641","FZJ-2016-01329","0.00","","","","","","","","","","oai:juser.fz-juelich.de:281641"
"fzj","2015","1744.35","10.1155/2015/569052",FALSE,"Hindawi","BioMed research international","2314-6141","CCBY3",NA,"oai:juser.fz-juelich.de:281677","FZJ-2016-01365","1744.35","","","","","","","","","","oai:juser.fz-juelich.de:281677"
"fzj","2015","1208.95","10.1371/journal.pone.0117205",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:juser.fz-juelich.de:281683","FZJ-2016-01371","1208.95","","","","42.76","","","","","","oai:juser.fz-juelich.de:281683"
"fzj","2015","960","10.3389/fnsys.2015.00049",FALSE,"Frontiers Research Foundation","Frontiers in systems neuroscience","1662-5137","CCBY4",NA,"oai:juser.fz-juelich.de:281691","FZJ-2016-01379","960","","","","","","","","","","oai:juser.fz-juelich.de:281691"
"fzj","2016",NA,"10.1002/chem.201503839",FALSE,"Wiley-VCH","Chemistry - a European journal","0947-6539",NA,NA,"oai:juser.fz-juelich.de:281713","FZJ-2016-01401","","1428.57","840.34","","431.09","","","","","","oai:juser.fz-juelich.de:281713"
"fzj","2016","1396.00","10.1186/s12934-016-0433-7",FALSE,"Biomed Central","Microbial cell factories","1475-2859","CCBY4",NA,"oai:juser.fz-juelich.de:281945","FZJ-2016-01592","1396.00","","","","","","","","","","oai:juser.fz-juelich.de:281945"
"fzj","2016",NA,"10.1016/j.chemgeo.2016.01.018",FALSE,"Elsevier","Chemical geology","0009-2541",NA,NA,"oai:juser.fz-juelich.de:281954","FZJ-2016-01598","","295.00","","","","","","","","","oai:juser.fz-juelich.de:281954"
"fzj","2015",NA,"10.1186/s13063-015-0747-5",FALSE,"BioMed Central","Trials","1745-6215","CCBY4",NA,"oai:juser.fz-juelich.de:281961","FZJ-2016-01605","","","","","","772.52","","","","","oai:juser.fz-juelich.de:281961"
"fzj","2016",NA,"10.1063/1.4941923",FALSE,"American Inst. of Physics","Applied physics letters","1077-3118",NA,NA,"oai:juser.fz-juelich.de:282870","FZJ-2016-01617","","","","","","","","325.44","","","oai:juser.fz-juelich.de:282870"
"fzj","2016","2945.38","10.1016/j.biombioe.2016.02.010",TRUE,"Elsevier Science","Biomass and bioenergy","0961-9534","CCBY4",NA,"oai:juser.fz-juelich.de:282984","FZJ-2016-01711","","","","2945.38","","","","","","","oai:juser.fz-juelich.de:282984"
"fzj","2016","699.72","10.1002/jpln.201500119",FALSE,"Wiley-VCH","Journal of plant nutrition and soil science","0044-3263",NA,NA,"oai:juser.fz-juelich.de:283057","FZJ-2016-01739","699.72","","","","","","","","","","oai:juser.fz-juelich.de:283057"
"fzj","2016","466.74","10.15662/ijareeie.2016.0501068",FALSE,NA,"International journal of advanced research in electrical, electronics and instrumentation engineering","2278-8875",NA,NA,"oai:juser.fz-juelich.de:283336","FZJ-2016-01765","466.74","","","","","","","","","","oai:juser.fz-juelich.de:283336"
"fzj","2016","1378.32","10.1371/journal.pone.0147470",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:juser.fz-juelich.de:283460","FZJ-2016-01815","1378.32","","","","","","","","","","oai:juser.fz-juelich.de:283460"
"fzj","2016","690.61","10.1104/pp.15.01388",TRUE,"Soc.","Plant physiology","1532-2548",NA,NA,"oai:juser.fz-juelich.de:283462","FZJ-2016-01817","","","","690.61","","","","1749.54","","","oai:juser.fz-juelich.de:283462"
"fzj","2016","1150.46","10.3389/fnins.2016.00008",FALSE,"Frontiers Research Foundation","Frontiers in neuroscience","1662-453X","CCBY4",NA,"oai:juser.fz-juelich.de:283528","FZJ-2016-01847","1150.46","","","","","","","","","","oai:juser.fz-juelich.de:283528"
"fzj","2016",NA,"10.1016/j.bpj.2016.01.021",FALSE,"Cell Press","Biophysical journal","0006-3495",NA,NA,"oai:juser.fz-juelich.de:283547","FZJ-2016-01863","","311.59","","","","930.30","","","","","oai:juser.fz-juelich.de:283547"
"fzj","2017","1458.00","10.1111/gcbb.12346",FALSE,"Wiley-Blackwell","Global change biology / Bioenergy","1757-1693","CCBY4",NA,"oai:juser.fz-juelich.de:283565","FZJ-2016-01879","1458.00","","","","","","","","","","oai:juser.fz-juelich.de:283565"
"fzj","2016",NA,"10.1002/wsbm.1326",FALSE,"Wiley-Blackwell","Wiley interdisciplinary reviews / Systems biology and medicine","1939-5094",NA,NA,"oai:juser.fz-juelich.de:283732","FZJ-2016-02019","","","","","278.65","","","","","","oai:juser.fz-juelich.de:283732"
"fzj","2016","864","10.5194/amt-9-3455-2016",FALSE,"Copernicus","Atmospheric measurement techniques","1867-1381","CCBY3",NA,"oai:juser.fz-juelich.de:807643","FZJ-2016-02130","864","","","","","","","","","","oai:juser.fz-juelich.de:807643"
"fzj","2016","1165.00","10.1038/srep22148",FALSE,"Nature Publishing Group","Scientific reports","2045-2322","CCBY4",NA,"oai:juser.fz-juelich.de:807644","FZJ-2016-02131","1165.00","","","","","","","","","","oai:juser.fz-juelich.de:807644"
"fzj","2016","2444.4","10.1103/physrevlett.116.126805",TRUE,"APS","Physical review letters","1079-7114","CCBY3",NA,"oai:juser.fz-juelich.de:807653","FZJ-2016-02139","","","","2444.4","","","","","","","oai:juser.fz-juelich.de:807653"
