"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Friedrich-Schiller-Universität Jena",2024,10000,"10.30965/9783657796649",FALSE,"Brill | Schöningh","Recht und Gerechtigkeit?","978-3-657-79664-9","978-3-506-79664-6","978-3-657-79664-9",NA,TRUE,TRUE
