"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Charles University",2020,15442.72,"10.1007/978-3-030-57562-5",FALSE,"Springer International Publishing","Cultural Convergence","978-3-030-57561-8","978-3-030-57561-8","978-3-030-57562-5","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Charles University",2020,10283.12,"10.1163/9789004440791",FALSE,"Brill","“The Turk” in the Czech Imagination (1870s-1923)","978-90-04-44077-7","978-90-04-44077-7","978-90-04-44079-1",NA,TRUE,FALSE
