"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Freiburg U",2023,5950,"10.1007/978-3-658-42720-7",FALSE,"Springer Fachmedien Wiesbaden","Nachhaltige Gestaltung von lokalen Ernährungssystemen durch Kommunalpolitik und -verwaltung","978-3-658-42719-1","978-3-658-42719-1","978-3-658-42720-7","https://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Freiburg U",2024,7548.17,"10.11647/obp.0381",FALSE,"Open Book Publishers","The Kingdom and the Qur’an","978-1-80511-176-4","978-1-80511-176-4","978-1-80511-178-8","https://creativecommons.org/licenses/by-nd/4.0/",TRUE,TRUE
"Freiburg U",2024,7404.78,"10.14361/9783839471906",FALSE,"transcript Verlag","Autobiographisches Wiedererzählen","978-3-8376-7190-2","978-3-8376-7190-2","978-3-8394-7190-6","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Freiburg U",2024,7240.08,"10.46500/83535359",FALSE,"Wallstein Verlag","Monument und Misserfolg: Leone Leoni idealisiert Karl V.","978-3-8353-8074-5","978-3-8353-8074-5",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Freiburg U",2024,874.65,"10.46500/83535547",FALSE,"Wallstein Verlag","Schlüsselkonzepte des Heroischen","978-3-8353-8057-8","978-3-8353-8057-8",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Freiburg U",2024,10751.83,"10.46500/83535698",FALSE,"Wallstein Verlag","Ästhetiken des Heroischen: Darstellung - Affizierung - Gesellschaft","978-3-8353-8086-8","978-3-8353-8086-8",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Freiburg U",2024,10488.24,"10.46500/83535699",FALSE,"Wallstein Verlag","Held:innen: Personalisierung – Subjektivierung – Autorität","978-3-8353-8093-6","978-3-8353-8093-6",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Freiburg U",2024,11448.16,"10.46500/83535706",FALSE,"Wallstein Verlag","Männer, Helden und Held:innen: Effekte des Heroischen in Geschlechterordnungen","978-3-8353-8087-5","978-3-8353-8087-5",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Freiburg U",2024,14708.1,"10.46500/83535707",FALSE,"Wallstein Verlag","Umbrüche und Umdeutungen: Heroisierungen in historischer Perspektive","978-3-8353-8088-2","978-3-8353-8088-2",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Freiburg U",2025,10472,"10.5771/9783495993033",FALSE,"Verlag Karl Alber","Philosophie ist Theologie","978-3-495-99303-3","978-3-495-99303-3",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"",,,"","","","","","","","","",""
"Freiburg U",2024,8675.1,"10.5771/9783987400698",FALSE,"Ergon – ein Verlag in der Nomos Verlagsgesellschaft","Geschichtspolitik in Iran","978-3-98740-069-8","978-3-98740-069-8",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Freiburg U",2024,10858.75,"10.5771/9783987401138",FALSE,"Ergon – ein Verlag in der Nomos Verlagsgesellschaft","„Wo alle Herzen heldenmüthig schlugen“","978-3-98740-113-8","978-3-98740-113-8",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Freiburg U",2024,11607.26,"10.5771/9783987401176",FALSE,"Ergon – ein Verlag in der Nomos Verlagsgesellschaft","Sport und das Heroische in Moderne und Gegenwart","978-3-98740-117-6","978-3-98740-117-6",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
