"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","url"
"Albert-Ludwigs-Universität Freiburg",2011,2376.49,"10.1371/journal.pcbi.1001104","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1260,"10.1186/1477-7525-8-100","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,998.4,"10.1371/journal.pone.0013001","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,350,"10.1155/2011/860169","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1336.33,"10.1364/OE.19.002347","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,937.44,,"FALSE","Interciencia Association","Interciencia","0378-1844","0378-1844",,"http://www.interciencia.org/v36_04/272.pdf"
"Albert-Ludwigs-Universität Freiburg",2011,1290,"10.1186/1478-811X-9-6","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,961.5,"10.1186/1471-2431-11-27","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,350,"10.1155/2011/765473","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1198.94,"10.1364/OE.19.009434","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,621.18,"10.5194/hess-15-3461-2011","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1928,"10.1371/journal.pcbi.1002059","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1200,"10.3389/fncom.2011.00032","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1315,"10.1186/1478-811X-9-17","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1280,"10.3389/fpsyg.2011.00231","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1024.8,"10.1186/1750-0680-6-4","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1510.01,"10.1364/OE.19.017283","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,720.15,"10.1155/2012/484812","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1530.58,"10.1364/OE.19.021627","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1385,"10.1186/1471-2105-12-456","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1243.14,"10.1364/OE.19.018584","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,828.24,"10.5194/hess-16-631-2012","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1142.4,"10.3389/fnsys.2011.00086","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,1142.4,"10.3389/fncom.2011.00059","FALSE",,,,,,
"Albert-Ludwigs-Universität Freiburg",2011,2012.3,"10.1371/journal.pcbi.1002254","FALSE",,,,,,
