"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"",,,"","","","","","","","","",""
"CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",2021,12500,"10.35690/978-2-7592-3464-6",FALSE,"éditions Quae","Les communs","978-2-7592-3464-6","978-2-7592-3464-6",NA,NA,TRUE,FALSE
"CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",2022,2100,"10.35690/978-2-7592-3486-8",FALSE,"éditions Quae","Élevages au pâturage et développement durable des territoires méditerranéens et tropicaux","978-2-7592-3486-8","978-2-7592-3486-8",NA,NA,TRUE,FALSE
"CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",2021,10000,"10.35690/978-2-7592-3500-1",FALSE,"éditions Quae","L’élevage des grands camélidés","978-2-7592-3500-1","978-2-7592-3500-1",NA,NA,TRUE,FALSE
"CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",2021,18000,"10.35690/978-2-7592-3536-0",FALSE,"éditions Quae","Public policies and food systems in Latin America","978-2-7592-3536-0","978-2-7592-3536-0",NA,NA,TRUE,FALSE
"CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",2021,2500,"10.35690/978-2-7592-3542-1",FALSE,"éditions Quae","La fabrique de l'agronomie","978-2-7592-3542-1","978-2-7592-3542-1",NA,NA,TRUE,FALSE
"CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",2022,7500,"10.35690/978-2-7592-3588-9",FALSE,"éditions Quae","Justice environnementale dans les espaces ruraux en Afrique","978-2-7592-3588-9","978-2-7592-3588-9",NA,NA,TRUE,FALSE
"CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",2022,3150,"10.35690/978-2-7592-3598-8",FALSE,"éditions Quae","Le Moustique, ennemi public n° 1 ?","978-2-7592-3598-8","978-2-7592-3598-8",NA,NA,TRUE,FALSE
"CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",2022,4200,"10.35690/978-2-7592-3676-3",FALSE,"éditions Quae","Oil Palm Fertilization Guide","978-2-7592-3676-3","978-2-7592-3676-3",NA,NA,TRUE,FALSE
