"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement"
"TH Ingolstadt",2023,3409.24,"10.1007/s13272-023-00646-1",TRUE,"Springer Nature","CEAS Aeronautical Journal","1869-5582","1869-5582","1869-5590","1869-5582","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"TH Ingolstadt",2023,3409.24,"10.1007/s11573-023-01144-w",TRUE,"Springer Nature","Journal of Business Economics","0044-2372","0044-2372","1861-8928","0044-2372","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"TH Ingolstadt",2023,3409.24,"10.1007/s12369-023-01003-2",TRUE,"Springer Nature","International Journal of Social Robotics","1875-4791","1875-4791","1875-4805","1875-4791","https://creativecommons.org/licenses/by/4.0",TRUE,"37359432","PMC10226445",NA,NA,FALSE,"DEAL Springer Nature Germany"
"TH Ingolstadt",2023,3409.24,"10.1007/s00355-023-01471-5",TRUE,"Springer Nature","Social Choice and Welfare","0176-1714","0176-1714","1432-217X","0176-1714","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"TH Ingolstadt",2023,3409.24,"10.1007/s11948-023-00454-0",TRUE,"Springer Nature","Science and Engineering Ethics","1353-3452","1353-3452","1471-5546","1353-3452","https://creativecommons.org/licenses/by/4.0",TRUE,"37672172","PMC10482798",NA,NA,FALSE,"DEAL Springer Nature Germany"
