institution,	period,	euro,	doi,	is_hybrid
TU Berakadamie Freiberg,	2020,	247.25,	10.1107/S241431462001384X,	false
TU Berakadamie Freiberg,	2020,	967.29,	10.3390/bioengineering7040127,	false
TU Berakadamie Freiberg,	2020,	248.21,	10.1107/S2414314620014443,	false
TU Berakadamie Freiberg,	2020,	1547.67,	10.3390/min10111004,	false
TU Berakadamie Freiberg,	2020,	1203.74,	10.3390/coatings10111112,	false
TU Berakadamie Freiberg,	2020,	394.35,	10.1107/S2056989020012554, 	false
TU Berakadamie Freiberg,	2020,	384.54,	10.1107/S2056989021001067,	false
