"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Dortmund TU",2022,6125,"10.1515/9783839463345",FALSE,"transcript Verlag","Kirchliche Jugendarbeit in der Ganztagsschule","978-3-8394-6334-5",NA,"978-3-8394-6334-5","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Dortmund TU",2022,5950,"10.1515/9783868597967",FALSE,"De Gruyter","Sakralität im Wandel","978-3-86859-796-7",NA,"978-3-86859-796-7","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,TRUE
