pos;institution_name;journal_title;eissn;doi;url;accepted;par_fee;initial_opt-out
14;Technische Universität Dortmund;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202208358;https://doi.org/10.1002/anie.202208358;06.07.2022;2750;optout
33;Technische Universität Dortmund;PROCEEDINGS IN APPLIED MATHEMATICS & MECHANICS;1617-7061;10.1002/pamm.202200290;https://doi.org/10.1002/pamm.202200290;11.12.2022;2750;optout
