"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Erasmus University",2016,NA,"10.1007/s10551-015-2975-8",TRUE,"Springer Nature","Journal of Business Ethics","0167-4544","0167-4544","1573-0697",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Amsterdam",2016,NA,"10.1007/s11241-015-9246-8",TRUE,"Springer Nature","Real-Time Systems","0922-6443","0922-6443","1573-1383","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"Erasmus University",2016,NA,"10.1007/s10472-015-9492-4",TRUE,"Springer Nature","Annals of Mathematics and Artificial Intelligence","1012-2443","1012-2443","1573-7470",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Amsterdam",2016,NA,"10.1007/s00167-015-3944-6",TRUE,"Springer Nature","Knee Surgery, Sports Traumatology, Arthroscopy","0942-2056","0942-2056","1433-7347",NA,TRUE,"26803783","PMC4823352",NA,NA,FALSE
"University of Twente",2016,NA,"10.1007/s12350-015-0374-2",TRUE,"Springer Nature","Journal of Nuclear Cardiology","1071-3581","1071-3581","1532-6551",NA,TRUE,NA,NA,NA,NA,FALSE
"University Medical Center Utrecht",2016,NA,"10.1007/s40279-015-0468-7",TRUE,"Springer Nature","Sports Medicine","0112-1642","0112-1642","1179-2035","http://creativecommons.org/licenses/by/4.0",TRUE,"26767837","PMC4887544",NA,NA,FALSE
"Delft University of Technology",2016,NA,"10.1007/s10546-015-0124-7",TRUE,"Springer Nature","Boundary-Layer Meteorology","0006-8314","0006-8314","1573-1472","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"Erasmus University",2016,NA,"10.1007/s11225-015-9649-5",TRUE,"Springer Nature","Studia Logica","0039-3215","0039-3215","1572-8730","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"Radboud University Medical Center",2016,NA,"10.1007/s12015-016-9644-x",TRUE,"Springer Nature","Stem Cell Reviews and Reports","1550-8943","1550-8943","1558-6804","http://creativecommons.org/licenses/by/4.0",TRUE,"26803618","PMC4879177",NA,NA,FALSE
"Maastricht University",2016,NA,"10.1007/s10840-015-0089-y",TRUE,"Springer Nature","Journal of Interventional Cardiac Electrophysiology","1383-875X","1383-875X","1572-8595",NA,TRUE,"26728030","PMC4757611",NA,NA,FALSE
"University of Amsterdam",2016,NA,"10.1007/s10120-015-0587-8",TRUE,"Springer Nature","Gastric Cancer","1436-3291","1436-3291","1436-3305","http://creativecommons.org/licenses/by/4.0",TRUE,"26754295","PMC4906062",NA,NA,FALSE
"Delft University of Technology",2016,NA,"10.1007/s11948-015-9744-z",TRUE,"Springer Nature","Science and Engineering Ethics","1353-3452","1353-3452","1471-5546","http://creativecommons.org/licenses/by/4.0",TRUE,"26740099","PMC4912572",NA,NA,FALSE
