"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","agreement"
"PIK-Potsdam",2021,3396.12,"10.1140/epjs/s11734-021-00175-0","TRUE","Springer Nature","European Physical Journal - Special Topics","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1140/epjs/s11734-021-00011-5","TRUE","Springer Nature","European Physical Journal - Special Topics","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1007/s11625-021-01040-8","TRUE","Springer Nature","Sustainability Science","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1007/s10018-021-00327-5","TRUE","Springer Nature","Environmental Economics and Policy Studies","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1007/s00382-021-05871-0","TRUE","Springer Nature","Climate Dynamics ","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1007/s10666-021-09760-y","TRUE","Springer Nature","Environmental Modeling and Assessment","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1007/s11071-021-06457-5","TRUE","Springer Nature","Nonlinear Dynamics","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1140/epjs/s11734-021-00279-7","TRUE","Springer Nature","European Physical Journal - Special Topics","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1007/s10113-021-01799-7","TRUE","Springer Nature","Regional Environmental Change","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1007/s41885-021-00100-8","TRUE","Springer Nature","Economics of Disasters and Climate Change","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1007/s00382-021-05974-8","TRUE","Springer Nature","Climate Dynamics","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1140/epjs/s11734-021-00186-x","TRUE","Springer Nature","European Physical Journal - Special Topics","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1007/s11027-021-09953-6","TRUE","Springer Nature","Mitigation and Adaptation Strategies for Global Change ","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1007/s11111-021-00393-7","TRUE","Springer Nature","Population and Environment","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1140/epjs/s11734-021-00155-4","TRUE","Springer Nature","European Physical Journal - Special Topics","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1140/epjs/s11734-021-00138-5","TRUE","Springer Nature","European Physical Journal - Special Topics","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1007/s13412-021-00699-w","TRUE","Springer Nature","Journal of Environmental Studies and Sciences","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1140/epjs/s11734-021-00166-1","TRUE","Springer Nature","European Physical Journal - Special Topics","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1140/epjs/s11734-021-00164-3","TRUE","Springer Nature","European Physical Journal - Special Topics","sn2020deal"
"PIK-Potsdam",2021,3396.12,"10.1140/epjs/s11734-021-00187-w","TRUE","Springer Nature","European Physical Journal - Special Topics","sn2020deal"
"PIK-Potsdam",2021,1774.89,"10.1038/s41598-020-73956-7","FALSE","Springer Nature","Scientific Reports","sn2020deal"
"PIK-Potsdam",2021,1774.89,"10.1038/s41598-020-75213-3","FALSE","Springer Nature","Scientific Reports","sn2020deal"
"PIK-Potsdam",2021,1774.89,"10.1038/s41598-020-76315-8","FALSE","Springer Nature","Scientific Reports","sn2020deal"
"PIK-Potsdam",2021,3451.00,"10.1038/s41467-020-18934-3","FALSE","Springer Nature","Nature Communications","sn2020deal"
"PIK-Potsdam",2021,3451.00,"10.1038/s41467-021-21640-3","FALSE","Springer Nature","Nature Communications","sn2020deal"
"PIK-Potsdam",2021,3451.00,"10.1038/s41467-021-22211-2","FALSE","Springer Nature","Nature Communications","sn2020deal"
"PIK-Potsdam",2021,1837.00,"10.1038/s41598-021-87647-4","FALSE","Springer Nature","Scientific Reports","sn2020deal"
"PIK-Potsdam",2021,3451.00,"10.1038/s41467-021-22153-9","FALSE","Springer Nature","Nature Communications","sn2020deal"
"PIK-Potsdam",2021,3451.00,"10.1038/s41467-021-22315-9","FALSE","Springer Nature","Nature Communications","sn2020deal"
"PIK-Potsdam",2021,1837.00,"10.1038/s41598-021-87714-w","FALSE","Springer Nature","Scientific Reports","sn2020deal"
"PIK-Potsdam",2021,3451.00,"10.1038/s41467-021-23547-5","FALSE","Springer Nature","Nature Communications","sn2020deal"
"PIK-Potsdam",2021,1933.69,"10.1038/s41598-021-95979-4","FALSE","Springer Nature","Scientific Reports","sn2020deal"
"PIK-Potsdam",2021,1933.69,"10.1038/s41598-021-01808-z","FALSE","Springer Nature","Scientific Reports","sn2020deal"
"PIK-Potsdam",2021,1933.69,"10.1038/s41598-021-02327-7","FALSE","Springer Nature","Scientific Reports","sn2020deal"
"PIK-Potsdam",2021,1933.69,"10.1038/s41598-021-99757-0","FALSE","Springer Nature","Scientific Reports","sn2020deal"
