"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","agreement"
"PIK-Potsdam",2021,3451.00,"10.1029/2020GL092260","TRUE","Wiley","Geophysical Research Letters","wiley2019deal"
"PIK-Potsdam",2021,3451.00,"10.1111/nrm.12317","TRUE","Wiley","Natural Resource Modeling","wiley2019deal"
