"institution","period","euro","doi","is_hybrid","publisher","journal_full_title"
"PIK-Potsdam",2021,1945.00,"10.1088/1748-9326/abfb2f","FALSE","IOP Publishing","Environmental Research Letters"
"PIK-Potsdam",2021,2180.79,"10.5194/esd-12-367-2021","FALSE","Copernicus","Earth System Dynamics"
"PIK-Potsdam",2021,1526.55,"10.5194/esd-12-353-2021","FALSE","Copernicus","Earth System Dynamics"
"PIK-Potsdam",2021,1252.50,"10.1088/1367-2630/abeb90","FALSE","IOP Publishing","New Journal of Physics "
"PIK-Potsdam",2021,1557.71,"10.5194/npg-28-213-2021","FALSE","Copernicus","Nonlinear Processes in Geophysics"
"PIK-Potsdam",2021,1945.00,"10.1088/1748-9326/ac1fbd","FALSE","IOP Publishing","Environmental Research Letters"
"PIK-Potsdam",2021,1945.00,"10.1088/1748-9326/ac28b3","FALSE","IOP Publishing","Environmental Research Letters"
"PIK-Potsdam",2021,2231.25,"10.5194/cp-17-1751-2021","FALSE","Copernicus","Climate of the Past"
"PIK-Potsdam",2021,1945.00,"10.1088/1748-9326/ac39c0","FALSE","IOP Publishing","Environmental Research Letters"
"PIK-Potsdam",2021,2549.89,"10.3389/fvets.2021.766547","FALSE","Frontiers","Frontiers in Veterinary Science"
"PIK-Potsdam",2021,835.00,"10.1088/1367-2630/ac3885","FALSE","IOP Publishing","New Journal of Physics "
"PIK-Potsdam",2021,530.00,"10.1016/j.softx.2021.100861","FALSE","Elsevier","SoftwareX"
"PIK-Potsdam",2021,1850.00,"10.1088/1748-9326/abfeec","FALSE","IOP Publishing","Environmental Research Letters"
"PIK-Potsdam",2021,2427.70,"10.1017/sus.2021.25","FALSE","Cambridge University Press","Global Sustainability "
"PIK-Potsdam",2021,1250.69,"10.1029/2020EF001616","FALSE","Wiley","Earth's Future"
