pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
118;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Urban Health;1468-2869;10.1007/s11524-022-00630-w;https://doi.org/10.1007/s11524-022-00630-w;12.05.2022;18.03.2022;2750;originalpaper;Research Article;optin
119;Friedrich-Alexander-Universität Erlangen-Nürnberg;European Journal of Applied Physiology;1439-6327;10.1007/s00421-021-04853-8;https://doi.org/10.1007/s00421-021-04853-8;16.01.2022;14.11.2021;2750;originalpaper;Research Article;optin
120;Friedrich-Alexander-Universität Erlangen-Nürnberg;Pflügers Archiv - European Journal of Physiology;1432-2013;10.1007/s00424-022-02667-x;https://doi.org/10.1007/s00424-022-02667-x;14.02.2022;18.01.2022;2750;reviewpaper;Research Article;optin
121;Friedrich-Alexander-Universität Erlangen-Nürnberg;Metallurgical and Materials Transactions A;1543-1940;10.1007/s11661-022-06870-4;https://doi.org/10.1007/s11661-022-06870-4;16.11.2022;18.10.2022;2750;originalpaper;Research Article;optin
122;Friedrich-Alexander-Universität Erlangen-Nürnberg;The International Journal of Advanced Manufacturing Technology;1433-3015;10.1007/s00170-022-08944-4;https://doi.org/10.1007/s00170-022-08944-4;23.03.2022;16.02.2022;2750;originalpaper;Research Article;optin
123;Friedrich-Alexander-Universität Erlangen-Nürnberg;Zeitschrift für Angewandte Mathematik und Physik;1420-9039;10.1007/s00033-022-01766-0;https://doi.org/10.1007/s00033-022-01766-0;27.10.2022;11.04.2022;2750;originalpaper;Research Article;optin
124;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Signal Processing Systems;1939-8115;10.1007/s11265-021-01711-w;https://doi.org/10.1007/s11265-021-01711-w;24.02.2022;02.10.2021;2750;originalpaper;Research Article;optin
125;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Global Optimization;1573-2916;10.1007/s10898-022-01243-y;https://doi.org/10.1007/s10898-022-01243-y;03.11.2022;12.09.2022;2750;originalpaper;Research Article;optin
126;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Optimization Theory and Applications;1573-2878;10.1007/s10957-022-02091-2;https://doi.org/10.1007/s10957-022-02091-2;29.10.2022;04.08.2022;2750;originalpaper;Research Article;optin
127;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Theoretical Probability;1572-9230;10.1007/s10959-022-01158-0;https://doi.org/10.1007/s10959-022-01158-0;14.02.2022;05.01.2022;2750;originalpaper;Research Article;optin
128;Friedrich-Alexander-Universität Erlangen-Nürnberg;Electronic Materials Letters;2093-6788;10.1007/s13391-022-00354-8;https://doi.org/10.1007/s13391-022-00354-8;22.06.2022;20.05.2022;2750;originalpaper;Research Article;optout
129;Friedrich-Alexander-Universität Erlangen-Nürnberg;Continuum Mechanics and Thermodynamics;1432-0959;10.1007/s00161-022-01105-8;https://doi.org/10.1007/s00161-022-01105-8;10.05.2022;15.04.2022;2750;originalpaper;Research Article;optin
130;Friedrich-Alexander-Universität Erlangen-Nürnberg;Current Osteoporosis Reports;1544-2241;10.1007/s11914-022-00764-5;https://doi.org/10.1007/s11914-022-00764-5;26.11.2022;14.10.2022;2750;reviewpaper;Research Article;optin
131;Friedrich-Alexander-Universität Erlangen-Nürnberg;Gruppe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (GIO);2366-6218;10.1007/s11612-022-00659-0;https://doi.org/10.1007/s11612-022-00659-0;28.11.2022;01.08.2022;2750;originalpaper;Research Article;optin
132;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Optimization Theory and Applications;1573-2878;10.1007/s10957-022-02114-y;https://doi.org/10.1007/s10957-022-02114-y;27.10.2022;07.09.2022;2750;originalpaper;Research Article;optin
133;Friedrich-Alexander-Universität Erlangen-Nürnberg;Optimization Letters;1862-4480;10.1007/s11590-022-01929-y;https://doi.org/10.1007/s11590-022-01929-y;03.10.2022;05.09.2022;2750;originalpaper;Research Article;optin
134;Friedrich-Alexander-Universität Erlangen-Nürnberg;German Journal of Exercise and Sport Research;2509-3150;10.1007/s12662-022-00858-3;https://doi.org/10.1007/s12662-022-00858-3;09.11.2022;04.10.2022;917;editorialnotes;Non Research Article;optin
135;Friedrich-Alexander-Universität Erlangen-Nürnberg;Oral Radiology;1613-9674;10.1007/s11282-022-00613-2;https://doi.org/10.1007/s11282-022-00613-2;05.05.2022;06.04.2022;2750;originalpaper;Research Article;optin
136;Friedrich-Alexander-Universität Erlangen-Nürnberg;European Child & Adolescent Psychiatry;1435-165X;10.1007/s00787-022-02084-6;https://doi.org/10.1007/s00787-022-02084-6;21.09.2022;10.09.2022;2750;originalpaper;Research Article;optin
137;Friedrich-Alexander-Universität Erlangen-Nürnberg;Transformation Groups;1531-586X;10.1007/s00031-022-09770-4;https://doi.org/10.1007/s00031-022-09770-4;02.09.2022;24.05.2022;2750;originalpaper;Research Article;optin
138;Friedrich-Alexander-Universität Erlangen-Nürnberg;Results in Mathematics;1420-9012;10.1007/s00025-021-01471-w;https://doi.org/10.1007/s00025-021-01471-w;27.01.2022;05.07.2021;2750;originalpaper;Research Article;optin
139;Friedrich-Alexander-Universität Erlangen-Nürnberg;International Tax and Public Finance;1573-6970;10.1007/s10797-022-09758-6;https://doi.org/10.1007/s10797-022-09758-6;23.08.2022;07.08.2022;2750;originalpaper;Research Article;optin
140;Friedrich-Alexander-Universität Erlangen-Nürnberg;Prävention und Gesundheitsförderung;1861-6763;10.1007/s11553-022-00964-y;https://doi.org/10.1007/s11553-022-00964-y;05.07.2022;13.06.2022;2750;originalpaper;Research Article;optin
141;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Materials Science: Materials in Electronics;1573-482X;10.1007/s10854-022-08222-9;https://doi.org/10.1007/s10854-022-08222-9;30.04.2022;06.04.2022;2750;originalpaper;Research Article;optout
142;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Behavioral Medicine;1573-3521;10.1007/s10865-022-00361-y;https://doi.org/10.1007/s10865-022-00361-y;08.09.2022;24.08.2022;2750;originalpaper;Research Article;optin
143;Friedrich-Alexander-Universität Erlangen-Nürnberg;Head and Neck Pathology;1936-0568;10.1007/s12105-022-01416-x;https://doi.org/10.1007/s12105-022-01416-x;21.03.2022;15.01.2022;2750;originalpaper;Research Article;optin
144;Friedrich-Alexander-Universität Erlangen-Nürnberg;Ethik in der Medizin;1437-1618;10.1007/s00481-022-00719-5;https://doi.org/10.1007/s00481-022-00719-5;09.09.2022;21.07.2022;2750;originalpaper;Research Article;optin
145;Friedrich-Alexander-Universität Erlangen-Nürnberg;Production Engineering;1863-7353;10.1007/s11740-022-01117-y;https://doi.org/10.1007/s11740-022-01117-y;24.02.2022;07.02.2022;2750;originalpaper;Research Article;optin
146;Friedrich-Alexander-Universität Erlangen-Nürnberg;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-01943-0;https://doi.org/10.1007/s00066-022-01943-0;06.05.2022;03.04.2022;2750;originalpaper;Research Article;optin
147;Friedrich-Alexander-Universität Erlangen-Nürnberg;European Journal of Clinical Nutrition;1476-5640;10.1038/s41430-022-01129-y;https://doi.org/10.1038/s41430-022-01129-y;11.04.2022;22.03.2022;2750;originalpaper;Research Article;optin
148;Friedrich-Alexander-Universität Erlangen-Nürnberg;Oral and Maxillofacial Surgery;1865-1569;10.1007/s10006-022-01070-1;https://doi.org/10.1007/s10006-022-01070-1;12.05.2022;01.05.2022;2750;originalpaper;Research Article;optin
149;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Materials Science;1573-4803;10.1007/s10853-022-06995-2;https://doi.org/10.1007/s10853-022-06995-2;02.03.2022;07.02.2022;2750;originalpaper;Research Article;optin
150;Friedrich-Alexander-Universität Erlangen-Nürnberg;Adaptive Human Behavior and Physiology;2198-7335;10.1007/s40750-022-00204-9;https://doi.org/10.1007/s40750-022-00204-9;31.08.2022;17.08.2022;2750;originalpaper;Research Article;optin
151;Friedrich-Alexander-Universität Erlangen-Nürnberg;Society;1936-4725;10.1007/s12115-022-00789-7;https://doi.org/10.1007/s12115-022-00789-7;23.11.2022;02.11.2022;2750;originalpaper;Research Article;optin
152;Friedrich-Alexander-Universität Erlangen-Nürnberg;Breast Cancer Research and Treatment;1573-7217;10.1007/s10549-022-06795-x;https://doi.org/10.1007/s10549-022-06795-x;21.11.2022;30.10.2022;2750;originalpaper;Research Article;optin
153;Friedrich-Alexander-Universität Erlangen-Nürnberg;Graefe's Archive for Clinical and Experimental Ophthalmology;1435-702X;10.1007/s00417-022-05831-2;https://doi.org/10.1007/s00417-022-05831-2;06.10.2022;10.09.2022;2750;originalpaper;Research Article;optin
154;Friedrich-Alexander-Universität Erlangen-Nürnberg;Optimization and Engineering;1573-2924;10.1007/s11081-022-09761-0;https://doi.org/10.1007/s11081-022-09761-0;23.08.2022;01.08.2022;2750;originalpaper;Research Article;optin
155;Friedrich-Alexander-Universität Erlangen-Nürnberg;The International Journal of Advanced Manufacturing Technology;1433-3015;10.1007/s00170-022-10441-7;https://doi.org/10.1007/s00170-022-10441-7;25.11.2022;06.11.2022;2750;originalpaper;Research Article;optin
156;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Materials Science;1573-4803;10.1007/s10853-022-07467-3;https://doi.org/10.1007/s10853-022-07467-3;12.07.2022;19.06.2022;2750;originalpaper;Research Article;optin
157;Friedrich-Alexander-Universität Erlangen-Nürnberg;Heart and Vessels;1615-2573;10.1007/s00380-022-02053-8;https://doi.org/10.1007/s00380-022-02053-8;19.03.2022;04.03.2022;2750;originalpaper;Research Article;optin
158;Friedrich-Alexander-Universität Erlangen-Nürnberg;Amino Acids;1438-2199;10.1007/s00726-022-03156-2;https://doi.org/10.1007/s00726-022-03156-2;04.04.2022;13.03.2022;2750;briefcommunication;Research Article;optin
159;Friedrich-Alexander-Universität Erlangen-Nürnberg;Structural and Multidisciplinary Optimization;1615-1488;10.1007/s00158-022-03271-4;https://doi.org/10.1007/s00158-022-03271-4;11.06.2022;10.05.2022;2750;originalpaper;Research Article;optin
160;Friedrich-Alexander-Universität Erlangen-Nürnberg;Nonlinear Differential Equations and Applications NoDEA;1420-9004;10.1007/s00030-022-00822-y;https://doi.org/10.1007/s00030-022-00822-y;12.12.2022;14.11.2022;2750;originalpaper;Research Article;optin
161;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Low Temperature Physics;1573-7357;10.1007/s10909-022-02754-4;https://doi.org/10.1007/s10909-022-02754-4;07.06.2022;13.05.2022;2750;originalpaper;Research Article;optin
162;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Materials Science;1573-4803;10.1007/s10853-022-07630-w;https://doi.org/10.1007/s10853-022-07630-w;22.08.2022;10.08.2022;2750;originalpaper;Research Article;optin
163;Friedrich-Alexander-Universität Erlangen-Nürnberg;Digital Society;2731-4669;10.1007/s44206-022-00030-2;https://doi.org/10.1007/s44206-022-00030-2;26.12.2022;15.11.2022;2750;originalpaper;Research Article;optin
164;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Signal Processing Systems;1939-8115;10.1007/s11265-022-01806-y;https://doi.org/10.1007/s11265-022-01806-y;19.08.2022;13.08.2022;917;editorialnotes;Non Research Article;optin
165;Friedrich-Alexander-Universität Erlangen-Nürnberg;SN Computer Science;2661-8907;10.1007/s42979-022-01404-6;https://doi.org/10.1007/s42979-022-01404-6;10.10.2022;06.09.2022;2750;originalpaper;Research Article;optin
166;Friedrich-Alexander-Universität Erlangen-Nürnberg;Skeletal Radiology;1432-2161;10.1007/s00256-022-04191-6;https://doi.org/10.1007/s00256-022-04191-6;26.09.2022;19.09.2022;2750;reviewpaper;Research Article;optin
167;Friedrich-Alexander-Universität Erlangen-Nürnberg;The GENEVA Papers on Risk and Insurance - Issues and Practice;1468-0440;10.1057/s41288-022-00270-w;https://doi.org/10.1057/s41288-022-00270-w;31.05.2022;24.03.2022;2750;originalpaper;Research Article;optin
168;Friedrich-Alexander-Universität Erlangen-Nürnberg;Metacognition and Learning;1556-1631;10.1007/s11409-022-09295-x;https://doi.org/10.1007/s11409-022-09295-x;18.03.2022;26.02.2022;2750;originalpaper;Research Article;optin
169;Friedrich-Alexander-Universität Erlangen-Nürnberg;Quality & Quantity;1573-7845;10.1007/s11135-022-01544-0;https://doi.org/10.1007/s11135-022-01544-0;13.10.2022;26.09.2022;2750;originalpaper;Research Article;optin
170;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Low Temperature Physics;1573-7357;10.1007/s10909-022-02700-4;https://doi.org/10.1007/s10909-022-02700-4;08.03.2022;16.02.2022;2750;originalpaper;Research Article;optin
171;Friedrich-Alexander-Universität Erlangen-Nürnberg;International Journal for Educational and Vocational Guidance;1573-1782;10.1007/s10775-022-09540-4;https://doi.org/10.1007/s10775-022-09540-4;02.05.2022;28.03.2022;2750;originalpaper;Research Article;optin
172;Friedrich-Alexander-Universität Erlangen-Nürnberg;Sports Medicine;1179-2035;10.1007/s40279-022-01738-4;https://doi.org/10.1007/s40279-022-01738-4;22.08.2022;20.07.2022;2750;reviewpaper;Research Article;optin
173;Friedrich-Alexander-Universität Erlangen-Nürnberg;Aging Clinical and Experimental Research;1720-8319;10.1007/s40520-022-02149-1;https://doi.org/10.1007/s40520-022-02149-1;28.05.2022;02.05.2022;2750;originalpaper;Research Article;optin
174;Friedrich-Alexander-Universität Erlangen-Nürnberg;Zeitschrift für Politikwissenschaft;2366-2638;10.1007/s41358-022-00320-8;https://doi.org/10.1007/s41358-022-00320-8;04.04.2022;03.03.2022;2750;briefcommunication;Research Article;optin
175;Friedrich-Alexander-Universität Erlangen-Nürnberg;NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin;1420-9144;10.1007/s00048-022-00336-9;https://doi.org/10.1007/s00048-022-00336-9;10.05.2022;14.04.2022;2750;originalpaper;Research Article;optin
176;Friedrich-Alexander-Universität Erlangen-Nürnberg;Contributions to Mineralogy and Petrology;1432-0967;10.1007/s00410-022-01940-7;https://doi.org/10.1007/s00410-022-01940-7;21.07.2022;10.07.2022;2750;originalpaper;Research Article;optin
177;Friedrich-Alexander-Universität Erlangen-Nürnberg;International Journal of Colorectal Disease;1432-1262;10.1007/s00384-022-04146-2;https://doi.org/10.1007/s00384-022-04146-2;14.04.2022;03.04.2022;2750;originalpaper;Research Article;optin
178;Friedrich-Alexander-Universität Erlangen-Nürnberg;Zeitschrift für die gesamte Versicherungswissenschaft;1865-9748;10.1007/s12297-022-00535-2;https://doi.org/10.1007/s12297-022-00535-2;17.10.2022;10.09.2022;2750;originalpaper;Research Article;optin
179;Friedrich-Alexander-Universität Erlangen-Nürnberg;NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin;1420-9144;10.1007/s00048-022-00332-z;https://doi.org/10.1007/s00048-022-00332-z;02.05.2022;05.04.2022;2750;briefcommunication;Research Article;optin
180;Friedrich-Alexander-Universität Erlangen-Nürnberg;Education and Information Technologies;1573-7608;10.1007/s10639-022-11050-3;https://doi.org/10.1007/s10639-022-11050-3;18.04.2022;06.04.2022;2750;originalpaper;Research Article;optin
181;Friedrich-Alexander-Universität Erlangen-Nürnberg;Applied Composite Materials;1573-4897;10.1007/s10443-022-10072-x;https://doi.org/10.1007/s10443-022-10072-x;10.10.2022;20.09.2022;2750;originalpaper;Research Article;optin
182;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Neural Transmission;1435-1463;10.1007/s00702-022-02514-4;https://doi.org/10.1007/s00702-022-02514-4;13.06.2022;09.05.2022;2750;originalpaper;Research Article;optin
183;Friedrich-Alexander-Universität Erlangen-Nürnberg;International Journal of Biometeorology;1432-1254;10.1007/s00484-022-02380-5;https://doi.org/10.1007/s00484-022-02380-5;10.10.2022;01.10.2022;2750;originalpaper;Research Article;optin
184;Friedrich-Alexander-Universität Erlangen-Nürnberg;Pflügers Archiv - European Journal of Physiology;1432-2013;10.1007/s00424-022-02693-9;https://doi.org/10.1007/s00424-022-02693-9;08.05.2022;25.04.2022;2750;originalpaper;Research Article;optin
185;Friedrich-Alexander-Universität Erlangen-Nürnberg;Computational Mechanics;1432-0924;10.1007/s00466-022-02204-8;https://doi.org/10.1007/s00466-022-02204-8;02.07.2022;10.06.2022;2750;originalpaper;Research Article;optin
186;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Maxillofacial and Oral Surgery;0974-942X;10.1007/s12663-022-01789-0;https://doi.org/10.1007/s12663-022-01789-0;28.09.2022;05.09.2022;2750;originalpaper;Research Article;optin
187;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Ultrasound;1876-7931;10.1007/s40477-022-00743-7;https://doi.org/10.1007/s40477-022-00743-7;17.12.2022;05.10.2022;2750;originalpaper;Research Article;optin
188;Friedrich-Alexander-Universität Erlangen-Nürnberg;Current Microbiology;1432-0991;10.1007/s00284-022-02813-9;https://doi.org/10.1007/s00284-022-02813-9;03.03.2022;15.02.2022;2750;originalpaper;Research Article;optin
189;Friedrich-Alexander-Universität Erlangen-Nürnberg;Computer Supported Cooperative Work (CSCW);1573-7551;10.1007/s10606-022-09445-4;https://doi.org/10.1007/s10606-022-09445-4;06.09.2022;10.08.2022;2750;originalpaper;Research Article;optin
190;Friedrich-Alexander-Universität Erlangen-Nürnberg;European Archives of Oto-Rhino-Laryngology;1434-4726;10.1007/s00405-022-07304-y;https://doi.org/10.1007/s00405-022-07304-y;28.02.2022;07.02.2022;2750;originalpaper;Research Article;optin
191;Friedrich-Alexander-Universität Erlangen-Nürnberg;Die Anaesthesiologie;2731-6866;10.1007/s00101-022-01189-6;https://doi.org/10.1007/s00101-022-01189-6;15.08.2022;12.07.2022;2750;originalpaper;Research Article;optin
192;Friedrich-Alexander-Universität Erlangen-Nürnberg;Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz;1437-1588;10.1007/s00103-022-03563-6;https://doi.org/10.1007/s00103-022-03563-6;15.07.2022;21.06.2022;2750;originalpaper;Research Article;optin
193;Friedrich-Alexander-Universität Erlangen-Nürnberg;International Journal of Thermophysics;1572-9567;10.1007/s10765-022-03038-5;https://doi.org/10.1007/s10765-022-03038-5;27.05.2022;03.05.2022;2750;originalpaper;Research Article;optin
194;Friedrich-Alexander-Universität Erlangen-Nürnberg;International Journal of Thermophysics;1572-9567;10.1007/s10765-022-03012-1;https://doi.org/10.1007/s10765-022-03012-1;09.04.2022;18.03.2022;2750;originalpaper;Research Article;optin
195;Friedrich-Alexander-Universität Erlangen-Nürnberg;International Journal of Thermophysics;1572-9567;10.1007/s10765-022-03040-x;https://doi.org/10.1007/s10765-022-03040-x;03.06.2022;07.05.2022;2750;originalpaper;Research Article;optin
196;Friedrich-Alexander-Universität Erlangen-Nürnberg;European Geriatric Medicine;1878-7657;10.1007/s41999-022-00629-1;https://doi.org/10.1007/s41999-022-00629-1;03.03.2022;16.02.2022;2750;originalpaper;Research Article;optin
197;Friedrich-Alexander-Universität Erlangen-Nürnberg;Cognitive, Affective, & Behavioral Neuroscience;1531-135X;10.3758/s13415-022-01050-8;https://doi.org/10.3758/s13415-022-01050-8;28.12.2022;07.11.2022;2750;originalpaper;Research Article;optin
198;Friedrich-Alexander-Universität Erlangen-Nürnberg;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-01937-y;https://doi.org/10.1007/s00066-022-01937-y;25.04.2022;20.03.2022;917;letter;Non Research Article;optin
199;Friedrich-Alexander-Universität Erlangen-Nürnberg;Journal of Evolution Equations;1424-3202;10.1007/s00028-022-00818-2;https://doi.org/10.1007/s00028-022-00818-2;16.07.2022;05.06.2022;2750;originalpaper;Research Article;optin
200;Friedrich-Alexander-Universität Erlangen-Nürnberg;Zeitschrift für Grundschulforschung;2523-3181;10.1007/s42278-022-00163-w;https://doi.org/10.1007/s42278-022-00163-w;20.12.2022;02.11.2022;2750;originalpaper;Research Article;optin
201;Friedrich-Alexander-Universität Erlangen-Nürnberg;Zeitschrift für Erziehungswissenschaft;1862-5215;10.1007/s11618-021-01063-y;https://doi.org/10.1007/s11618-021-01063-y;03.01.2022;05.07.2021;2750;originalpaper;Research Article;optin
202;Universitätsklinikum Erlangen;European Journal of Nuclear Medicine and Molecular Imaging;1619-7089;10.1007/s00259-022-06081-4;https://doi.org/10.1007/s00259-022-06081-4;16.12.2022;03.12.2022;2750;briefcommunication;Research Article;optin
203;Universitätsklinikum Erlangen;European Archives of Oto-Rhino-Laryngology;1434-4726;10.1007/s00405-022-07756-2;https://doi.org/10.1007/s00405-022-07756-2;27.11.2022;15.11.2022;2750;originalpaper;Research Article;optin
204;Universitätsklinikum Erlangen;Neurological Sciences;1590-3478;10.1007/s10072-022-06511-z;https://doi.org/10.1007/s10072-022-06511-z;26.11.2022;14.11.2022;2750;reviewpaper;Research Article;optin
205;Universitätsklinikum Erlangen;Rheumatology International;1437-160X;10.1007/s00296-022-05202-4;https://doi.org/10.1007/s00296-022-05202-4;10.09.2022;29.08.2022;2750;originalpaper;Research Article;optin
206;Universitätsklinikum Erlangen;Journal of Neurology;1432-1459;10.1007/s00415-022-11220-w;https://doi.org/10.1007/s00415-022-11220-w;20.06.2022;07.06.2022;2750;originalpaper;Research Article;optin
207;Universitätsklinikum Erlangen;Acta Neurochirurgica;0942-0940;10.1007/s00701-021-05099-1;https://doi.org/10.1007/s00701-021-05099-1;11.01.2022;21.12.2021;2750;originalpaper;Research Article;optin
208;Universitätsklinikum Erlangen;International Ophthalmology;1573-2630;10.1007/s10792-021-02176-3;https://doi.org/10.1007/s10792-021-02176-3;08.01.2022;18.12.2021;2750;originalpaper;Research Article;optin
209;Universitätsklinikum Erlangen;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-01921-6;https://doi.org/10.1007/s00066-022-01921-6;14.03.2022;23.02.2022;917;bookreview;Non Research Article;optin
210;Universitätsklinikum Erlangen;Rheumatology International;1437-160X;10.1007/s00296-022-05223-z;https://doi.org/10.1007/s00296-022-05223-z;10.10.2022;27.09.2022;2750;briefcommunication;Research Article;optin
211;Universitätsklinikum Erlangen;Rechtsmedizin;1434-5196;10.1007/s00194-022-00578-w;https://doi.org/10.1007/s00194-022-00578-w;13.05.2022;13.04.2022;2750;originalpaper;Research Article;optin
212;Universitätsklinikum Erlangen;CardioVascular and Interventional Radiology;1432-086X;10.1007/s00270-022-03184-1;https://doi.org/10.1007/s00270-022-03184-1;06.07.2022;21.05.2022;2750;briefcommunication;Research Article;optin
213;Universitätsklinikum Erlangen;Die Innere Medizin;2731-7099;10.1007/s00108-022-01315-x;https://doi.org/10.1007/s00108-022-01315-x;17.03.2022;24.02.2022;2750;briefcommunication;Research Article;optin
214;Universitätsklinikum Erlangen;Virchows Archiv;1432-2307;10.1007/s00428-022-03366-9;https://doi.org/10.1007/s00428-022-03366-9;28.07.2022;20.06.2022;2750;briefcommunication;Research Article;optin
215;Universitätsklinikum Erlangen;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-01912-7;https://doi.org/10.1007/s00066-022-01912-7;12.03.2022;16.02.2022;2750;originalpaper;Research Article;optin
216;Universitätsklinikum Erlangen;European Radiology;1432-1084;10.1007/s00330-022-08689-4;https://doi.org/10.1007/s00330-022-08689-4;20.04.2022;22.02.2022;2750;originalpaper;Research Article;optin
217;Universitätsklinikum Erlangen;International Journal of Colorectal Disease;1432-1262;10.1007/s00384-022-04252-1;https://doi.org/10.1007/s00384-022-04252-1;10.10.2022;18.09.2022;2750;originalpaper;Research Article;optin
218;Universitätsklinikum Erlangen;Current Stem Cell Reports;2198-7866;10.1007/s40778-022-00215-y;https://doi.org/10.1007/s40778-022-00215-y;20.07.2022;05.07.2022;2750;reviewpaper;Research Article;optin
219;Universitätsklinikum Erlangen;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-01986-3;https://doi.org/10.1007/s00066-022-01986-3;11.08.2022;14.07.2022;917;bookreview;Non Research Article;optin
220;Universitätsklinikum Erlangen;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-01945-y;https://doi.org/10.1007/s00066-022-01945-y;26.04.2022;03.04.2022;2750;originalpaper;Research Article;optin
221;Universitätsklinikum Erlangen;Zeitschrift für Epileptologie;1610-0646;10.1007/s10309-021-00464-7;https://doi.org/10.1007/s10309-021-00464-7;14.01.2022;22.12.2021;2750;reviewpaper;Research Article;optin
222;Universitätsklinikum Erlangen;Documenta Ophthalmologica;1573-2622;10.1007/s10633-022-09902-x;https://doi.org/10.1007/s10633-022-09902-x;20.10.2022;22.09.2022;2750;originalpaper;Research Article;optin
223;Universitätsklinikum Erlangen;European Radiology;1432-1084;10.1007/s00330-022-08560-6;https://doi.org/10.1007/s00330-022-08560-6;20.02.2022;03.01.2022;2750;originalpaper;Research Article;optin
224;Universitätsklinikum Erlangen;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-02028-8;https://doi.org/10.1007/s00066-022-02028-8;08.12.2022;06.11.2022;2750;originalpaper;Research Article;optin
225;Universitätsklinikum Erlangen;Journal of Cancer Education;1543-0154;10.1007/s13187-022-02258-5;https://doi.org/10.1007/s13187-022-02258-5;30.12.2022;17.12.2022;2750;originalpaper;Research Article;optin
226;Universitätsklinikum Erlangen;Oral and Maxillofacial Surgery;1865-1569;10.1007/s10006-022-01040-7;https://doi.org/10.1007/s10006-022-01040-7;24.01.2022;10.01.2022;2750;originalpaper;Research Article;optin
227;Universitätsklinikum Erlangen;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-01966-7;https://doi.org/10.1007/s00066-022-01966-7;04.07.2022;23.05.2022;2750;originalpaper;Research Article;optin
228;Universitätsklinikum Erlangen;European Journal of Human Genetics;1476-5438;10.1038/s41431-022-01177-9;https://doi.org/10.1038/s41431-022-01177-9;13.09.2022;15.08.2022;2750;originalpaper;Research Article;optin
229;Universitätsklinikum Erlangen;Rheumatology International;1437-160X;10.1007/s00296-022-05261-7;https://doi.org/10.1007/s00296-022-05261-7;21.12.2022;13.12.2022;2750;originalpaper;Research Article;optin
230;Universitätsklinikum Erlangen;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-01969-4;https://doi.org/10.1007/s00066-022-01969-4;01.07.2022;07.06.2022;917;bookreview;Non Research Article;optin
231;Universitätsklinikum Erlangen;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-01935-0;https://doi.org/10.1007/s00066-022-01935-0;25.04.2022;18.03.2022;917;bookreview;Non Research Article;optin
232;Universitätsklinikum Erlangen;Die Ophthalmologie;2731-7218;10.1007/s00347-022-01597-4;https://doi.org/10.1007/s00347-022-01597-4;08.03.2022;03.02.2022;2750;briefcommunication;Research Article;optin
233;Universitätsklinikum Erlangen;Clinical Research in Cardiology;1861-0692;10.1007/s00392-022-02119-7;https://doi.org/10.1007/s00392-022-02119-7;26.10.2022;17.10.2022;2750;originalpaper;Research Article;optin
234;Universitätsklinikum Erlangen;International Journal of Colorectal Disease;1432-1262;10.1007/s00384-022-04197-5;https://doi.org/10.1007/s00384-022-04197-5;15.06.2022;01.06.2022;2750;originalpaper;Research Article;optin
235;Universitätsklinikum Erlangen;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-02009-x;https://doi.org/10.1007/s00066-022-02009-x;13.10.2022;15.09.2022;2750;originalpaper;Research Article;optin
236;Universitätsklinikum Erlangen;Graefe's Archive for Clinical and Experimental Ophthalmology;1435-702X;10.1007/s00417-022-05620-x;https://doi.org/10.1007/s00417-022-05620-x;09.03.2022;01.03.2022;2750;originalpaper;Research Article;optin
237;Universitätsklinikum Erlangen;Neurological Sciences;1590-3478;10.1007/s10072-022-06103-x;https://doi.org/10.1007/s10072-022-06103-x;05.05.2022;24.04.2022;2750;originalpaper;Research Article;optin
