institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,license_ref,indexed_in_crossref,pmid,pmcid,ut,url,doaj
Erlangen Nürnberg U,2018,1946.84,10.2147/IJN.S138108,FALSE,Dove Medical Press Ltd,International Journal of Nanomedicine,,,,,,,,,,
Erlangen Nürnberg U,2018,1788.53,10.3389/fpsyg.2017.02047,FALSE,Frontiers Media S.A.,Frontiers in Psychology,,,,,,,,,,
Erlangen Nürnberg U,2018,1788.53,10.3389/fmicb.2017.02149,FALSE,Frontiers Media S.A.,Frontiers in Microbiology,,,,,,,,,,
Erlangen Nürnberg U,2018,1372.96,10.3390/ijms19010194,FALSE,MDPI,International Journal of Molecular Sciences,,,,,,,,,,
Erlangen Nürnberg U,2018,1836.87,10.3389/fnhum.2017.00574,FALSE,Frontiers Media S.A.,Frontiers in Human Neuroscience,,,,,,,,,,
Erlangen Nürnberg U,2018,1938.12,10.7150/thno.19904,FALSE,Ivyspring International Publisher,Theranostics,,,,,,,,,,
Erlangen Nürnberg U,2018,1511.81,10.1021/acsomega.7b01374,FALSE,ACS,ACS Omega,,,,,,,,,,
Erlangen Nürnberg U,2018,272.69,10.3390/electronics6040109,FALSE,MDPI,Electronics,,,,,,,,,,
Erlangen Nürnberg U,2018,1561.34,10.3389/fchem.2017.00120,FALSE,Frontiers Media S.A.,Frontiers in Chemistry,,,,,,,,,,
Erlangen Nürnberg U,2018,1241.09,10.3390/nu9121358,FALSE,MDPI,Nutrients,,,,,,,,,,
Erlangen Nürnberg U,2018,1847.68,10.3389/fped.2017.00293,FALSE,Frontiers Media S.A.,Frontiers in Pediatrics,,,,,,,,,,
Erlangen Nürnberg U,2018,1372.96,10.3390/s18010145,FALSE,MDPI,Sensors,,,,,,,,,,
Erlangen Nürnberg U,2018,1963.1,10.3389/fpsyg.2017.01988,FALSE,Frontiers Media S.A.,Frontiers in Psychology,,,,,,,,,,
Erlangen Nürnberg U,2018,1363.73,10.3390/ijms19010289,FALSE,MDPI,International Journal of Molecular Sciences,,,,,,,,,,
