"edpsname","eissn","journal_title","acceptation_date","online_publication_date","doi","reference","first_name","last_name","institution","zipcode","city"
"aa","1432-0746","Astronomy & Astrophysics",9/29/2019,"2019-11-26 09:11:52+01","10.1051/0004-6361/201936333","aa36333-19","Guillaume","Dubus","Institut de Planétologie et d'Astrophysique de Grenoble CNRS/UJF","38041","Grenoble Cedex 9"
"aa","1432-0746","Astronomy & Astrophysics",9/29/2019,"2020-03-04 09:03:08+01","10.1051/0004-6361/201834753","aa34753-18","Vera","Konyves","Jeremiah Horrocks Institute, University of Central Lancashire","PR1 2HE","Preston"
"aa","1432-0746","Astronomy & Astrophysics",9/30/2019,"2019-11-21 09:11:08+01","10.1051/0004-6361/201834735","aa34735-18","Natalia","Zambrana Prado","Institut d'astrophysique spatiale","91405","Orsay"
"aa","1432-0746","Astronomy & Astrophysics",10/2/2019,"2019-11-25 09:11:41+01","10.1051/0004-6361/201936342","aa36342-19","Maud","Galametz","Astrophysics department, CEA Saclay","91191","Gif-sur-Yvette"
"aa","1432-0746","Astronomy & Astrophysics",10/2/2019,"2019-12-10 09:12:21+01","10.1051/0004-6361/201935778","aa35778-19","Antonello","Calabrò","INAF - Osservatorio Astronomico di Roma","00078","Monte Porzio Catone"
"aa","1432-0746","Astronomy & Astrophysics",10/3/2019,"2019-11-21 09:11:04+01","10.1051/0004-6361/201935432","aa35432-19","Florian","Gallet","Institut de Planétologie et d'Astrophysique de Grenoble (IPAG)","38400","Saint Martin d'Heres"
"aa","1432-0746","Astronomy & Astrophysics",10/3/2019,"2019-12-05 09:12:52+01","10.1051/0004-6361/201935689","aa35689-19","Yoshito","Shimajiri","CEA/Saclay, Irfu","F-91191","Gif-sur-Yvette"
"aa","1432-0746","Astronomy & Astrophysics",10/8/2019,"2019-11-27 09:11:34+01","10.1051/0004-6361/201936403","aa36403-19","Karine","Perraut","Observatoire de Grenoble","38041","Grenoble"
"aa","1432-0746","Astronomy & Astrophysics",10/8/2019,"2019-12-06 09:12:05+01","10.1051/0004-6361/201935395","aa35395-19","Stéphane","Charpinet","Institut de Recherche en Astrophysique et Planétologie","31400","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",10/9/2019,"2019-12-10 09:12:08+01","10.1051/0004-6361/201936010","aa36010-19","Jürgen","Knödlseder","IRAP","31028","Toulouse cedex 04"
"aa","1432-0746","Astronomy & Astrophysics",10/10/2019,"2019-12-04 09:12:43+01","10.1051/0004-6361/201936643","aa36643-19","Veronique","Buat","Laboratoire d'Astrophysique de Marseille","13388","Marseille cedex 13"
"aa","1432-0746","Astronomy & Astrophysics",10/11/2019,"2019-12-12 09:12:10+01","10.1051/0004-6361/201936729","aa36729-19","Camilla","Danielski","Astrophysics department, CEA-Saclay","91191","Gif-sur-Yvette"
"aa","1432-0746","Astronomy & Astrophysics",10/14/2019,"2019-11-21 09:11:42+01","10.1051/0004-6361/201935951","aa35951-19","Andrea","Bracco","Laboratoire de Physique de l'Ecole Normale Supérieure","\N","\N"
"aa","1432-0746","Astronomy & Astrophysics",10/14/2019,"2020-01-09 09:01:11+01","10.1051/0004-6361/201936318","aa36318-19","Mehdi","Outini","Institut de Physique Nucléaire de Lyon","69622","Villeurbanne"
"aa","1432-0746","Astronomy & Astrophysics",10/14/2019,"2020-01-10 09:01:17+01","10.1051/0004-6361/201936038","aa36038-19","Antoine","Grandjean","IPAG","38400","Saint-Martin-d'Hères"
"aa","1432-0746","Astronomy & Astrophysics",10/17/2019,"2019-12-10 09:12:02+01","10.1051/0004-6361/201936303","aa36303-19","V.","Lebouteiller","Laboratoire AIM, CEA, Saclay","91191","Gif sur Yvette"
"aa","1432-0746","Astronomy & Astrophysics",10/25/2019,"2020-01-24 09:01:00+01","10.1051/0004-6361/201936359","aa36359-19","Anthea","Fantina","Grand Accélérateur National d'Ions Lourds (GANIL)","14076","Caen Cedex 05"
"aa","1432-0746","Astronomy & Astrophysics",10/26/2019,"2019-12-05 09:12:14+01","10.1051/0004-6361/201935348","aa35348-19","Nadège","Meunier","Observatoire de Grenoble","38041","Grenoble cedex"
"aa","1432-0746","Astronomy & Astrophysics",10/28/2019,"2020-02-21 09:02:04+01","10.1051/0004-6361/201936060","aa36060-19","Cinthya N.","Herrera","Institut de Radioastronomie Millimetrique","38406","Saint-Martin-d'Heres"
"aa","1432-0746","Astronomy & Astrophysics",10/29/2019,"2019-12-11 09:12:30+01","10.1051/0004-6361/201322042e","aa22042e-13","Alexis","Matter","Observatoire de la Côte d'Azur","06304","Nice"
"aa","1432-0746","Astronomy & Astrophysics",10/30/2019,"2020-03-17 09:03:01+01","10.1051/0004-6361/201732243","aa32243-17","Emmanuel","Di Folco","Université de Bordeaux / CNRS, UMR 5804","F-33615","PESSAC Cedex"
"aa","1432-0746","Astronomy & Astrophysics",11/1/2019,"2020-01-03 09:01:28+01","10.1051/0004-6361/201936163","aa36163-19","Philippe","Baratta","Centre de Physique des Particules / Centre de Physique Theorique","13009","Marseille"
"aa","1432-0746","Astronomy & Astrophysics",11/4/2019,"2019-12-11 09:12:15+01","10.1051/0004-6361/201936750","aa36750-19","Pierre","Hily-Blant","Institut de Planétologie et d'Astrophysique de Grenoble","38401","Grenoble cedex 09"
"aa","1432-0746","Astronomy & Astrophysics",11/4/2019,"2020-01-23 09:01:17+01","10.1051/0004-6361/201935923","aa35923-19","Bernd","Vollmer","CDS, Observatoire astronomique de Strasbourg","67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",11/6/2019,"2019-12-20 09:12:23+01","10.1051/0004-6361/201936963","aa36963-19","Fabrice","Martins","LUPM","F-34095","MONTPELLIER"
"aa","1432-0746","Astronomy & Astrophysics",11/7/2019,"2019-12-11 09:12:18+01","10.1051/0004-6361/201936458","aa36458-19","Olivier","Groussin","Aix-Marseille Universite","13013","Marseille"
"aa","1432-0746","Astronomy & Astrophysics",11/7/2019,"2019-12-19 09:12:02+01","10.1051/0004-6361/201936110","aa36110-19","Florian","Debras","Institut de Recherche en Astrophysique et Planetologie","31000","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",11/7/2019,"2020-01-28 09:01:35+01","10.1051/0004-6361/201935859","aa35859-19","Olivier","Flasseur","Université de Lyon, Laboratoire Hubert Curien","420023","Saint-Etienne"
"aa","1432-0746","Astronomy & Astrophysics",11/12/2019,"2020-01-21 09:01:00+01","10.1051/0004-6361/201936078","aa36078-19","Adarsh","Ranjan","Institut d'Astrophysique de Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",11/12/2019,"2020-01-28 09:01:07+01","10.1051/0004-6361/201935906","aa35906-19","Matteo","Cerruti","Institut de Ciències del Cosmos - Universitat de Barcelona","08029","Barcelona"
"aa","1432-0746","Astronomy & Astrophysics",11/13/2019,"2019-12-10 09:12:41+01","10.1051/0004-6361/201936942","aa36942-19","Flavien","Kiefer","IAP (CNRS)","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",11/14/2019,"2019-12-12 09:12:21+01","10.1051/0004-6361/201936445","aa36445-19","Felix","Sainsbury-Martinez","Maison de la Simulation - CEA Paris-Saclay","91191","Gif-sur-Yvette"
"aa","1432-0746","Astronomy & Astrophysics",11/15/2019,"2019-12-16 09:12:30+01","10.1051/0004-6361/201936779","aa36779-19","Christopher","Wegg","Universite Cote d'Azur","06300","Nice"
"aa","1432-0746","Astronomy & Astrophysics",11/18/2019,"2019-12-23 09:12:50+01","10.1051/0004-6361/201834613","aa34613-18","Jonathan","Braine","Laboratoire d'Astrophysique de Bordeaux, Univ. Bordeaux, CNRS","33615","Pessac"
"aa","1432-0746","Astronomy & Astrophysics",11/18/2019,"2020-01-15 09:01:38+01","10.1051/0004-6361/201936604","aa36604-19","Léa","Griton","IRAP","\N","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",11/21/2019,"2020-01-31 09:01:53+01","10.1051/0004-6361/201936629","aa36629-19","Nicola","Malavasi","Institut d'astrophysique spatiale","91405","Orsay"
"aa","1432-0746","Astronomy & Astrophysics",11/21/2019,"2020-02-11 09:02:41+01","10.1051/0004-6361/201936919","aa36919-19","Victor","Bonjean","Institut d'astrophysique spatiale","91405","Orsay"
"aa","1432-0746","Astronomy & Astrophysics",11/27/2019,"\N","10.1051/0004-6361/201834961","aa34961-18","Leo","Michel-Dansac","CRAL","69561","Saint Genis Laval cedex"
"aa","1432-0746","Astronomy & Astrophysics",11/27/2019,"2019-12-13 09:12:21+01","10.1051/0004-6361/201937077","aa37077-19","Oliver","Müller","Observatoire astronomique de Strasbourg","67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",11/28/2019,"2020-03-10 09:03:57+01","10.1051/0004-6361/201936829","aa36829-19","Louis","Bondonneau","LPC2E - Université d'Orléans / CNRS, France","45590","Saint Cyr En Val"
"aa","1432-0746","Astronomy & Astrophysics",11/29/2019,"2020-01-09 09:01:31+01","10.1051/0004-6361/201936901","aa36901-19","Yves","Ellinger","Sorbonne Universite UFR de Chimie","75005","Paris"
"aa","1432-0746","Astronomy & Astrophysics",11/29/2019,"2020-01-20 09:01:44+01","10.1051/0004-6361/201936898","aa36898-19","Mathias","Nowak","Observatoire de Paris, site de Meudon","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",11/30/2019,"2020-01-16 09:01:17+01","10.1051/0004-6361/201936368","aa36368-19","Andrii","Neronov","Universite de Geneve","1211","Geneva"
"aa","1432-0746","Astronomy & Astrophysics",12/3/2019,"2020-01-14 09:01:08+01","10.1051/0004-6361/201936830","aa36830-19","Kévin","Bouchaud","Laboratoire Lagrange, CNRS/UMR 7293","06304","Nice"
"aa","1432-0746","Astronomy & Astrophysics",12/5/2019,"2020-02-06 09:02:25+01","10.1051/0004-6361/201935872","aa35872-19","Gabriel","Pelouze","Centre for mathematical Plasma Astrophysics","3001","Leuven"
"aa","1432-0746","Astronomy & Astrophysics",12/5/2019,"2020-02-13 09:02:57+01","10.1051/0004-6361/201935400","aa35400-19","Yana","Khusanova","Aix Marseille Université, CNRS, LAM (Laboratoire d'Astrophysique de Marseille)","13013","Marseille"
"aa","1432-0746","Astronomy & Astrophysics",12/5/2019,"2020-02-28 09:02:48+01","10.1051/0004-6361/201936988","aa36988-19","R.","Neri","IRAM, Grenoble","38406","St Martin d'Heres"
"aa","1432-0746","Astronomy & Astrophysics",12/6/2019,"2020-01-15 09:01:22+01","10.1051/0004-6361/201937024","aa37024-19","Alessia","Longobardi","LAM Marseille","\N","Marseille"
"aa","1432-0746","Astronomy & Astrophysics",12/9/2019,"2020-01-21 09:01:24+01","10.1051/0004-6361/201936891","aa36891-19","Alice","Zurlo","LAM","\N","Marseille"
"aa","1432-0746","Astronomy & Astrophysics",12/9/2019,"2020-02-05 09:02:18+01","10.1051/0004-6361/201936345","aa36345-19","Maxime","Paillassa","Laboratoire d'Astrophysique de Bordeaux","33600","Pessac"
"aa","1432-0746","Astronomy & Astrophysics",12/10/2019,"2020-01-17 09:01:56+01","10.1051/0004-6361/201937116","aa37116-19","Frédéric","Paletou","Université Paul Sabatier, Toulouse III","F-31400","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",12/11/2019,"2020-02-13 09:02:32+01","10.1051/0004-6361/201936708","aa36708-19","Phillip","Galli","Laboratoire d'Astrophysique de Bordeaux","33615","Pessac"
"aa","1432-0746","Astronomy & Astrophysics",12/11/2019,"2020-02-17 09:02:48+01","10.1051/0004-6361/201834740","aa34740-18","Jacques","Roland","Institut d'Astrophysique, Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",12/11/2019,"2020-02-28 09:02:35+01","10.1051/0004-6361/201834410","aa34410-18","Patrick","Tisserand","Institut d'Astrophysique de Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",12/12/2019,"\N","10.1051/0004-6361/201936900","aa36900-19","David","Sanchez","Laboratoire d'Annecy le Vieux de physique des particules","74941","Annecy-le-Vieux CEDEX"
"aa","1432-0746","Astronomy & Astrophysics",12/13/2019,"2020-02-12 09:02:31+01","10.1051/0004-6361/201936697","aa36697-19","Olivia","Venot","Laboratoire Interuniversitaire des Systèmes Atmosphériques (LISA)","94010","Créteil"
"aa","1432-0746","Astronomy & Astrophysics",12/14/2019,"2020-02-06 09:02:31+01","10.1051/0004-6361/201935244","aa35244-19","Véronique","Bommier","Observatoire de Paris","92190","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",12/16/2019,"\N","10.1051/0004-6361/201935090","aa35090-19","Mustafa","YILDIZ","Strasbourg Observatory","F-67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",12/16/2019,"2020-02-11 09:02:53+01","10.1051/0004-6361/201936683","aa36683-19","fabien","Lacasa","Université Paris-Saclay, CNRS, Institut d'astrophysique spatiale, 91405, Orsay,","91940","les Ulis"
"aa","1432-0746","Astronomy & Astrophysics",12/17/2019,"\N","10.1051/0004-6361/201936952","aa36952-19","Rashi","Jain","Universite de Strasbourg","F-67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",12/17/2019,"2020-02-17 09:02:24+01","10.1051/0004-6361/201936934","aa36934-19","Emmanuel","Dartois","Institut des Sciences Moléculaires d'Orsay-CNRS","91405","ORSAY cedex"
"aa","1432-0746","Astronomy & Astrophysics",12/17/2019,"2020-02-28 09:02:29+01","10.1051/0004-6361/201936978","aa36978-19","Laia","Casamiquela","Laboratoire d'Astrophysique de Bordeaux","33615","Pessac"
"aa","1432-0746","Astronomy & Astrophysics",12/21/2019,"2020-03-10 09:03:10+01","10.1051/0004-6361/201936556","aa36556-19","Katharina A.","Lutz","Universite de Strasbourg","67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",12/25/2019,"2020-03-10 09:03:42+01","10.1051/0004-6361/201936714","aa36714-19","Patrick","Hennebelle","CEA/Saclay","91191","Gif sur Yvette"
"aa","1432-0746","Astronomy & Astrophysics",12/25/2019,"2020-03-12 09:03:32+01","10.1051/0004-6361/201834686","aa34686-18","Quentin","Wargnier","CMAP, Ecole polytechnique","91128","Palaiseau"
"aa","1432-0746","Astronomy & Astrophysics",12/27/2019,"2020-02-11 09:02:14+01","10.1051/0004-6361/201937090","aa37090-19","Aude","Simon","Laboratoire de Chimie et Physique Quantiques (LCPQ) UMR 5626 CNRS & Unviv. Toulouse","31062","Toulouse"
"alr","1765-2952","Aquatic Living Resources",8/11/2019,"2019-09-06 09:09:30+02","10.1051/alr/2019019","alr190020","Bernard","Miriam S.","Station Biologique de Roscoff",,"Roscoff"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",1/11/2019,"2020-01-13 09:01:32+01","10.1051/cocv/2019001","cocv180101","M.","Duprez","Institut de Mathématiques de Marseille UMR7373 CNRS","13453","Marseille cedex 13"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",3/4/2019,"\N","10.1051/cocv/2019010","cocv170111","Jérome","Loheac","Université de Lorraine",,
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",3/6/2019,"2020-03-18 09:03:13+01","10.1051/cocv/2019011","cocv170187","Guillaume","Garrigos","Université Paris-Diderot","75013","Paris"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",4/5/2019,"\N","10.1051/cocv/2019021","cocv180081","Loïc","Bourdin","Universite de Limoges","\N","\N"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",4/7/2019,"\N","10.1051/cocv/2019023","cocv180058","Antoine","Lemenant","Universite Paris Diderot","\N","Paris"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",4/26/2019,"\N","10.1051/cocv/2019033","cocv180140","Kévin","Le Balc'h","ENS Rennes","35170","Bruz"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",5/12/2019,"2019-11-01 09:11:53+01","10.1051/cocv/2019036","cocv180104","Sourav","Mitra","Institut de mathematiques de Toulouse","31400","Toulouse"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",6/23/2019,"\N","10.1051/cocv/2019041","cocv180174","Piernicola","Bettiol","Universite de Bretagne Occidentale","\N","Brest"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",7/13/2019,"2019-10-18 09:10:01+02","10.1051/cocv/2019044","cocv180153","Benoît","Bonnet","Laboratoire d'Informatique et Systèmes","\N","Marseille"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",9/26/2019,"2019-10-18 09:10:58+02","10.1051/cocv/2019060","cocv190122","Philippe","LAURENCOT","Institut de Mathématiques de Toulouse","\N","Toulouse"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",10/7/2019,"\N","10.1051/cocv/2019062","cocv190055","Emmanuelle","Crépeau","Laboratoire Jean Kuntzmann","\N","Grenoble"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",11/18/2019,"2020-03-02 09:03:43+01","10.1051/cocv/2019069","cocv180142","Christophe","Prieur","Department of Automatic Control, Gipsa-lab","38402","Saint Martin d’Hères Cedex"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",11/20/2019,"2020-02-25 09:02:12+01","10.1051/cocv/2019071","cocv190111","Olivier","Gueant","Centre d'economie de la Sorbonne","75013","Paris"
"cocv","1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",11/27/2019,"2020-02-19 09:02:17+01","10.1051/cocv/2019075","cocv190050","Thierry","Horsin","Conservatoire National des Arts et Metiers","75003","Paris"
"epjap","1286-0050","EPJ AP",1/11/2019,"2019-02-08 09:02:54+01","10.1051/epjap/2019180284","ap180284","Smail","AHMIM","ENS Paris Saclay","94230","Cachan"
"epjap","1286-0050","EPJ AP",1/28/2019,"2019-02-28 09:02:35+01","10.1051/epjap/2019180149","ap180149","Jamal","Takadoum","ENSMM - FEMTO-ST CNRS","25030","Besancon Cedex"
"epjap","1286-0050","EPJ AP",1/31/2019,"2019-03-08 09:03:09+01","10.1051/epjap/2019180300","ap180300","Anh-Tuan","Vo","Grenoble INP","38031","Grenoble"
"epjap","1286-0050","EPJ AP",2/4/2019,"2019-04-26 09:04:06+02","10.1051/epjap/2019180297","ap180297","Jérôme","Crassous","GMCM","F-35042","Rennes Cedex"
"epjap","1286-0050","EPJ AP",3/6/2019,"2019-04-26 09:04:12+02","10.1051/epjap/2019180317","ap180317","Michel","Aillerie","Université de Lorraine & CentraleSupelec, LMOPS","57050","METZ"
"epjap","1286-0050","EPJ AP",4/5/2019,"2019-06-10 09:06:22+02","10.1051/epjap/2019180289","ap180289","Ziwei","Li","G2Elab","38000","Grenoble"
"epjap","1286-0050","EPJ AP",7/15/2019,"2019-08-06 09:08:00+02","10.1051/epjap/2019190092","ap190092","Bruno","Bêche","Université Rennes 1","35042","Rennes Cedex"
"epjap","1286-0050","EPJ AP",7/15/2019,"2019-10-15 09:10:26+02","10.1051/epjap/2019180288","ap180288","Lionel","Laudebat","LAPLACE - Institut National Universitaire Champollion","31062","Toulouse"
"epjap","1286-0050","EPJ AP",9/9/2019,"2019-11-08 09:11:07+01","10.1051/epjap/2019190029","ap190029","Romaric","Landfried","CENTRALESUPELEC","91192","Gif-sur-Yvette CEDEX"
"epjap","1286-0050","EPJ AP",10/1/2019,"2019-11-08 09:11:14+01","10.1051/epjap/2019190122","ap190122","We-Hyo","SOE","CEMES-CNRS","31055","Toulouse"
"epjap","1286-0050","EPJ AP",11/28/2019,"2020-01-13 09:01:35+01","10.1051/epjap/2019190232","ap190232","Souad","Morsli","Laboratoire LCOMS","57000","METZ"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",3/27/2019,"2019-07-29 09:07:42+02","10.1051/epjn/2019002","epjn180010","Jordan","Huyghe","CEA, DEN, DER Cadarache","13108","Saint Paul les Durance"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",3/29/2019,"2019-05-15 09:05:52+02","10.1051/epjn/2019003","epjn190004","Jean-Paul","Crocombette","CEA Saclay","91191","GIF/YVETTE"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",6/27/2019,"2019-08-26 09:08:29+02","10.1051/epjn/2019005","epjn190007","Veronique","GHETTA","LPSC","38026","Grenoble"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",7/9/2019,"\N","10.1051/epjn/2019013","epjn190033","Stéphane","Valance","CEA, DEN, DEC, Cadarache","13108","Saint-Paul lez Durance"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",7/9/2019,"\N","10.1051/epjn/2019012","epjn190035","Evelyne","Foerster","CEA Paris-Saclay","91191","Gif-sur-Yvette"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",7/9/2019,"\N","10.1051/epjn/2019009","epjn190038","Stéphane","Bourg","CEA Marcoule","30207","Bagnols sur Cèze"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",7/9/2019,"\N","10.1051/epjn/2019022","epjn190046","Jean-Yves","Blanc","CEA Saclay","91191","Gif-sur-Yvette"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",8/2/2019,"2019-11-05 09:11:58+01","10.1051/epjn/2019025","epjn190005","fabien","Rouillard","CEA","91191","Gif sur Yvette"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",10/23/2019,"2019-12-19 09:12:11+01","10.1051/epjn/2019051","epjn190002","Anne-Helene","Puichaud","CEA","91191","Gif-sur-Yvette"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",11/4/2019,"\N","10.1051/epjn/2019052","epjn190053","Danièle","Roudil","CEA/DMRC","30207","Bagnols sur Cèze"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",11/13/2019,"2020-01-15 09:01:43+01","10.1051/epjn/2019055","epjn190049","Jean","DUHAMET","CEA Centre de Marcoule","30207","BAGNOLS-SUR-CEZE"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",11/21/2019,"2019-12-23 09:12:15+01","10.1051/epjn/2019056","epjn190014","Axel","Rizzo","CEA, DEN, DER, SPRC","13108","Saint Paul les Durance"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",11/29/2019,"2020-02-07 09:02:23+01","10.1051/epjn/2019057","epjn190081","Florian","Muller","CEA Saclay, DEN/DANS/DM2S/STMF/LMSF","\N","\N"
"epjn","2491-9292","EPJ Nuclear Sciences & Technologies",12/2/2019,"2020-01-07 09:01:31+01","10.1051/epjn/2019058","epjn190080","Claire","Le Gall","CEA, DEN / DEC, Cadarache","\N","\N"
"epjpv","2105-0716","EPJ Photovoltaics",4/29/2019,"2019-06-07 09:06:39+02","10.1051/epjpv/2019002","pv180014","Clément","Marchat","IPVF","91120","Palaiseau"
"epjpv","2105-0716","EPJ Photovoltaics",5/6/2019,"2019-06-04 09:06:10+02","10.1051/epjpv/2019004","pv190002","Philippe","Torchio","Domaine Universitaire de Saint-Jérôme","13 397","Marseille Cedex 20"
"epjpv","2105-0716","EPJ Photovoltaics",5/6/2019,"2019-06-14 09:06:18+02","10.1051/epjpv/2019003","pv180012","Justine","Lorthioir","Université de Nantes, CNRS","44322","Nantes"
"epjpv","2105-0716","EPJ Photovoltaics",6/12/2019,"2019-07-15 09:07:16+02","10.1051/epjpv/2019006","pv190007","Amélie","Perraudeau","University of Limoges, CNRS, IRCER, UMR 7315","F-87065","limoges"
"epjpv","2105-0716","EPJ Photovoltaics",12/5/2019,"2020-02-26 09:02:34+01","10.1051/epjpv/2019009","pv190026","Christophe","Longeaud","Laboratoire de Génie Electrique et Electonique de Paris","91190","Gif sur Yvette"
"epjpv","2105-0716","EPJ Photovoltaics",12/10/2019,"2020-01-31 09:01:41+01","10.1051/epjpv/2019010","pv190011","Christine","Abdel Nour","Group of Electrical Engineering-Paris","91192","Gif-sur-Yvette"
"ijmqe","2107-6847","International Journal of Metrology and Quality Engineering",3/16/2019,"2019-06-17 09:06:29+02","10.1051/ijmqe/2019001","ijmqe170023","Alain","sergent","SYMME LABORATORY","74944 CEDEX","ANNECY LE VIEUX"
"ijmqe","2107-6847","International Journal of Metrology and Quality Engineering",7/10/2019,"2019-07-30 09:07:11+02","10.1051/ijmqe/2019008","ijmqe180026","Patrick","Pinot","Cnam","93210","La Plaine Saint-Denis"
"limn","2100-000X","Annales de Limnologie - International Journal of Limnology",1/15/2019,"2019-02-28 09:02:42+01","10.1051/limn/2019002","limn180028","Jean-Yves","Charcosset","Ecole Nationale Superieure Agronomique de Toulouse","31326","Auzeville-Tolosane"
"limn","2100-000X","Annales de Limnologie - International Journal of Limnology",5/9/2019,"2019-06-05 09:06:08+02","10.1051/limn/2019012","limn190011","Christophe","Piscart","Centre National de la Recherche Scientifique","\N","\N"
"limn","2100-000X","Annales de Limnologie - International Journal of Limnology",8/30/2019,"2019-10-11 09:10:47+02","10.1051/limn/2019017","limn190034","Antoine","Lecerf","University of Toulouse 3","\N","\N"
"limn","2100-000X","Annales de Limnologie - International Journal of Limnology",10/4/2019,"2019-11-15 09:11:33+01","10.1051/limn/2019021","limn190026","Pierre","Marmonier","University Lyon I","\N","Villeurbanne"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",2/18/2019,"2019-07-05 09:07:10+02","10.1051/m2an/2019014","m2an180130","Laurence","Beaude","Universite Cote d'Azur","\N","\N"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",2/18/2019,"2020-01-14 09:01:53+01","10.1051/m2an/2019017","m2an170223","Mi-Song","Dupuy","Universite Paris Diderot","\N","\N"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",2/21/2019,"2019-07-04 09:07:10+02","10.1051/m2an/2019013","m2an180140","Philippe","Poncet","Universite de Pau et des Pays de l'Adour","64013","Pau Cedex"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",3/13/2019,"2019-10-18 09:10:04+02","10.1051/m2an/2019023","m2an180151","Michel","Duprez","Aix-Marseille Universite","\N","\N"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",4/25/2019,"2019-09-26 09:09:42+02","10.1051/m2an/2019034","m2an180076","Khaled","Saleh","Universite Claude Bernard Lyon 1","\N","\N"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",5/7/2019,"2019-07-23 09:07:28+02","10.1051/m2an/2019037","m2an190017","Philippe  G.","LeFloch","Sorbonne Universite Campus Pierre et Marie Curie",,
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",6/20/2019,"2019-11-29 09:11:25+01","10.1051/m2an/2019044","m2an180198","Jacques","Sainte-Marie","Inria","75012","Paris"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",6/30/2019,"\N","10.1051/m2an/2019050","m2an190003","Matthieu","Lecouvez","CEA CESTA","33114","Le Barp"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",8/24/2019,"2020-01-27 09:01:59+01","10.1051/m2an/2019056","m2an180177","Charles","dapogny","Laboratoire Jean Kuntzmann","\N","Grenoble"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",8/31/2019,"2020-02-25 09:02:03+01","10.1051/m2an/2019066","m2an190088","Jalal","Fadili","ENSICAEN","\N","\N"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",10/15/2019,"2020-02-18 09:02:54+01","10.1051/m2an/2019073","m2an190128","Laurent","Bourgeois","Laboratoire POEMS/ENSTA ParisTech","\N","\N"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",10/24/2019,"\N","10.1051/m2an/2019077","m2an190101","Samuel","Herrmann","Institut de Mathematiques de Bourgogne","21078","Dijon"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",11/6/2019,"\N","10.1051/m2an/2019079","m2an180146","Sébastien","Impériale","Inria",,
