"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Wuerzburg U",2024,2825.25,"10.53186/9783534641529",FALSE,"wbg Academic","Gerechter Krieg und Niemandsland","978-3-534-64152-9",NA,NA,NA,FALSE,FALSE
"Wuerzburg U",2025,8092,"10.1628/978-3-16-163848-0",FALSE,"Mohr Siebeck","Notwehrprovokation","978-3-16-163848-0",NA,"978-3-16-163848-0","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"Wuerzburg U",2024,4312.75,"10.53186/9783534640447",FALSE,"wbg Academic","Wege aus dem Elfenbeinturm","978-3-534-64044-7",NA,NA,NA,FALSE,FALSE
