"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Wuerzburg U",2012,1866.03,"10.1364/OE.20.011838",FALSE,"Optical Society of America (OSA)","Optics Express","1094-4087",NA,"1094-4087",NA,TRUE,"22714171",NA,NA,NA,FALSE
"Wuerzburg U",2012,1142.42,"10.1371/journal.pone.0040387",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"22952573","PMC3431399",NA,NA,TRUE
"Wuerzburg U",2012,971.04,"10.1186/1532-429X-14-31",FALSE,"Springer Science + Business Media","Journal of Cardiovascular Magnetic Resonance","1532-429X","1532-429X",NA,NA,TRUE,"22607376","PMC3409035",NA,NA,TRUE
"Wuerzburg U",2012,1270.02,"10.1186/1471-2288-12-11",FALSE,"Springer Science + Business Media","BMC Medical Research Methodology","1471-2288",NA,"1471-2288","http://www.springer.com/tdm",TRUE,"22309508","PMC3311602",NA,NA,TRUE
"Wuerzburg U",2012,1256.64,"10.1186/1471-2288-12-43",FALSE,"Springer Science + Business Media","BMC Medical Research Methodology","1471-2288",NA,"1471-2288","http://www.springer.com/tdm",TRUE,"22471343","PMC3359253",NA,NA,TRUE
"Wuerzburg U",2012,583.1,"10.3389/fcimb.2012.00014",FALSE,"Frontiers Media SA","Frontiers in Cellular and Infection Microbiology","2235-2988",NA,"2235-2988",NA,TRUE,"22919606","PMC3417511",NA,NA,TRUE
"Wuerzburg U",2012,1266.16,"10.1186/1471-2334-12-14",FALSE,"Springer Science + Business Media","BMC Infectious Diseases","1471-2334",NA,"1471-2334","http://www.springer.com/tdm",TRUE,"22264238","PMC3282641",NA,NA,TRUE
"Wuerzburg U",2012,1128.12,"10.1186/1758-5996-4-7",FALSE,"Springer Science + Business Media","Diabetology & Metabolic Syndrome","1758-5996","1758-5996",NA,NA,TRUE,"22390349","PMC3309977",NA,NA,TRUE
"Wuerzburg U",2012,1332.8,"10.1186/1479-5876-10-3",FALSE,"Springer Science + Business Media","Journal of Translational Medicine","1479-5876","1479-5876",NA,NA,TRUE,"22216938","PMC3398296",NA,NA,TRUE
"Wuerzburg U",2012,1294.72,"10.1186/1471-2229-12-125",FALSE,"Springer Science + Business Media","BMC Plant Biology","1471-2229","1471-2229",NA,NA,TRUE,"22852874","PMC3438128",NA,NA,TRUE
"Wuerzburg U",2012,1280.44,"10.1186/1472-6882-12-61",FALSE,"Springer Science + Business Media","BMC Complementary and Alternative Medicine","1472-6882",NA,"1472-6882","http://www.springer.com/tdm",TRUE,"22551313","PMC3404974",NA,NA,TRUE
"Wuerzburg U",2012,1332.8,"10.1002/ece3.221",FALSE,"Wiley-Blackwell","Ecology and Evolution","20457758",NA,NA,"http://doi.wiley.com/10.1002/tdm_license_1",TRUE,"22837825","PMC3399199",NA,NA,FALSE
"Wuerzburg U",2012,1585.08,"10.1186/1465-9921-13-13",FALSE,"Springer Science + Business Media","Respiratory Research","1465-9921","1465-9921",NA,NA,TRUE,"22309369","PMC3299632",NA,NA,TRUE
"Wuerzburg U",2012,729.72,"10.2174/1874312901206010050",FALSE,"Bentham Science Publishers Ltd.","The Open Rheumatology Journal","18743129","18743129",NA,NA,TRUE,"22670165","PMC3367302",NA,NA,FALSE
"Wuerzburg U",2012,1309,"10.1186/1479-5876-10-9",FALSE,"Springer Science + Business Media","Journal of Translational Medicine","1479-5876","1479-5876",NA,NA,TRUE,"22236378","PMC3268093",NA,NA,TRUE
"Wuerzburg U",2012,661.64,"10.1186/1756-0500-5-264",FALSE,"Springer Science + Business Media","BMC Research Notes","1756-0500","1756-0500",NA,NA,TRUE,"22658129","PMC3427529",NA,NA,TRUE
