"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement"
"Wuerzburg U",2020,1709,"10.1007/s00277-020-04174-4",TRUE,"Springer Nature","Annals of Hematology","0939-5555","0939-5555","1432-0584","0939-5555","https://creativecommons.org/licenses/by/4.0",TRUE,"32683458","PMC8440277",NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s00221-020-05861-4",TRUE,"Springer Nature","Experimental Brain Research","0014-4819","0014-4819","1432-1106","0014-4819","https://creativecommons.org/licenses/by/4.0",TRUE,"32617882","PMC7438375",NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s10589-020-00223-w",TRUE,"Springer Nature","Computational Optimization and Applications","0926-6003","0926-6003","1573-2894","0926-6003","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s11858-020-01207-0",TRUE,"Springer Nature","ZDM","1863-9690","1863-9690","1863-9704","1863-9690","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s00198-020-05612-9",TRUE,"Springer Nature","Osteoporosis International","0937-941X","0937-941X","1433-2965","0937-941X","https://creativecommons.org/licenses/by-nc/4.0",TRUE,"32879991","PMC7838076",NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s00526-020-01849-8",TRUE,"Springer Nature","Calculus of Variations and Partial Differential Equations","0944-2669","0944-2669","1432-0835","0944-2669","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s00396-020-04738-w",TRUE,"Springer Nature","Colloid and Polymer Science","0303-402X","0303-402X","1435-1536","0303-402X","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s00414-020-02301-4",TRUE,"Springer Nature","International Journal of Legal Medicine","0937-9827","0937-9827","1437-1596","0937-9827","https://creativecommons.org/licenses/by/4.0",TRUE,"32346800","PMC7578127",NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s41233-020-00035-0",TRUE,"Springer Nature","Quality and User Experience","2366-0139","2366-0139","2366-0147","2366-0147","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.3758/s13428-020-01409-0",TRUE,"Springer Nature","Behavior Research Methods","1554-3528",NA,"1554-3528","1554-351X","https://creativecommons.org/licenses/by/4.0",TRUE,"32415558","PMC7725755",NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s11858-020-01179-1",TRUE,"Springer Nature","ZDM","1863-9690","1863-9690","1863-9704","1863-9690","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s00216-020-03031-7",TRUE,"Springer Nature","Analytical and Bioanalytical Chemistry","1618-2642","1618-2642","1618-2650","1618-2642","https://creativecommons.org/licenses/by/4.0",TRUE,"33155133","PMC7644392",NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s42690-020-00323-4",TRUE,"Springer Nature","International Journal of Tropical Insect Science","1742-7592",NA,"1742-7592","1742-7584","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s00702-020-02198-8",TRUE,"Springer Nature","Journal of Neural Transmission","0300-9564","0300-9564","1435-1463","0300-9564","https://creativecommons.org/licenses/by/4.0",TRUE,"32385575","PMC7577912",NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s10743-020-09280-9",TRUE,"Springer Nature","Husserl Studies","0167-9848","0167-9848","1572-8501","0167-9848","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s12286-020-00471-4",TRUE,"Springer Nature","Zeitschrift für Vergleichende Politikwissenschaft","1865-2646","1865-2646","1865-2654","1865-2646","https://creativecommons.org/licenses/by/4.0",TRUE,NA,"PMC7724779",NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s10801-020-00989-6",TRUE,"Springer Nature","Journal of Algebraic Combinatorics","0925-9899","0925-9899","1572-9192","0925-9899","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Wuerzburg U",2020,1709,"10.1007/s41247-020-00068-1",TRUE,"Springer Nature","Biophysical Economics and Sustainability","2730-7190","2730-7190","2730-7204","2730-7190","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
