institution;period;euro;doi;is_hybrid;publisher;journal/book_full_title;issn/isbn;url
Pädagogische Hochschule Zug;2022;7.347,07;DOI: https://doi.org/10.36933/9783035522785;false;Hep Verlag;Dialekt und Standard in der Schule;978-3-0355-2277-8;https://www.hep-verlag.ch/standarddeutsch-und-dialekt
