institution;period;euro;doi;is_hybrid;publisher;book_full_title;isbn;url
Pädagogische Hochschule Zug;2021;7.680,00;https://doi.org/10.31244/9783830996361;false;Waxmann;COVID-19 und Bildung:Studien und Perspektiven;978-3-8309-4636-6;https://directory.doabooks.org/handle/20.500.12854/140385
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
