institution;period;euro;doi;is_hybrid;publisher;book_full_title;isbn;url
Pädagogische Hochschule Zug;2024;6377.90 Euro;https://doi.org/10.1007/978-3-658-46176-8;false;Springer;"Anerkennungsverhältnisse in der Schule: Empirische Untersuchungen im Kontext der Auffangzeit im Schweizer Kindergarten";978-3-658-46176-8;https://link.springer.com/book/10.1007/978-3-658-46176-8#bibliographic-information
