"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Bonn U",2022,4701.4,"10.5771/9783748933793",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Alternativ-Entwurf | Audiovisuelle Dokumentation der Hauptverhandlung (AE-ADH)","978-3-7489-3379-3","978-3-7489-3379-3","978-3-7489-3379-3","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Bonn U",2022,10000,"10.30965/9783657793396",FALSE,"Brill | Schöningh","Syriac Theology: Past and Present","978-3-657-79339-6","978-3-506-79339-3","978-3-657-79339-6","CC BY-NC-ND",TRUE,TRUE
"Bonn U",2023,4998,"10.3224/84742764",FALSE,"Verlag Barbara Budrich","Multivariate scaling methods and the reconstruction of social spaces","978-3-8474-2764-3","978-3-8474-2764-3","978-3-8474-1856-6","CC BY",TRUE,TRUE
"",,,"","","","","","","","","",""
"Bonn U",2023,4090,"10.56715/398634157",FALSE,"Verlag Westfälisches Dampfboot","Geographie und Recht","978-3-98634-157-2","978-3-98634-157-2",NA,"CC BY",TRUE,FALSE
"Bonn U",2023,6420,"10.1515/9783111137155",FALSE,"De Gruyter","Moving Workers","978-3-11-113715-5",NA,"978-3-11-113715-5","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,TRUE
"Bonn U",2023,10000,"10.30965/9783657791552",FALSE,"Brill | Schöningh","Beyond Binaries","978-3-506-79155-9","978-3-506-79155-9","978-3-657-79155-2","CC BY-NC-ND",TRUE,TRUE
"Bonn U",2023,2782,"10.3790/978-3-428-58960-9",FALSE,"DUNCKER UND HUMBLOT","Gerechtigkeit aus der Ferne?","978-3-428-58960-9","978-3-428-18960-1","978-3-428-58960-9","CC BY-NC-ND ",TRUE,FALSE
"Bonn U",2024,6991.25,"10.14361/9783839471135",FALSE,"transcript Verlag","Wer zählt?","978-3-8376-7113-1","978-3-8376-7113-1","978-3-8394-7113-5","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Bonn U",2024,10710,"10.30965/9783657794652",FALSE,"Brill | Schöningh","Hiobs Begegnung","978-3-506-79465-9","978-3-506-79465-9","978-3-657-79465-2","CC BY-NC-ND",TRUE,TRUE
"Bonn U",2024,6000,"10.14361/9783839471760",FALSE,"transcript Verlag","Webfare","978-3-8376-7176-6","978-3-8376-7176-6","978-3-8394-7176-0","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,TRUE
