"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Leibniz Institute for Resilience Research","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",476.0,"00q5t0010_els2023deal_2024"
"Leibniz Institute for Resilience Research","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",642.0,"00q5t0010_els2023deal_2024"
"Leibniz Institute for Resilience Research","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"service fee",214.0,"00q5t0010_els2023deal_2024"
"Leibniz Institute for Resilience Research","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",1804.53,"00q5t0010_wiley2024deal_2024"
"Leibniz Institute for Resilience Research","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",332.33,"00q5t0010_wiley2024deal_2024"
"Leibniz Institute for Resilience Research","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",1281.19,"00q5t0010_sn2024deal_2024"
"Leibniz Institute for Resilience Research","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",157.09,"00q5t0010_sn2024deal_2024"
"Leibniz Institute for Resilience Research","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",1281.19,"00q5t0010_sn2024deal_2024"
"Leibniz Institute for Resilience Research","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",157.09,"00q5t0010_sn2024deal_2024"
