"institution","apc","period","doi","currency","is_hybrid","euro"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1095","2023","10.7717/peerj.15002","USD","FALSE","1009.84"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1495","2023","10.7717/peerj.15336","USD","FALSE","1378.74"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1495","2023","10.7717/peerj.15520","USD","FALSE","1378.74"
