institution;apc;doi;period;is_hybrid;currency
Consejo Superior de Investigaciones Cientificas (CSIC);2420;10.1186/s13059-016-1090-1;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s13071-016-1903-9;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1995;10.1186/s13068-016-0615-x;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1965;10.1186/s12933-016-0474-6;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1995;10.1186/s12974-016-0742-0;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12934-016-0568-6;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);2105;10.1186/s13024-016-0131-2;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s13071-016-1793-x;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12870-016-0863-8;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);2270;10.1186/s12915-016-0288-8;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);2420;10.1186/s13059-016-1002-4;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s13002-016-0097-8;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1995;10.1186/s13069-016-0044-2;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12918-016-0282-3;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12862-016-0654-8;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12862-016-0663-7;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1875;10.1186/s40364-016-0063-6;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12864-016-2564-y;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1610;10.1186/s13041-016-0204-8;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1995;10.1186/s13068-016-0462-9;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1460;10.1186/s12284-016-0078-5;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12934-016-0425-7;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1625;10.1186/s13071-016-1355-2;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12864-016-2394-y;01/01/2016;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1690;10.1186/s12917-015-0630-3;01/01/2016;FALSE;EUR
