institution;apc;doi;period;is_hybrid;currency
Consejo Superior de Investigaciones Cientificas (CSIC);1405;10.1186/1475-2859-13-77;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1186/s12870-014-0378-0;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1725;10.1186/s12974-014-0223-2;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1186/s12917-014-0316-2;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1825;10.1186/1750-1326-10-2;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1186/s12918-015-0144-4;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1340;10.1186/s40693-015-0036-4;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1825;10.1186/s13024-015-0005-z;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1675;10.1186/s12866-015-0390-z;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1625;10.1186/s13071-015-0802-9;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1675;10.1186/s12859-015-0587-z;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12864-015-1567-4;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1575;10.1186/s13568-015-0119-2;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);885;10.1186/s40064-015-1062-z;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12870-015-0535-0;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12870-015-0564-8;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12862-015-0427-9;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12864-015-1755-2;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1580;10.1186/s12934-015-0306-5;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12896-015-0192-2;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1000;10.1140/epjti/s40485-015-0023-9;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12864-015-1817-5;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1580;10.1186/s12934-015-0314-5;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1186/s13062-015-0075-4;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12864-015-1862-0;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12917-015-0543-1;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12862-015-0485-z;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1925;10.1186/s13023-015-0343-5;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12864-015-1955-9;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s41065-015-0002-9;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1580;10.1186/s12934-015-0345-y;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1625;10.1186/s13071-015-1148-z;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12870-015-0652-9;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1575;10.1186/s13568-015-0159-7;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1625;10.1186/s13071-015-1204-8;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12862-015-0555-2;01/01/2015;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1745;10.1186/s12934-015-0399-x;01/01/2015;FALSE;EUR
