"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Salzburg U",2016,2270,NA,FALSE,"epodium","Überschreitungen. Beiträge zur Theoretisierung von Inszenierung- und Aufführungspraxis","978-3-940388-53-7",NA,NA,"https://creativecommons.org/licenses/by/4.0/",FALSE,FALSE
"Salzburg U",2016,2277,NA,FALSE,"epodium","Moderne Szenerien. Skizzen zur Diverstität von Tanz- und Musikkulturen (1910–1950)","978-3-940388-55-1",NA,NA,"https://creativecommons.org/licenses/by/4.0/",FALSE,FALSE
"Salzburg U",2016,1190,NA,FALSE,"Waxmann","Sprachen und Kulturen: vermitteln und vernetzen",NA,"978-3-8309-3506-3","978-3-8309-8506-8","https://creativecommons.org/licenses/by-nc-nd/4.0/",FALSE,FALSE
"Salzburg U",2017,1190,NA,FALSE,"Waxmann","Romanistische Fachdidaktik",NA,"978-3-8309-3557-5","978-3-8309-8557-0","https://creativecommons.org/licenses/by-nc-nd/4.0/",FALSE,FALSE
"Salzburg U",2019,15000,"10.1007/978-3-030-02653-0",FALSE,"Springer International Publishing","Social Inequality, Childhood and the Media","978-3-030-02652-3","978-3-030-02652-3","978-3-030-02653-0","https://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Salzburg U",2018,3000,NA,FALSE,"Waxmann Verlag","Musik und Migration","978-3-8309-3712-8",NA,NA,"CC by-nc-nd",FALSE,TRUE
"Salzburg U",2018,9600,"10.11588/arthistoricum.425",FALSE,"Reimer Verlag","Schönheit ― Der Körper als Kunstprodukt","978-3-496-01593-2","978-3-496-01593-2","978-3-947449-19-4","CC by-nc-nd",FALSE,TRUE
"Salzburg U",2020,4493,"10.14361/9783839446508",FALSE,"transcript Verlag","»Truth« and Fiction","978-3-8394-4650-8",NA,"978-3-8394-4650-8","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
"Salzburg U",2019,1190,NA,FALSE,"Waxmann Verlag","La construcción de la cultura en el Español como lengua extranjera (ELE)","978-3-8309-4009-8","978-3-8309-4009-8","978-3-8309-9009-3","CC by-nc-sa",FALSE,TRUE
"Salzburg U",2019,7616,"10.31244/9783830991397",FALSE,"Waxmann Verlag","Kulturen, Religionen und Identitäten aushandeln","978-3-8309-4139-2","978-3-8309-4139-2","978-3-8309-9139-7","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Salzburg U",2020,2042,"10.31244/9783830991946",FALSE,"Waxmann Verlag GmbH","Demokratie lernen in der Schule","978-3-8309-9194-6","978-3-8309-4194-1","978-3-8309-9194-6","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
