"DOI","Institution","period","is_hybrid"
"10.1007/s42247-018-0015-z","University of Bradford",2018,TRUE
"10.1007/s11572-018-9481-x","University of Oxford",2018,TRUE
"10.1007/s11098-018-1176-6","London School of Economics and Political Science",2018,TRUE
"10.1007/s11230-018-9821-1","Natural History Museum",2018,TRUE
"10.1007/s10468-018-9831-3","University of Glasgow",2018,TRUE
"10.1007/s12520-018-0723-6","University of Sheffield",2018,TRUE
"10.1007/s13127-018-0383-5","Royal Botanic Gardens",2018,TRUE
"10.1007/s00374-018-1317-2","Bangor University",2018,TRUE
"10.1007/s00428-018-2464-4","King's College London",2018,TRUE
"10.1007/s00417-018-4157-8","Anglia Ruskin University",2018,TRUE
"10.1007/s00383-018-4365-7","University of Oxford",2018,TRUE
"10.1007/s00109-018-1698-6","University of Manchester",2018,TRUE
"10.1007/s00415-018-9076-4","University College London",2018,TRUE
"10.1007/s00330-018-5707-5","University of Nottingham",2018,TRUE
"10.1007/s00429-018-1772-4","University College London",2018,TRUE
"10.1007/s00167-018-5218-6","University of Oxford",2018,TRUE
"10.1007/s10209-018-0636-2","University of Greenwich",2018,TRUE
"10.1007/s00415-018-9098-y","Cardiff University",2018,TRUE
"10.1007/s10111-018-0532-9","Kingston University",2018,TRUE
"10.1007/s00170-018-2790-3","University of Sheffield",2018,TRUE
"10.1007/s10803-018-3776-6","University of Bath",2018,TRUE
"10.1007/s00270-018-2072-3","University of Sheffield",2018,TRUE
"10.1007/s11263-018-1121-3","University of Surrey",2018,TRUE
"10.1007/s11227-018-2624-y","Sheffield Hallam University",2018,TRUE
"10.1007/s10959-018-0864-7","Imperial College London",2018,TRUE
"10.1007/s11469-018-0001-y","University of Derby",2018,TRUE
"10.1007/s10693-018-0303-z","University of Bristol",2018,TRUE
"10.3758/s13428-018-1108-6","Bournemouth University",2018,TRUE
"10.1007/s11064-018-2633-5","University College London",2018,TRUE
"10.1007/s00357-018-9274-x","University of East Anglia",2018,TRUE
"10.1007/s10803-018-3783-7","University of Leeds",2018,TRUE
"10.1007/s11244-018-1053-8","Newcastle University",2018,TRUE
"10.1007/s10144-018-0632-7","Queen's University of Belfast",2018,TRUE
"10.1007/s40722-018-0120-3","University of Manchester",2018,TRUE
"10.1007/s42000-018-0068-7","Newcastle University",2018,TRUE
"10.1007/s00040-018-0664-1","Imperial College London",2018,TRUE
"10.1007/s40879-018-0278-1","London School of Economics and Political Science",2018,TRUE
"10.1007/s10522-018-9772-6","University of Liverpool",2018,TRUE
"10.1007/s12061-018-9281-7","University of Glasgow",2018,TRUE
"10.1007/s10585-018-9946-2","University of Sheffield",2018,TRUE
"10.1007/s10649-018-9859-7","Manchester Metropolitan University",2018,TRUE
"10.1007/s11406-018-0021-7","University of Oxford",2018,TRUE
"10.1007/s10726-018-9594-6","King's College London",2018,TRUE
"10.1007/s10680-018-9501-5","London School of Economics and Political Science",2018,TRUE
"10.1007/s10950-018-9792-3","Imperial College London",2018,TRUE
"10.1007/s11205-018-2012-2","University College London",2018,TRUE
"10.1007/s10781-018-9374-2","University of Oxford",2018,TRUE
"10.1007/s00894-018-3866-6","University of St Andrews",2018,TRUE
"10.1007/s00222-018-0823-z","Imperial College London",2018,TRUE
"10.1007/s00500-018-3561-7","University of Nottingham",2018,TRUE
"10.1007/s10198-018-1009-8","University of Sheffield",2018,TRUE
"10.1007/s00330-018-5732-4","University College London",2018,TRUE
"10.1007/s00213-018-5042-1","University of Cambridge",2018,TRUE
"10.1007/s00300-018-2420-4","University of Birmingham",2018,TRUE
"10.1007/s00355-018-1157-x","University of Glasgow",2018,TRUE
"10.1007/s00229-018-1075-3","University of Liverpool",2018,TRUE
"10.1007/s11109-018-9504-2","University of Strathclyde",2018,TRUE
"10.1007/s11238-018-9674-8","University of Reading",2018,TRUE
"10.1007/s11682-018-9988-8","University of Edinburgh",2018,TRUE
"10.1007/s10853-018-2964-2","University of Southampton",2018,TRUE
"10.1007/s00031-018-9501-x","University of Oxford",2018,TRUE
