"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Ulm U",2014,844,"10.1038/tp.2013.93",FALSE,"Nature Publishing Group","Translational Psychiatry","2158-3188",NA,"2158-3188",NA,TRUE,"24169639","PMC3818009",NA,NA,TRUE
"Ulm U",2014,1004.76,"10.1371/journal.pone.0082933",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"24386128","PMC3875435",NA,NA,TRUE
"Ulm U",2014,2618,"10.3758/s13428-013-0421-3",TRUE,"Springer Nature","Behavior Research Methods","1554-3528",NA,"1554-3528",NA,TRUE,"24311061","PMC4237926",NA,NA,FALSE
"Ulm U",2014,1600,"10.3389/fpsyg.2013.00947",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"24385971","PMC3866577",NA,NA,TRUE
"Ulm U",2014,994,"10.1371/journal.pone.0084053",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"24489647","PMC3904816",NA,NA,TRUE
"Ulm U",2014,2630.74,"10.1111/ejn.12478",TRUE,"Wiley-Blackwell","European Journal of Neuroscience","0953816X",NA,NA,"http://doi.wiley.com/10.1002/tdm_license_1",TRUE,"24506843","PMC4264920",NA,NA,FALSE
"Ulm U",2014,995.13,"10.1371/journal.pone.0085279",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"24454833","PMC3891751",NA,NA,TRUE
"Ulm U",2014,960,"10.3389/fphys.2013.00342",FALSE,"Frontiers Media SA","Frontiers in Physiology","1664-042X",NA,"1664-042X",NA,TRUE,"24324442","PMC3838978",NA,NA,TRUE
"Ulm U",2014,1324.89,"10.1016/j.bbrc.2014.02.023",TRUE,"Elsevier BV","Biochemical and Biophysical Research Communications","0006291X","0006291X",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"24548408",NA,NA,NA,FALSE
"Ulm U",2014,1448.75,"10.1152/jn.00906.2013 ",TRUE,"American Physiological Society","Journal of Neurophysiology","0022-3077","0022-3077","1522-1598",NA,TRUE,"24671541","PMC4044431",NA,NA,FALSE
"Ulm U",2014,1600,"10.3389/fpsyg.2014.00404",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"24860528","PMC4026685",NA,NA,TRUE
